smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@@H]5CC6CCC5CC67CCC(=O)C7,2,1,7.727408315892298,7.91721462968355,20.55,12.1,IC50,PubChem,176456269.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CN1Cc2cccc(F)c2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1,1,1,7.721246399047171,7.721246399047171,19.0,19.0,IC50,BindingDB,479987,Menin,,high_potency_<=100nM,True,True
CN1Cc2cccc(F)c2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,1,1,7.721246399047171,7.721246399047171,19.0,19.0,IC50,ChEMBL,CHEMBL5939584,Menin,2021,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=O)C7(C6)CC7,2,1,7.706976543353424,8.102372908709558,28.349999999999998,7.9,IC50,PubChem,176456306.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
C1CCC(C1)C2(C3=CC=CC=C3CCN2)C4CCN(CC4)CC5CN(C5)C6=CC=C(C=C6)S(=O)(=O)C7=CC=CC=C7,3,1,7.698970004336019,8.2518119729938,20.0,5.6,IC50;Ki,PubChem,138618570.0,,,high_potency_<=100nM,True,True
CC(C)(C#N)c1ccc(CN2CCC3(CCN(C3)c3ncnc4sc(CC(F)(F)F)cc34)C2)cc1,1,1,7.698970004336019,7.698970004336019,20.0,20.0,IC50,BindingDB,50321314,Menin,,high_potency_<=100nM,True,True
CC(C)(C#N)c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,1,1,7.698970004336019,7.698970004336019,20.0,20.0,IC50,ChEMBL,CHEMBL4172458,Menin,2018,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,7.698970004336019,7.698970004336019,20.0,20.0,IC50,BindingDB,480171,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,7.698970004336019,7.698970004336019,20.0,20.0,IC50,ChEMBL,CHEMBL5917864,Menin,2021,high_potency_<=100nM,True,True
FC(F)(F)Cc1cc2c(ncnc2s1)N1CCC2(CCN(Cc3ccc(CC#N)cc3)C2)C1,1,1,7.698970004336019,7.698970004336019,20.0,20.0,IC50,BindingDB,50321312,Menin,,high_potency_<=100nM,True,True
N#CCc1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,1,1,7.698970004336019,7.698970004336019,20.0,20.0,IC50,ChEMBL,CHEMBL4172162,Menin,2018,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=O)N(C6)C,1,1,7.694648630553377,7.694648630553377,20.2,20.2,IC50,PubChem,176456309.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CC(N1CCN(CCn2c(cc3c(C)c(CN4CCC(CC4)Nc4ncnc5sc(CC(F)(F)F)cc45)ccc23)C#N)CC1)C(N)=O,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,BindingDB,50455868,Menin,,high_potency_<=100nM,True,True
CC1=C(C=CC2=C1C=C(N2CCN3CCN(CC3)C(C)C(=O)N)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,PubChem,130375989.0,,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2(C)CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,BindingDB,480104,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3(C)CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)C1,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,ChEMBL,CHEMBL6000399,Menin,2021,high_potency_<=100nM,True,True
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(C)C(N)=O)CC1,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,ChEMBL,CHEMBL4204241,Menin,2018,high_potency_<=100nM,True,True
Cn1cccc1S(=O)(=O)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,ChEMBL,CHEMBL5849531,Menin,2021,high_potency_<=100nM,True,True
Cn1cccc1S(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,1,1,7.6777807052660805,7.6777807052660805,21.0,21.0,IC50,BindingDB,480047,Menin,,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@H]5CC6CC[C@@H]5CC67CC(=O)OC7,1,1,7.675717544702307,7.675717544702307,21.1,21.1,IC50,PubChem,176456314.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@@H]5CC6CCC5CC67CCC(=O)C7,1,1,7.671620396561262,7.671620396561262,21.3,21.3,IC50,PubChem,176456273.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@@H]5CC6CC[C@H]5CC67CC(=O)OC7,1,1,7.661543506395395,7.661543506395395,21.8,21.8,IC50,PubChem,176456313.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CC(=O)O[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,2,1,7.659379381312206,7.920818753952375,26.0,12.0,IC50;Ki,BindingDB,50516578,Menin,,high_potency_<=100nM,True,True
CC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,2,1,7.659379381312206,7.920818753952375,26.0,12.0,IC50;Ki,ChEMBL,CHEMBL4453006,Menin,2019,high_potency_<=100nM,True,True
CC1=C(C=CC2=C1C=C(N2CCN3CCOCC3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.657577319177793,7.657577319177793,22.0,22.0,IC50,PubChem,117636546.0,,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(CCN3CCOCC3)c(cc12)C#N,1,1,7.657577319177793,7.657577319177793,22.0,22.0,IC50,BindingDB,50455861,Menin,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCOCC1,1,1,7.657577319177793,7.657577319177793,22.0,22.0,IC50,ChEMBL,CHEMBL4218853,Menin,2018,high_potency_<=100nM,True,True
O=S(=O)(c1ccccc1)c1ccc(N2CC(CN3CCC(C(CN4CCCC4)(c4ccccc4)[C@H]4C=CCC4)CC3)C2)cc1,1,1,7.657577319177793,7.657577319177793,22.0,22.0,IC50,ChEMBL,CHEMBL6043235,Menin,2021,high_potency_<=100nM,True,True
O=S(=O)(c1ccccc1)c1ccc(cc1)N1CC(CN2CCC(CC2)C(CN2CCCC2)([C@@H]2CCC=C2)c2ccccc2)C1,1,1,7.657577319177793,7.657577319177793,22.0,22.0,IC50,BindingDB,480294,Menin,,high_potency_<=100nM,True,True
CC1CC2(CCC(CC2)CN3CCC4(CC3)CN(C4)C5=C(N=NC=N5)OC6=C(C=C(C=C6)F)C(=O)N(C(C)C)C(C)C)NC1=O,1,1,7.649751981665837,7.649751981665837,22.4,22.4,IC50,PubChem,169979029.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=C(C)C)C(=O)C6,2,1,7.647303371578169,7.701146923590294,22.7,19.9,IC50,PubChem,176456333.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1,1,1,7.638272163982407,7.638272163982407,23.0,23.0,IC50,BindingDB,479999,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2Cl)S(=O)(=O)C2CC2)CC1,1,1,7.638272163982407,7.638272163982407,23.0,23.0,IC50,BindingDB,480090,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,1,1,7.638272163982407,7.638272163982407,23.0,23.0,IC50,ChEMBL,CHEMBL5862776,Menin,2021,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4Cl)C3)CC2)C1,1,1,7.638272163982407,7.638272163982407,23.0,23.0,IC50,ChEMBL,CHEMBL6005434,Menin,2021,high_potency_<=100nM,True,True
N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2[nH]1,1,1,7.627087997029894,7.627087997029894,23.6,23.6,Kd,ChEMBL,CHEMBL3780497,Menin,2016,high_potency_<=100nM,True,True
F[C@H]1C[C@@H]2C[C@H]1[C@H](N2)C(=O)N1CC2(C1)CN(C2)c1c(cnc2sc(CC(F)(F)F)cc12)C(F)(F)F,2,1,7.624260367736677,7.7495799976911055,24.75,17.8,IC50,BindingDB,554111,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True
CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccnc(C)c5)cc4)C3)CC2)CN(C)Cc2ccccc21,2,1,7.623975776090281,8.301029995663981,59.0,5.0,IC50,ChEMBL,CHEMBL6013737,Menin,2021,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C1)([C@H]1CCC[C@@H]1OC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccnc(C)c2)CC1,2,1,7.623975776090281,8.301029995663981,59.0,5.0,IC50,BindingDB,480141,Menin,,high_potency_<=100nM,True,True
CC1CC2(CCC(CC2)CN3CCC4(CC3)CN(C4)C5=NC=NC=C5OC6=C(C=C(C=C6)F)C(=O)N(C(C)C)C(C)C)CC1=O,1,1,7.623423042943488,7.623423042943488,23.8,23.8,IC50,PubChem,176456302.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
C[C@H]1C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NCCCCCCCC(C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N1)CC4=CC=CC=C4)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C)CCCN=C(N)N,1,1,7.623423042943488,7.623423042943488,23.8,23.8,Ki,PubChem,145948954.0,,,high_potency_<=100nM,True,True
C=CC(=O)N1CC(S(=O)(=O)c2ccc(N3CC(F)(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)C1,1,1,7.619788758288394,7.619788758288394,24.0,24.0,IC50,ChEMBL,CHEMBL5916540,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2(F)CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)C=C)CC1)c1cccc(F)c1,1,1,7.619788758288394,7.619788758288394,24.0,24.0,IC50,BindingDB,506345,Menin,,high_potency_<=100nM,True,True
FC(F)(F)Cc1cc2c(NC3CCN(Cc4ccc5[nH]c(cc5c4)C#N)CC3)ncnc2s1,1,1,7.619788758288394,7.619788758288394,24.0,24.0,Kd,BindingDB,50156121,Menin,,high_potency_<=100nM,True,True
[2H]C([2H])([2H])C1CC2(CCC(CC2)CN3CCC4(CC3)CN(C4)C5=C(N=NC=N5)OC6=C(C=C(C=C6)F)C(=O)N(C(C)C)C(C)C)CC1=O,2,1,7.609524676811565,7.906578314837764,30.55,12.4,IC50,PubChem,176456305.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)C[C@H]5CC6CCC5CC67CCC(=O)C7,1,1,7.603800652904264,7.603800652904264,24.9,24.9,IC50,PubChem,176456274.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
C1CCC(C1)C2(C3=CC=CC=C3CCN2)C4CCN(CC4)CC5CN(C5)C6=CC=C(C=C6)S(=O)(=O)C7CC7,3,1,7.6020599913279625,8.154901959985743,25.0,7.0,IC50;Ki,PubChem,132104378.0,,,high_potency_<=100nM,True,True
C1CCC(C1)C2(CN(CC3=CC=CC=C32)CC4COC4)C5CCN(CC5)CC6CN(C6)C7=CC=C(C=C7)S(=O)(=O)C8=CC=NC=C8,3,1,7.6020599913279625,8.154901959985743,25.0,7.0,IC50;Ki,PubChem,132104738.0,,,high_potency_<=100nM,True,True
O=S(=O)(C1CC1)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,3,1,7.6020599913279625,8.154901959985743,25.0,7.0,IC50;Ki,BindingDB,50516549,Menin,,high_potency_<=100nM,True,True
O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CC1,3,1,7.6020599913279625,8.154901959985743,25.0,7.0,IC50;Ki,ChEMBL,CHEMBL4470192,Menin,2019;2021,high_potency_<=100nM,True,True
O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5COC5)Cc5ccccc54)CC3)C2)cc1,3,1,7.6020599913279625,8.154901959985743,25.0,7.0,IC50;Ki,ChEMBL,CHEMBL4532417,Menin,2019;2021,high_potency_<=100nM,True,True
O=S(=O)(c1ccncc1)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(CN(CC3COC3)Cc3ccccc23)C2CCCC2)C1,3,1,7.6020599913279625,8.154901959985743,25.0,7.0,IC50;Ki,BindingDB,50516572,Menin,,high_potency_<=100nM,True,True
CC1=C(C=CC2=C1C=C(N2CCN3CCN(CC3)S(=O)(=O)N)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.585026652029182,7.585026652029182,26.0,26.0,IC50,PubChem,117636601.0,,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(CCN3CCN(CC3)S(N)(=O)=O)c(cc12)C#N,1,1,7.585026652029182,7.585026652029182,26.0,26.0,IC50,BindingDB,50455879,Menin,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(S(N)(=O)=O)CC1,1,1,7.585026652029182,7.585026652029182,26.0,26.0,IC50,ChEMBL,CHEMBL4205576,Menin,2018,high_potency_<=100nM,True,True
N#Cc1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1,1,1,7.585026652029182,7.585026652029182,26.0,26.0,IC50,ChEMBL,CHEMBL5790885,Menin,2021,high_potency_<=100nM,True,True
N#Cc1ccc(cc1)N1CC(CN2CCC(CC2)C2(CNCc3ccccc23)C2CCCC2)C1,1,1,7.585026652029182,7.585026652029182,26.0,26.0,IC50,BindingDB,479996,Menin,,high_potency_<=100nM,True,True
[2H]C([2H])([2H])C1CC2(CCC(CC2)CN3CCC4(CC3)CN(C4)C5=C(N=NC=N5)OC6=C(C=C(C=C6)F)C(=O)N(CC)C(C)C)CC1=O,2,1,7.583474279100734,7.815308569182401,29.9,15.3,IC50,PubChem,176456304.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)C(C)C1,2,1,7.578695380194719,7.619788758288394,26.5,24.0,IC50,BindingDB,480043,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)C(C)C2)C1,2,1,7.578695380194719,7.619788758288394,26.5,24.0,IC50,ChEMBL,CHEMBL6044980,Menin,2021,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1,1,1,7.568636235841012,7.568636235841012,27.0,27.0,IC50,BindingDB,479998,Menin,,high_potency_<=100nM,True,True
CN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,1,1,7.568636235841012,7.568636235841012,27.0,27.0,IC50,ChEMBL,CHEMBL5911255,Menin,2021,high_potency_<=100nM,True,True
O[C@H]1C[C@H]2CC[C@@H]1N[C@@H]2C(=O)N1CC2(C1)CN(C2)c1c(cnc2sc(CC(F)(F)F)cc12)C(F)(F)F,1,1,7.5638373529592435,7.5638373529592435,27.3,27.3,IC50,BindingDB,554116,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True
CC1=C(C=CC2=C1C=C(N2CCC3CNC(=O)CO3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,PubChem,117636585.0,,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2(F)CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,BindingDB,480087,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)CC2CC2)CC1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,BindingDB,480089,Menin,,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3(F)CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)C1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,ChEMBL,CHEMBL5949961,Menin,2021,high_potency_<=100nM,True,True
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)CC5CC5)cc4)C3)CC2)C1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,ChEMBL,CHEMBL6039278,Menin,2021,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C(C)(C)C)CC1)c1ccccc1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,BindingDB,480357,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C(C)(C)C)cc3)C2)CC1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,ChEMBL,CHEMBL5941222,Menin,2021,high_potency_<=100nM,True,True
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(CCC3CNC(=O)CO3)c(cc12)C#N,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,BindingDB,50455874,Menin,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCC1CNC(=O)CO1,1,1,7.552841968657781,7.552841968657781,28.0,28.0,IC50,ChEMBL,CHEMBL4208216,Menin,2018,high_potency_<=100nM,True,True
CC1=C(C=CC2=C1C=C(N2CC3=CC=NN3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,2,1,7.550637409205253,7.619788758288394,28.5,24.0,IC50;Kd,PubChem,117636540.0,,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(Cc3cc[nH]n3)c(cc12)C#N,2,1,7.550637409205253,7.619788758288394,28.5,24.0,IC50;Kd,BindingDB,50455876,Menin,,high_potency_<=100nM,True,True
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cc[nH]n1,2,1,7.550637409205253,7.619788758288394,28.5,24.0,IC50;Kd,ChEMBL,CHEMBL4217916,Menin,2018,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=C(C)C)C(=O)C6,1,1,7.546681659952962,7.546681659952962,28.4,28.4,IC50,PubChem,176456332.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)CC5CC6CCC5CC67CCC(=O)C7,3,1,7.537602002101044,7.619788758288394,29.0,24.0,IC50,PubChem,176456268.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,3,1,7.537602002101044,8.070581074285707,29.0,8.5,IC50;Ki,PubChem,146512357.0,,,high_potency_<=100nM,True,True
CC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,7.537602002101044,7.537602002101044,29.0,29.0,IC50,BindingDB,480220,Menin,,high_potency_<=100nM,True,True
CC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,7.537602002101044,7.537602002101044,29.0,29.0,IC50,ChEMBL,CHEMBL5835118,Menin,2021,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,1,1,7.537602002101044,7.537602002101044,29.0,29.0,IC50,BindingDB,480335,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,1,1,7.537602002101044,7.537602002101044,29.0,29.0,IC50,ChEMBL,CHEMBL5849670,Menin,2021,high_potency_<=100nM,True,True
Cc1nccn1CC(C1CCCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,7.537602002101044,7.537602002101044,29.0,29.0,IC50,BindingDB,479995,Menin,,high_potency_<=100nM,True,True
Cc1nccn1CC(c1ccccc1)(C1CCCC1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,7.537602002101044,7.537602002101044,29.0,29.0,IC50,ChEMBL,CHEMBL5824015,Menin,2021,high_potency_<=100nM,True,True
CCS(=O)(=O)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,3,1,7.522878745280337,8.0,30.0,10.0,IC50;Ki,ChEMBL,CHEMBL4460234,Menin,2019;2021,high_potency_<=100nM,True,True
CCS(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,3,1,7.522878745280337,8.0,30.0,10.0,IC50;Ki,BindingDB,50516561,Menin,,high_potency_<=100nM,True,True
CCS(=O)(=O)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(C)Cc5ccccc54)CC3)C2)cc1,1,1,7.522878745280337,7.522878745280337,30.0,30.0,IC50,ChEMBL,CHEMBL5849676,Menin,2021,high_potency_<=100nM,True,True
CCS(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(CN(C)Cc3ccccc23)C2CCCC2)C1,1,1,7.522878745280337,7.522878745280337,30.0,30.0,IC50,BindingDB,480019,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C(F)(F)F)CC1)c1ccccc1,1,1,7.522878745280337,7.522878745280337,30.0,30.0,IC50,BindingDB,480305,Menin,,high_potency_<=100nM,True,True
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C(F)(F)F)cc3)C2)CC1,1,1,7.522878745280337,7.522878745280337,30.0,30.0,IC50,ChEMBL,CHEMBL5897790,Menin,2021,high_potency_<=100nM,True,True
CC(=O)O[C@H]1CCC[C@@H]1C1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)CN(C)Cc2ccc(F)cc21,1,1,7.508638306165727,7.508638306165727,31.0,31.0,IC50,ChEMBL,CHEMBL5891216,Menin,2021,high_potency_<=100nM,True,True
CN1Cc2ccc(F)cc2C(C1)([C@H]1CCC[C@@H]1OC(C)=O)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,7.508638306165727,7.508638306165727,31.0,31.0,IC50,BindingDB,480253,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,7.508638306165727,7.508638306165727,31.0,31.0,IC50,BindingDB,480258,Menin,,high_potency_<=100nM,True,True
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,7.508638306165727,7.508638306165727,31.0,31.0,IC50,ChEMBL,CHEMBL6050552,Menin,2021,high_potency_<=100nM,True,True
FC(F)(F)Cc1cc2c(N3CC4(CN(C4)C(=O)[C@H]4N[C@H]5CC[C@@H]4CC5)C3)c(cnc2s1)C(F)(F)F,1,1,7.497572880015567,7.497572880015567,31.8,31.8,IC50,BindingDB,554112,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True
