smiles,n_measurements,n_sources,p_herg_median,p_herg_best,herg_value_nm_median,herg_value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM,herg_blocker_label,herg_label_policy
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ncc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CF,1,1,8.698970004336019,8.698970004336019,2.0,2.0,IC50,ChEMBL,CHEMBL4799234,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC2CCCCC2)c1,1,1,8.698970004336019,8.698970004336019,2.0,2.0,IC50,ChEMBL,CHEMBL1258279,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(C#N)nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc12,1,1,8.681936665037238,8.681936665037238,2.08,2.08,IC50,ChEMBL,CHEMBL3422973,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,5,1,8.67778070526608,8.823908740944319,2.1,1.5,IC50,ChEMBL,CHEMBL4650365,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(OC3CN(CCCF)C3)cn2)N1CC(F)(F)CO,1,1,8.67778070526608,8.67778070526608,2.1,2.1,IC50,ChEMBL,CHEMBL5934520,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1nccn1Cc1cn(-c2cc(F)cc(C(F)F)c2)nn1,2,1,8.671620396561263,8.671620396561263,2.13,2.13,IC50,ChEMBL,CHEMBL5792092,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)nn1,1,1,8.657577319177793,8.657577319177793,2.2,2.2,Ki,ChEMBL,CHEMBL1083614,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
OCCc1nccn1Cc1cn(-c2ccc(Cl)c(OC(F)F)c2)nn1,2,1,8.645891560852599,8.645891560852599,2.26,2.26,IC50,ChEMBL,CHEMBL5838864,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C)c1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1C(F)(F)F,1,1,8.640164517660113,8.640164517660113,2.29,2.29,IC50,ChEMBL,CHEMBL3422975,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc2ncc(C#N)c(CC(O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,2,1,8.630000345299017,8.671620396561263,2.355,2.13,IC50,ChEMBL,CHEMBL3422983,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1cc(OCc2ccc(C(F)(F)F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,1,8.619788758288394,8.619788758288394,2.4,2.4,IC50,ChEMBL,CHEMBL1642477,hERG / KCNH2,2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1nccn1Cc1cn(-c2ccc(Cl)c(C(F)F)c2)nn1,2,1,8.614393726401687,8.614393726401687,2.43,2.43,IC50,ChEMBL,CHEMBL6004953,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Fc1ccc(N(CCNCCCc2ccccc2)c2ccc(F)cc2)cc1,2,1,8.609884561611619,8.619788758288394,2.456,2.4,IC50,ChEMBL,CHEMBL2046893,hERG / KCNH2,2012.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1F,1,1,8.603800652904264,8.603800652904264,2.49,2.49,IC50,ChEMBL,CHEMBL3422965,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Br)cc2o1,1,1,8.602059991327963,8.602059991327963,2.5,2.5,IC50,ChEMBL,CHEMBL217706,hERG / KCNH2,2006.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccc(Cl)cc1)CC2,3,1,8.599980364934842,8.599980364934842,2.512,2.512,IC50,ChEMBL,CHEMBL409224,hERG / KCNH2,2008.0;2009.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCCCCc1cccc(CCCCCCCC)[n+]1C.O=S(=O)([O-])C(F)(F)F,2,1,8.588589177348448,8.721246399047171,2.7,1.9,Kd;Ki,ChEMBL,CHEMBL3590464,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2cnc(C(F)(F)F)nc2)CCN1C(=O)Cn1cnc(C#N)n1,1,1,8.585026652029182,8.585026652029182,2.6,2.6,IC50,ChEMBL,CHEMBL5269745,hERG / KCNH2,2023.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3occc3c2)cn1,1,1,8.568636235841012,8.568636235841012,2.7,2.7,Ki,ChEMBL,CHEMBL1085089,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COCC(F)(F)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cn2)c2ccc3[nH]ncc3c2C[C@H]1C,1,1,8.55284196865778,8.55284196865778,2.8,2.8,IC50,ChEMBL,CHEMBL6020184,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)o1,1,1,8.55284196865778,8.55284196865778,2.8,2.8,IC50,ChEMBL,CHEMBL1255595,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc([C@@H](C)N2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,1,1,8.55284196865778,8.55284196865778,2.8,2.8,IC50,ChEMBL,CHEMBL1257347,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC1(C)Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,ChEMBL,CHEMBL4752903,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1ccn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,ChEMBL,CHEMBL5279193,hERG / KCNH2,2023.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccc3cc[nH]c3c2)cn1,1,1,8.537602002101044,8.537602002101044,2.9,2.9,Ki,ChEMBL,CHEMBL1085779,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(C)c2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,ChEMBL,CHEMBL3422953,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,1,8.537602002101044,8.537602002101044,2.9,2.9,IC50,ChEMBL,CHEMBL1642472,hERG / KCNH2,2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(Cl)cc4)nc4ccccc43)CC2)c1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL1761103,hERG / KCNH2,2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(C#N)CC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL4445116,hERG / KCNH2,2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC1(C#Cc2c(Cl)c3c(Cl)cc(C(N)=O)nc3n2[C@H]2CCCNC2)COC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL4470576,hERG / KCNH2,2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COCCC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL4540910,hERG / KCNH2,2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc([C@@H](C)N2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)cn1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL1257458,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccccc1[C@H]1C[C@@H](NCc2ccc(Cl)cc2)CC[C@@H]1C(=O)N1CC(c2ccccc2)(c2ccccc2)C1,1,1,8.522878745280337,8.522878745280337,3.0,3.0,IC50,ChEMBL,CHEMBL3086045,hERG / KCNH2,2013.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(CN1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1)c1ccc([N+](=O)[O-])cc1,1,1,8.508638306165727,8.508638306165727,3.1,3.1,IC50,ChEMBL,CHEMBL2146865,hERG / KCNH2,2012.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)c1nccn1Cc1cn(-c2ccc(Cl)c(OC(F)F)c2)nn1,2,1,8.505845405981557,8.505845405981557,3.12,3.12,IC50,ChEMBL,CHEMBL5770484,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccccc1C#N,1,1,8.494850021680094,8.494850021680094,3.2,3.2,IC50,ChEMBL,CHEMBL382741,hERG / KCNH2,2009.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,1,8.493494967595128,8.493494967595128,3.21,3.21,IC50,ChEMBL,CHEMBL3422948,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3CC3CCCCC3)CC2)cc1,1,1,8.485452247339714,8.485452247339714,3.27,3.27,IC50,ChEMBL,CHEMBL4207128,hERG / KCNH2,2017.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(Cl)cnc56)(CC3)OC4)nc2N1,1,1,8.485452247339714,8.485452247339714,3.27,3.27,IC50,ChEMBL,CHEMBL3422961,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@H](c1ccc(Cl)nc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2,1,1,8.481486060122112,8.481486060122112,3.3,3.3,IC50,ChEMBL,CHEMBL1257579,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nccn1Cc1cn(-c2ccc(Cl)c(C(F)F)c2)nn1,2,1,8.47237009912866,8.47237009912866,3.37,3.37,IC50,ChEMBL,CHEMBL6026134,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,2,1,8.468521082957745,8.468521082957745,3.4,3.4,IC50,ChEMBL,CHEMBL5968571,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2cccnc2)c1,1,1,8.455931955649724,8.455931955649724,3.5,3.5,IC50,ChEMBL,CHEMBL1258048,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,2,1,8.449814727441218,8.522878745280337,3.6,3.0,Kd;Ki,ChEMBL,CHEMBL3590446,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCN1CCCc2cc3c(cc21)OC1=CC2=[N+](CCCC(=O)N(CCOc4ccc(NS(C)(=O)=O)cc4)CCc4ccc(NS(C)(=O)=O)cc4)CCCC2=CC1N3,1,1,8.443697499232712,8.443697499232712,3.6,3.6,Ki,ChEMBL,CHEMBL390301,hERG / KCNH2,2007.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ncc(NC3CN(CCCF)C3)cc2F)N1CC(F)F,1,1,8.443697499232712,8.443697499232712,3.6,3.6,IC50,ChEMBL,CHEMBL5859193,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Cl)cc2o1,1,1,8.443697499232712,8.443697499232712,3.6,3.6,IC50,ChEMBL,CHEMBL217789,hERG / KCNH2,2006.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(OC(F)F)cc2o1,1,1,8.443697499232712,8.443697499232712,3.6,3.6,IC50,ChEMBL,CHEMBL213715,hERG / KCNH2,2006.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCCCCCc1cccc(CCCCCCCCC)[n+]1C.O=S(=O)([O-])C(F)(F)F,2,1,8.43323054581489,8.468521082957745,3.7,3.4,Kd;Ki,ChEMBL,CHEMBL3590465,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(c1ccncc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2,1,1,8.431798275933005,8.431798275933005,3.7,3.7,IC50,ChEMBL,CHEMBL1258962,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,2,1,8.416801226031378,8.416801226031378,3.83,3.83,IC50,ChEMBL,CHEMBL5987086,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,1,8.41228903498109,8.41228903498109,3.87,3.87,IC50,ChEMBL,CHEMBL3422947,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(Cc1ccc([N+](=O)[O-])cc1)N1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1,1,1,8.4089353929735,8.4089353929735,3.9,3.9,IC50,ChEMBL,CHEMBL2146866,hERG / KCNH2,2012.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2cnc(C(F)(F)F)nc2)CCN1C(=O)Cn1cnc(C(F)(F)F)n1,1,1,8.4089353929735,8.4089353929735,3.9,3.9,IC50,ChEMBL,CHEMBL5284001,hERG / KCNH2,2023.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
FC(F)Oc1cc(-n2cc(Cn3ccnc3C3CC3)nn2)ccc1Cl,3,1,8.407823242604133,8.920818753952375,3.91,1.2,IC50,ChEMBL,CHEMBL5868410,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O,1,1,8.400007822415901,8.400007822415901,3.981,3.981,IC50,ChEMBL,CHEMBL2146810,hERG / KCNH2,2012.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(C)(C)CC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1,1,1,8.397940008672037,8.397940008672037,4.0,4.0,IC50,ChEMBL,CHEMBL4541837,hERG / KCNH2,2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nccn1Cc1cn(-c2ccc(F)c(C(C)(F)F)c2)nn1,2,1,8.39254497678533,8.39254497678533,4.05,4.05,IC50,ChEMBL,CHEMBL5909140,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(N(C)C3CN(CCCF)C3)cn2)N1CC(F)F,1,1,8.387216143280265,8.387216143280265,4.1,4.1,IC50,ChEMBL,CHEMBL5918557,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,2,1,8.386158178123932,8.386158178123932,4.11,4.11,IC50,ChEMBL,CHEMBL5877886,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1Cl,1,1,8.3767507096021,8.3767507096021,4.2,4.2,IC50,ChEMBL,CHEMBL3422963,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(CCC23CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC2)CO3)c2nc(OC)ccc2n1,1,1,8.375717904164333,8.375717904164333,4.21,4.21,IC50,ChEMBL,CHEMBL3422969,hERG / KCNH2,2015.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN(C/C=C/c1ccc(F)cc1C(F)(F)F)Cc1ccc2c(c1)OCO2.Cl,1,1,8.374687549038326,8.374687549038326,4.22,4.22,IC50,ChEMBL,CHEMBL4161555,hERG / KCNH2,2018.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
OCCc1nccn1Cc1cn(-c2ccc(F)c(OC(F)F)c2)nn1,2,1,8.370590400897282,8.370590400897282,4.26,4.26,IC50,ChEMBL,CHEMBL6064693,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCc1nccn1Cc1cn(-c2ccc(F)c(C(F)F)c2)nn1,2,1,8.367542707815275,8.367542707815275,4.29,4.29,IC50,ChEMBL,CHEMBL5798112,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)N(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)C(C)C,1,1,8.366531544420413,8.366531544420413,4.3,4.3,IC50,ChEMBL,CHEMBL1642486,hERG / KCNH2,2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3[nH]ccc3c2)cn1,1,1,8.366531544420413,8.366531544420413,4.3,4.3,Ki,ChEMBL,CHEMBL1086524,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=c1cc(OCc2ccccc2F)ccn1-c1ccc(OCCN2CCCC2)cc1,1,1,8.366531544420413,8.366531544420413,4.3,4.3,IC50,ChEMBL,CHEMBL1642471,hERG / KCNH2,2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC1=C(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1,2,1,8.356547323513812,8.356547323513812,4.4,4.4,IC50,ChEMBL,CHEMBL560923,hERG / KCNH2,2009.0;2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(-n2cc(Cn3ccnc3C(C)C)nn2)ccc1Cl,2,1,8.349692476868064,8.349692476868064,4.47,4.47,IC50,ChEMBL,CHEMBL5986147,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cccc([C@@H](C)N2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)c1,1,1,8.337242168318426,8.337242168318426,4.6,4.6,IC50,ChEMBL,CHEMBL1257348,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1nccn1Cc1cn(-c2ccc(Cl)c(Cl)c2)nn1,2,1,8.332547047110046,8.332547047110046,4.65,4.65,IC50,ChEMBL,CHEMBL5839468,hERG / KCNH2,2018.0;2019.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1CN(C(=O)[C@H]2CN(c3ccccn3)C[C@@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1,1,1,8.332547047110046,8.332547047110046,4.65,4.65,Ki,ChEMBL,CHEMBL1089103,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCCCCCN(CC)CCCCc1ccc([N+](=O)[O-])cc1,2,1,8.329976341169303,8.659952682338607,6.094,2.188,IC50,ChEMBL,CHEMBL182977,hERG / KCNH2,2004.0;2011.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2,1,1,8.327902142064282,8.327902142064282,4.7,4.7,IC50,ChEMBL,CHEMBL1258846,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1,1,1,8.327902142064282,8.327902142064282,4.7,4.7,IC50,ChEMBL,CHEMBL460009,hERG / KCNH2,2009.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(OC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)(F)CO,1,1,8.327902142064282,8.327902142064282,4.7,4.7,IC50,ChEMBL,CHEMBL5986059,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3C2(c3ccccc3)CC2)c1,1,1,8.318758762624412,8.318758762624412,4.8,4.8,IC50,ChEMBL,CHEMBL1258961,hERG / KCNH2,2010.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC[C@](C)(F)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cc2OC)c2ccc3[nH]ncc3c2C[C@H]1C,4,1,8.318194010053928,8.619788758288394,5.05,2.4,IC50,ChEMBL,CHEMBL5916184,hERG / KCNH2,2020.0,high_potency_<=100nM,True,True,1.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
