inside_applicability_domain,holdout_rows,blocker_fraction,accuracy_0p5,brier_score,mean_probability
False,20,0.75,0.75,0.20077523436434624,0.8295902736118517
True,534,0.8707865168539326,0.9063670411985019,0.07537933788305408,0.8394219939243357
