structure_id,endpoint,assay_family,n_measurements,n_source_rows,n_cross_source_mirror_rows_collapsed,n_sources,n_exact_measurements,n_censored_measurements,n_approximate_measurements,p_activity_median,p_activity_best,p_activity_min,value_nm_median,value_nm_best,endpoints,n_endpoints,endpoint_families,n_endpoint_families,assay_families,n_assay_families,sources,compound_ids,target_names,document_years,relations,smiles,original_smiles,canonical_smiles,standardized_smiles,inchi_key,standard_inchi_key,structure_standardization_status,activity_range_log10,is_activity_heterogeneous,heterogeneity_log_spread_threshold,censoring_policy,aggregation_value_semantics,potency_class,active_100nM,active_1uM,scored_menin_endpoint,scored_menin_assay_family,has_observed_primary_herg_record,predicted_herg_blocker_probability,predicted_herg_probability_entropy_bits,herg_max_training_tanimoto,herg_nearest_training_smiles,herg_inside_applicability_domain,predicted_herg_risk,mol_wt,exact_mol_wt,logp,tpsa,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,fraction_csp3,heavy_atom_count,formal_charge,invalid_structure,qed,pains_alert_count,brenk_alert_count,nih_alert_count,pains_alerts,brenk_alerts,nih_alerts,scaffold_key,scaffold_method,series_id,series_size,connectivity_key,connectivity_group_size,nearest_neighbor_achiral_tanimoto,nearest_neighbor_achiral_structure_id,nearest_neighbor_chiral_tanimoto,nearest_neighbor_chiral_structure_id,local_novelty_achiral,property_window_violation_count,property_window_violations,property_desirability,ro5_violation_count,veber_violation_count,apparent_ligand_efficiency_kcal_per_mol_per_heavy_atom,apparent_lipophilic_ligand_efficiency,similarity_cluster_id,similarity_cluster_size,similarity_cluster_representative
STR-A33A7D4A9E6E6442812C,IC50,biochemical_binding,1,2,1,2,1,0,0,4.882728704344236,4.882728704344236,4.882728704344236,13100.0,13100.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5792312,Menin,2021,=,C[C@@H]1CC(C(C#N)(c2ccccc2)C2CCCC2)C[C@H](C)N1CCCOc1ccc(C#N)cc1,C[C@@H]1CC(C(C#N)(c2ccccc2)C2CCCC2)C[C@H](C)N1CCCOc1ccc(C#N)cc1,C[C@@H]1CC(C(C#N)(c2ccccc2)C2CCCC2)C[C@H](C)N1CCCOc1ccc(C#N)cc1,C[C@@H]1CC(C(C#N)(c2ccccc2)C2CCCC2)C[C@H](C)N1CCCOc1ccc(C#N)cc1,NNKPISYPZRNNPJ-CXZOACHMSA-N,NNKPISYPZRNNPJ-CXZOACHMSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,low_or_inactive_>10uM,False,False,IC50,biochemical_binding,False,0.9445640889611724,0.3090541897004151,0.296875,c1ccc(-c2ccc(OCCCCCN3CCCCCC3)cc2)cc1,True,high,455.64600000000024,455.293662804,6.467960000000008,60.05,0.0,4.0,8.0,4.0,2.0,0.5333333333333333,34.0,0.0,0.0,0.4281607636551086,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C(c3ccccc3)C3CCCC3)CC2)cc1,bemis_murcko,SER-317158EDAD8598EE,25,NNKPISYPZRNNPJ,1,0.7321428571428571,STR-B91B625C26AF1911063A,0.6949152542372882,STR-B91B625C26AF1911063A,0.2678571428571429,1,logp:above_max,0.8333333333333334,1,0,0.1958835868448687,-1.585231295655772,CLU-A083A0DB86163B1A,31,STR-B91B625C26AF1911063A
STR-A3B4307502A8FF889516,IC50,biochemical_binding,1,1,0,1,1,0,0,7.180456064458131,7.180456064458131,7.180456064458131,66.0,66.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156498052,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCC(C)N(C)CCOC)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@H](CCC(C)N(C)CCOC)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCC(C)N(C)CCOC)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCC(C)N(C)CCOC)C(C)C)C2)C(C)C,HLTONXJONDUJCT-MPSNESSQSA-N,HLTONXJONDUJCT-MPSNESSQSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8237953920205293,0.6717033532827736,0.224137932062149,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1)C(F)(F)F,False,high,613.8230000000003,613.411566744,4.957100000000005,87.16,0.0,9.0,15.0,4.0,2.0,0.696969696969697,44.0,0.0,0.0,0.2767714536476766,0,0,0,,,,c1ccc(Oc2nncnc2N2CCC3(CNC3)C2)cc1,bemis_murcko,SER-F7B9115420359440,176,HLTONXJONDUJCT,1,0.8604651162790697,STR-A21C415987FFBA939D6E,0.8620689655172413,STR-A21C415987FFBA939D6E,0.1395348837209302,1,rotatable_bonds:above_max,0.8333333333333334,1,1,0.222594137998202,2.223356064458126,CLU-3B3670B85667A6B8,184,STR-D7B6A133DED6C54A6E85
STR-A3C1FA82D6E93CA9057E,IC50,biochemical_binding,1,2,1,2,1,0,0,6.072116589669293,6.072116589669293,6.072116589669293,847.0,847.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5899357,Menin,2021,=,N#Cc1ccc2c(c1)CCN(C(=O)CN1CCC(C3(C4CCCC4)NCCc4ccccc43)CC1)C2,N#Cc1ccc2c(c1)CCN(C(=O)CN1CCC(C3(C4CCCC4)NCCc4ccccc43)CC1)C2,N#Cc1ccc2c(c1)CCN(C(=O)CN1CCC(C3(C4CCCC4)NCCc4ccccc43)CC1)C2,N#Cc1ccc2c(c1)CCN(C(=O)CN1CCC(C3(C4CCCC4)NCCc4ccccc43)CC1)C2,ZZZYFPVOQWDRRJ-UHFFFAOYSA-N,ZZZYFPVOQWDRRJ-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,moderate_100nM_to_1uM,False,True,IC50,biochemical_binding,False,0.9305503912000384,0.3638663340582351,0.3478260934352875,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2,True,high,482.6720000000004,482.304561836,4.3863800000000035,59.370000000000005,1.0,4.0,4.0,6.0,2.0,0.5483870967741935,36.0,0.0,0.0,0.7024333924949331,0,0,0,,,,O=C(CN1CCC(C2(C3CCCC3)NCCc3ccccc32)CC1)N1CCc2ccccc2C1,bemis_murcko,SER-1D8F6F9617EE8400,2,ZZZYFPVOQWDRRJ,1,0.819672131147541,STR-3A4916332CE912BE72A0,0.819672131147541,STR-3A4916332CE912BE72A0,0.180327868852459,0,,1.0,0,0,0.2300657507863588,1.6857365896692895,CLU-34BEF505D5AECBFE,4,STR-3A4916332CE912BE72A0
STR-A4B78F32EC254E4C66A8,IC50,biochemical_binding,1,2,1,2,1,0,0,5.130768280269024,5.130768280269024,5.130768280269024,7400.0,7400.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL3696204,Menin,2015,=,CC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(Cl)c(Cl)c3)C2)C1c1cccnc1,CC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(Cl)c(Cl)c3)C2)C1c1cccnc1,CC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(Cl)c(Cl)c3)C2)C1c1cccnc1,CC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(Cl)c(Cl)c3)C2)C1c1cccnc1,RGUVBVAYJBKQDS-UHFFFAOYSA-N,RGUVBVAYJBKQDS-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.801111676983253,0.7196991615313163,0.2800000011920929,OCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1,True,high,478.37900000000013,477.101082272,6.308900000000005,62.3,1.0,4.0,2.0,5.0,3.0,0.1923076923076923,33.0,0.0,0.0,0.4691330557977167,0,0,0,,,,O=C1CC(c2ccccc2)CC2=C1C(c1cccnc1)Nc1ccccc1N2,bemis_murcko,SER-6405F81075E095E8,5,RGUVBVAYJBKQDS,1,0.8,STR-90F148C381A6FE28921A,0.8,STR-90F148C381A6FE28921A,0.1999999999999999,1,logp:above_max,0.8333333333333334,1,0,0.212071755584453,-1.178131719730981,CLU-F344A50FEA6F3E90,5,STR-E64E90F663FA85F37778
STR-A50D555FBD2E6BE12E86,IC50,biochemical_binding,1,2,1,2,1,0,0,4.769551078621726,4.769551078621726,4.769551078621726,17000.0,17000.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5742182,Menin,2021,=,CSC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CSC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CSC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CSC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,WYRSUBFHMKGIDZ-MVBJGFHDSA-N,WYRSUBFHMKGIDZ-MVBJGFHDSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,low_or_inactive_>10uM,False,False,IC50,biochemical_binding,False,0.8296634711058171,0.6584740356896758,0.2336448580026626,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cccnc1,False,high,614.8810000000002,614.274918584,6.303480000000007,77.3,0.0,7.0,10.0,6.0,3.0,0.4857142857142857,43.0,0.0,0.0,0.2651684678088578,0,0,0,,,,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C(c4ccccc4)C4CCCC4)CC3)C2)cc1,bemis_murcko,SER-B92687DE56E5CCCB,44,WYRSUBFHMKGIDZ,2,1.0,STR-E15050249B2D732BD2E2,0.8266666666666667,STR-00A1D39E2CC2B5C8F906,0.0,1,logp:above_max,0.8333333333333334,2,0,0.1512945970055822,-1.5339289213782807,CLU-AF9A7727B04E32F9,9,STR-A50D555FBD2E6BE12E86
STR-A5251367717CBF43E094,IC50,biochemical_binding,1,2,1,2,1,0,0,8.045757490560675,8.045757490560675,8.045757490560675,9.0,9.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5768069,Menin,2021,=,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)CC)cc4)C3)CC2)C1,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)CC)cc4)C3)CC2)C1,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)CC)cc4)C3)CC2)C1,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)CC)cc4)C3)CC2)C1,FUHYHQPCTARYTH-UHFFFAOYSA-N,FUHYHQPCTARYTH-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8724992099622744,0.5505440358857944,0.2727272808551788,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,True,high,549.825,549.338898744,5.5921000000000065,43.86,0.0,5.0,8.0,6.0,2.0,0.6363636363636364,39.0,0.0,0.0,0.4294399010432978,0,0,0,,,,c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1,bemis_murcko,SER-C8E13902550B1B05,8,FUHYHQPCTARYTH,1,0.9032258064516128,STR-1CBACEED34B9A4B3A117,0.9032258064516128,STR-1CBACEED34B9A4B3A117,0.0967741935483871,0,,1.0,2,0,0.2813952106955067,2.4536574905606683,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
STR-A540B6064EC41BB600F8,IC50,biochemical_binding,1,2,1,2,1,0,0,5.484126156288321,5.484126156288321,5.484126156288321,3280.0,3280.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5757788,Menin,2021,=,CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,KXPSUXIZTPMMPF-KCUXUGRMSA-N,KXPSUXIZTPMMPF-KCUXUGRMSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.8828530002851998,0.5211040176221322,0.2653061151504516,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2)CC1)C(F)(F)F,True,high,514.6450000000003,514.2744045800001,5.038960000000005,80.36000000000001,0.0,6.0,7.0,5.0,2.0,0.5161290322580645,38.0,0.0,0.0,0.481888477148147,0,0,0,,,,c1ccc(C(C2CCCC2)C2CCN(CC3CN(c4ccccc4)C3)CC2)cc1,bemis_murcko,SER-FBD8412D03D2F209,47,KXPSUXIZTPMMPF,2,1.0,STR-8A96AEE3549DB26F33DD,0.863013698630137,STR-A03DAF6611859C5C8983,0.0,0,,1.0,2,0,0.1968512651888755,0.445166156288316,CLU-5FD0DDB00E1E9375,12,STR-8A96AEE3549DB26F33DD
STR-A5490A895830A71903B2,IC50,biochemical_binding,1,1,0,1,1,0,0,7.372634143407267,7.372634143407267,7.372634143407267,42.4,42.4,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5084863,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C(=O)OC)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C(=O)OC)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C(=O)OC)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(C(=O)OC)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,FBSMQBOIOZDTSP-IKTYWIPASA-N,FBSMQBOIOZDTSP-IKTYWIPASA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8659187439287918,0.5685257403859196,0.2641509473323822,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2cccc(C(F)(F)F)c2)CC1,True,high,710.913,710.351334572,4.6216000000000035,108.48999999999998,1.0,9.0,12.0,7.0,2.0,0.631578947368421,50.0,0.0,0.0,0.3160321371391148,0,0,0,,,,O=S(=O)(c1ccc(N2CC(CN3CCC(C(CN4CCC4)(c4ccccc4)C4CCCC4)CC3)C2)cc1)C1CC1,bemis_murcko,SER-42BAE6DB7A4F0675,6,FBSMQBOIOZDTSP,1,0.8554216867469879,STR-3F32DD5F6BE1258722C6,0.8554216867469879,STR-3F32DD5F6BE1258722C6,0.144578313253012,1,mol_wt:above_max,0.8333333333333334,1,1,0.2011254594321502,2.7510341434072636,CLU-EFD949491EF7831E,43,STR-F32727EFAF81D38C7334
STR-A59B36009FADA199468E,IC50,biochemical_binding,1,2,1,2,1,0,0,7.638272163982407,7.638272163982407,7.638272163982407,23.0,23.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5862776,Menin,2021,=,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(C#N)cc4)C3)CC2)C1,GPOBPWZSBAZTIQ-UHFFFAOYSA-N,GPOBPWZSBAZTIQ-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8982119852652489,0.474637976892592,0.2682926952838897,N#Cc1ccc(CCN2CCC(Nc3nc4ccccc4[nH]3)CC2)cc1,True,high,482.71600000000024,482.340947344,5.670180000000006,33.51,0.0,4.0,6.0,6.0,2.0,0.59375,36.0,0.0,0.0,0.5311734781818633,0,0,0,,,,c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1,bemis_murcko,SER-C8E13902550B1B05,8,GPOBPWZSBAZTIQ,1,0.8360655737704918,STR-F334A782B734CE96FF39,0.8360655737704918,STR-F334A782B734CE96FF39,0.1639344262295081,0,,1.0,1,0,0.2894056453242223,1.9680921639824005,CLU-369E40B90B07000D,9,STR-B2BA33058BFAB9451C2F
STR-A5A20463BFF941861BA8,IC50,biochemical_binding,1,2,1,2,1,0,0,5.327902142064282,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5746305,Menin,2021,=,CC(C)CCC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CC(C)CCC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CC(C)CCC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CC(C)CCC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CQXUZAASFRKCJB-UHFFFAOYSA-N,CQXUZAASFRKCJB-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9567941478417,0.2568025909491772,0.2989690601825714,CC(c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)c1nc2ccccc2o1,True,high,445.6510000000002,445.309312868,5.516580000000006,48.29,1.0,4.0,9.0,4.0,2.0,0.5517241379310345,33.0,0.0,0.0,0.5166743398563098,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C3NCCc4ccccc43)CC2)cc1,bemis_murcko,SER-57237C691D760FE1,9,CQXUZAASFRKCJB,1,0.8548387096774194,STR-73D39D8A425861DCE560,0.8548387096774194,STR-73D39D8A425861DCE560,0.1451612903225806,0,,1.0,1,0,0.2202199552053236,-0.1886778579357235,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-A62EFE6B816DF994EE32,IC50,biochemical_binding,1,2,1,2,1,0,0,7.958607314841775,7.958607314841775,7.958607314841775,11.0,11.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5938342,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,MIUPMJHGNQWPQS-HEVKVOQNSA-N,MIUPMJHGNQWPQS-HEVKVOQNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.8198000083979016,0.6805143573431913,0.2475247532129287,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,False,high,627.8110000000001,627.2879257920001,5.048880000000005,115.62999999999998,1.0,8.0,9.0,6.0,3.0,0.4571428571428571,45.0,0.0,0.0,0.3506761728513394,0,0,0,,,,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C(c4ccccc4)C4CCCC4)CC3)C2)cc1,bemis_murcko,SER-B92687DE56E5CCCB,44,MIUPMJHGNQWPQS,2,1.0,STR-AE07246DCCF5CCC9E046,0.9054054054054054,STR-0C1A3C79DDA24756CB7A,0.0,0,,1.0,2,0,0.2412342306098707,2.9097273148417697,CLU-09CD093C2B53B295,112,STR-09E54D8A9B952AC86D2A
STR-A6771150771281B862C7,IC50,biochemical_binding,1,2,1,2,1,0,0,4.309803919971486,4.309803919971486,4.309803919971486,49000.0,49000.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL3696172,Menin,2015,=,Cc1csc(N2CCN(c3nc(C)nc4sc5c(c34)CCCC5)CC2)n1,Cc1csc(N2CCN(c3nc(C)nc4sc5c(c34)CCCC5)CC2)n1,Cc1csc(N2CCN(c3nc(C)nc4sc5c(c34)CCCC5)CC2)n1,Cc1csc(N2CCN(c3nc(C)nc4sc5c(c34)CCCC5)CC2)n1,RIBLLRWDYPFXIS-UHFFFAOYSA-N,RIBLLRWDYPFXIS-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,low_or_inactive_>10uM,False,False,IC50,biochemical_binding,False,0.90367600321445,0.4572334306376537,0.1973684281110763,O=c1c2c3c(sc2ncn1Cc1ccc(F)cc1)CNCC3,False,high,385.5620000000003,385.139487736,3.970040000000003,45.150000000000006,0.0,7.0,2.0,5.0,3.0,0.5263157894736842,26.0,0.0,0.0,0.6678354204390357,0,0,0,,,,c1csc(N2CCN(c3ncnc4sc5c(c34)CCCC5)CC2)n1,bemis_murcko,SER-771F69AA470518F3,1,RIBLLRWDYPFXIS,1,0.5147058823529411,STR-FFDAE7251C4FD9100A8F,0.5147058823529411,STR-FFDAE7251C4FD9100A8F,0.4852941176470589,0,,1.0,0,0,0.2260989441092733,0.3397639199714826,CLU-049F3DFE998050A0,1,STR-A6771150771281B862C7
STR-A6D8AB953E61D44AA038,IC50,biochemical_binding,1,2,1,2,1,0,0,4.950781977329818,4.950781977329818,4.950781977329818,11200.0,11200.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5944307,Menin,2021,=,CCC(C)CC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CCC(C)CC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CCC(C)CC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,CCC(C)CC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,MOSGXILIIOAOMM-UHFFFAOYSA-N,MOSGXILIIOAOMM-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,low_or_inactive_>10uM,False,False,IC50,biochemical_binding,False,0.9596654081856324,0.2438241825777569,0.2989690601825714,CC(c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)c1nc2ccccc2o1,True,high,445.6510000000002,445.309312868,5.516580000000006,48.29,1.0,4.0,9.0,4.0,2.0,0.5517241379310345,33.0,0.0,0.0,0.5166743398563098,0,1,0,,Aliphatic_long_chain,,c1ccc(OCCCN2CCC(C3NCCc4ccccc43)CC2)cc1,bemis_murcko,SER-57237C691D760FE1,9,MOSGXILIIOAOMM,1,0.8571428571428571,STR-988E78A954C724A4E918,0.8571428571428571,STR-988E78A954C724A4E918,0.1428571428571429,0,,1.0,1,0,0.2046323217296325,-0.5657980226701875,CLU-C8AD6A63BE1D675A,36,STR-36584B3033D9C455D195
STR-A70185AE5063299B6804,IC50,biochemical_binding,1,2,1,2,1,0,0,8.154901959985743,8.154901959985743,8.154901959985743,7.0,7.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL4592636,Menin,2019,=,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,RSSRSCZYQVYTTR-UHFFFAOYSA-N,RSSRSCZYQVYTTR-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True,IC50,biochemical_binding,False,0.848262093996411,0.614172381274794,0.25,CC(=O)Nc1cccc(N2CCN(CC3CCN(S(=O)(=O)CC4CCCCC4)CC3)CC2)c1,False,high,624.8950000000003,624.3497977760001,6.416400000000007,56.75000000000001,0.0,6.0,9.0,8.0,3.0,0.5526315789473685,45.0,0.0,0.0,0.274152848144567,0,0,0,,,,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,bemis_murcko,SER-824F421089C8056E,1,RSSRSCZYQVYTTR,1,0.8805970149253731,STR-1E16751A99CB4CD1A2D3,0.8805970149253731,STR-1E16751A99CB4CD1A2D3,0.1194029850746268,1,logp:above_max,0.8333333333333334,2,0,0.2471841394093456,1.7385019599857356,CLU-21F81BBF17106F2B,37,STR-073AD85CF5EE1E9C87AB
