structure_id,endpoint,assay_family,measurements,sources,median_p_activity,min_p_activity,max_p_activity,sd_p_activity,range_log10
STR-282D943879193C965050,IC50,biochemical_inhibition,2,1,5.182258126592544,5.142667503568731,5.221848749616356,0.05598959602307623,0.07918124604762511
STR-334A6D2F1631C6ED2448,IC50,biochemical_inhibition,3,2,5.958607314841775,5.886056647693163,5.958607314841775,0.04188714720813777,0.07255066714861158
STR-547D0767F033066A0D80,IC50,cellular_functional,2,1,5.911534957774747,5.876148359032914,5.94692155651658,0.050044207866954814,0.07077319748366584
STR-BD5E8CD3F04E20EF2036,IC50,biochemical_binding,3,2,8.698970004336019,8.698970004336019,8.769551078621726,0.04075000223854548,0.07058107428570715
STR-BD5E8CD3F04E20EF2036,IC50,biochemical_inhibition,2,1,8.734260541478871,8.698970004336019,8.769551078621726,0.04990835625085435,0.07058107428570715
STR-7D5339DF90BF6BBC7650,IC50,biochemical_inhibition,2,1,3.668621084159213,3.638272163982407,3.6989700043360183,0.04291985451741691,0.060697840353611365
STR-7D5339DF90BF6BBC7650,IC50,biochemical_binding,2,1,3.668621084159213,3.638272163982407,3.6989700043360183,0.04291985451741691,0.060697840353611365
STR-C388369FA2BBC8775FB4,IC50,biochemical_binding,3,2,7.522878745280337,7.468521082957745,7.522878745280337,0.03138341097446771,0.05435766232259276
STR-972288F8D4D50B5E44FE,IC50,biochemical_binding,3,2,7.823908740944319,7.769551078621726,7.823908740944319,0.03138341097446771,0.05435766232259276
STR-C388369FA2BBC8775FB4,IC50,biochemical_inhibition,2,1,7.495699914119041,7.468521082957745,7.522878745280337,0.038436671637753834,0.05435766232259276
STR-972288F8D4D50B5E44FE,IC50,biochemical_inhibition,2,1,7.796729909783022,7.769551078621726,7.823908740944319,0.038436671637753834,0.05435766232259276
STR-BB6834654E58B4C699C1,IC50,biochemical_inhibition,2,1,7.770303756120384,7.744727494896693,7.795880017344075,0.03617029549734145,0.05115252244738233
STR-BAFF2FF7D3D8F1D2F783,Kd,biochemical_binding,4,2,8.022878745280337,8.0,8.045757490560675,0.026418099492647354,0.045757490560674796
STR-45FBF685312BBD9758DF,IC50,biochemical_inhibition,2,1,7.013806000446263,6.991399828238082,7.036212172654444,0.03168711261767697,0.04481234441636239
STR-ACB4ADBB5DDA242F44EB,IC50,biochemical_inhibition,2,1,7.678273661756906,7.657577319177793,7.698970004336019,0.029269048366900915,0.04139268515822536
STR-DA4F708C5ED8977F505E,IC50,biochemical_binding,3,2,8.522878745280337,8.481486060122112,8.522878745280337,0.023898077918582967,0.04139268515822536
STR-DA4F708C5ED8977F505E,IC50,biochemical_inhibition,6,2,8.502182402701225,8.481486060122112,8.522878745280337,0.022671707376869327,0.04139268515822536
STR-329A1DF49F92EC5C8A64,Kd,biochemical_binding,5,3,8.031517051446064,8.0,8.031517051446064,0.01726260002306031,0.031517051446064315
STR-C1068E6D56154FD2A495,IC50,biochemical_inhibition,2,1,7.7827155479829,7.769551078621726,7.795880017344075,0.018617371112018118,0.026328938722349093
STR-BA42992F4D166FFC44F9,IC50,biochemical_binding,4,2,4.545221985379412,4.5376020021010435,4.552841968657781,0.008798798793973226,0.015239966556737095
STR-BA42992F4D166FFC44F9,IC50,biochemical_inhibition,2,1,4.545221985379412,4.5376020021010435,4.552841968657781,0.010776283697325313,0.015239966556737095
STR-784BC5DAE6A780CB93EC,IC50,biochemical_inhibition,2,2,4.22921037802671,4.221848749616356,4.236572006437063,0.010410914739072984,0.014723256820706965
STR-6B0BEC7CA952AA3F373C,IC50,biochemical_inhibition,2,1,6.180830262794661,6.174573882232177,6.187086643357144,0.0088478582428323,0.012512761124967575
STR-6B0BEC7CA952AA3F373C,IC50,biochemical_binding,2,2,6.180830262794661,6.174573882232177,6.187086643357144,0.0088478582428323,0.012512761124967575
STR-CF5201A5F0C9949F8EED,Ki,biochemical_binding,2,2,7.7508447231052,7.744727494896693,7.756961951313706,0.008651067096601427,0.012234456417012929
STR-547D0767F033066A0D80,IC50,biochemical_inhibition,2,1,5.952764435679177,5.94692155651658,5.958607314841775,0.008263078955052242,0.011685758325194584
STR-547D0767F033066A0D80,IC50,biochemical_binding,2,2,5.952764435679177,5.94692155651658,5.958607314841775,0.008263078955052242,0.011685758325194584
STR-329A1DF49F92EC5C8A64,IC50,biochemical_inhibition,2,2,7.828295703098071,7.823908740944319,7.832682665251824,0.006204101375455139,0.008773924307505787
STR-84E68E67151229290F47,Ki,biochemical_binding,2,2,7.556754637413759,7.552841968657781,7.560667306169737,0.0055333492197779605,0.007825337511956576
STR-9E1D0290FF34D0BE2828,Kd,biochemical_binding,2,2,7.623438377659143,7.619788758288394,7.627087997029894,0.005161341211613946,0.007299238741500069
STR-E196FA84CA797A66645C,Ki,biochemical_binding,2,2,7.369071307185051,7.366531544420414,7.371611069949688,0.003591766946959941,0.005079525529274598
STR-568E8A2EF6050316CA23,Ki,biochemical_binding,2,2,7.571062487238219,7.568636235841012,7.573488738635425,0.003431237631656311,0.00485250279441285
STR-0B6B013EF83E068B0788,Ki,biochemical_binding,2,2,7.2537594949355615,7.251811972993799,7.255707016877324,0.0027542119430592543,0.0038950438835243517
STR-394215D949D57850FC96,Ki,biochemical_binding,2,2,7.3487263137562575,7.346787486224656,7.350665141287858,0.0027419161902928232,0.0038776550632020346
STR-94E1D88307C1CEF006D5,Ki,biochemical_binding,2,2,7.621605900615941,7.619788758288394,7.623423042943488,0.002569827324379235,0.0036342846550940777
STR-B2DAD8AE44111772DC46,Kd,biochemical_binding,3,3,7.798602875679548,7.795880017344075,7.798602875679548,0.0015720429929507,0.002722858335473255
STR-B8BBFC48D37A12C20E1C,Ki,biochemical_binding,2,2,7.148436025275579,7.148130399270234,7.1487416512809245,0.00043222044177328986,0.0006112520106906771
STR-90F148C381A6FE28921A,IC50,biochemical_binding,2,2,4.0,4.0,4.0,0.0,0.0
STR-919E61E523A8F795DCEC,IC50,biochemical_binding,2,2,5.494850021680094,5.494850021680094,5.494850021680094,0.0,0.0
STR-ADF0DC68688651046789,IC50,biochemical_binding,2,2,7.337242168318426,7.337242168318426,7.337242168318426,0.0,0.0
STR-AE07246DCCF5CCC9E046,IC50,biochemical_binding,2,2,6.244887733604928,6.244887733604928,6.244887733604928,0.0,0.0
STR-93B1E6E77462AC33263F,Ki,biochemical_binding,2,2,5.958607314841775,5.958607314841775,5.958607314841775,0.0,0.0
STR-AE2AA292EDD25C175AFA,IC50,biochemical_binding,2,2,4.455931955649724,4.455931955649724,4.455931955649724,0.0,0.0
STR-AEBCF9F47DC8FFE6B030,IC50,biochemical_binding,2,2,6.7495799976911055,6.7495799976911055,6.7495799976911055,0.0,0.0
STR-B2BA33058BFAB9451C2F,IC50,biochemical_binding,2,2,8.096910013008056,8.096910013008056,8.096910013008056,0.0,0.0
STR-AF457B5C4AE166B10ED6,IC50,biochemical_binding,2,2,6.7447274948966935,6.7447274948966935,6.7447274948966935,0.0,0.0
STR-B41E25A7E7B38A28FF65,IC50,biochemical_binding,2,2,7.886056647693163,7.886056647693163,7.886056647693163,0.0,0.0
STR-94607F80C78D17F7F58B,IC50,biochemical_binding,2,2,7.920818753952375,7.920818753952375,7.920818753952375,0.0,0.0
STR-94A936446793C2B8E49C,IC50,biochemical_binding,2,2,4.935542010773082,4.935542010773082,4.935542010773082,0.0,0.0
STR-B1B50BB9C2198BA2F3F2,IC50,biochemical_binding,2,2,5.97061622231479,5.97061622231479,5.97061622231479,0.0,0.0
STR-913D178EB83662F51B15,IC50,biochemical_binding,2,2,6.79317412396815,6.79317412396815,6.79317412396815,0.0,0.0
STR-90DF1DEF11EC083FD360,IC50,biochemical_binding,2,2,7.494850021680094,7.494850021680094,7.494850021680094,0.0,0.0
STR-B520AF3A72F2FF2BC507,IC50,biochemical_inhibition,2,2,6.360513510731414,6.360513510731414,6.360513510731414,0.0,0.0
STR-AF889682F3260AB0C490,IC50,biochemical_binding,2,2,7.823908740944319,7.823908740944319,7.823908740944319,0.0,0.0
STR-B0F5A7555DF936BC6486,IC50,biochemical_binding,2,2,4.301029995663981,4.301029995663981,4.301029995663981,0.0,0.0
STR-918E0A178CBF8E4B9AE9,IC50,biochemical_binding,2,2,7.638272163982407,7.638272163982407,7.638272163982407,0.0,0.0
STR-913F46730FAF3C502A72,IC50,biochemical_binding,2,2,7.207608310501746,7.207608310501746,7.207608310501746,0.0,0.0
STR-B37B5C6A72819E700FA9,IC50,biochemical_inhibition,2,2,5.318758762624412,5.318758762624412,5.318758762624412,0.0,0.0
STR-B2FBC3258126732F3345,IC50,biochemical_binding,2,2,8.045757490560675,8.045757490560675,8.045757490560675,0.0,0.0
STR-B56EF6AC340F28C175E6,Ki,biochemical_binding,2,2,8.568636235841012,8.568636235841012,8.568636235841012,0.0,0.0
STR-9125B3088394B1E7CAA4,IC50,biochemical_binding,2,2,5.568636235841012,5.568636235841012,5.568636235841012,0.0,0.0
STR-B4B9D6A6C03B5C8E19FC,IC50,biochemical_binding,2,2,5.638272163982407,5.638272163982407,5.638272163982407,0.0,0.0
STR-9C8A9525F1FABB5C1327,IC50,biochemical_binding,2,2,7.494850021680094,7.494850021680094,7.494850021680094,0.0,0.0
STR-94C191645BE5B0A1978A,IC50,biochemical_binding,2,2,7.744727494896693,7.744727494896693,7.744727494896693,0.0,0.0
STR-ADD6623F7AD60FDD956E,IC50,biochemical_inhibition,2,2,6.51999305704285,6.51999305704285,6.51999305704285,0.0,0.0
STR-A540B6064EC41BB600F8,IC50,biochemical_binding,2,2,5.484126156288321,5.484126156288321,5.484126156288321,0.0,0.0
STR-A5251367717CBF43E094,IC50,biochemical_binding,2,2,8.045757490560675,8.045757490560675,8.045757490560675,0.0,0.0
STR-A50D555FBD2E6BE12E86,IC50,biochemical_binding,2,2,4.769551078621726,4.769551078621726,4.769551078621726,0.0,0.0
STR-A4B78F32EC254E4C66A8,IC50,biochemical_binding,2,2,5.130768280269024,5.130768280269024,5.130768280269024,0.0,0.0
STR-A3C1FA82D6E93CA9057E,IC50,biochemical_binding,2,2,6.072116589669293,6.072116589669293,6.072116589669293,0.0,0.0
STR-A33A7D4A9E6E6442812C,IC50,biochemical_binding,2,2,4.882728704344236,4.882728704344236,4.882728704344236,0.0,0.0
STR-A2F21D97062872F508E0,IC50,biochemical_inhibition,2,2,5.337242168318426,5.337242168318426,5.337242168318426,0.0,0.0
STR-9B511E320085B2646A64,IC50,biochemical_binding,2,2,4.2403321553103694,4.2403321553103694,4.2403321553103694,0.0,0.0
STR-A1F0E6930C1DAFA0E759,IC50,biochemical_binding,2,2,7.376750709602099,7.376750709602099,7.376750709602099,0.0,0.0
STR-A1381CEB41898F753D78,IC50,biochemical_binding,2,2,7.508638306165727,7.508638306165727,7.508638306165727,0.0,0.0
STR-9FED646BC83A53D2E9C9,IC50,biochemical_binding,2,2,6.982966660701219,6.982966660701219,6.982966660701219,0.0,0.0
STR-9BCADA557E72EE3CB9BA,IC50,biochemical_binding,2,2,8.522878745280337,8.522878745280337,8.522878745280337,0.0,0.0
STR-9F7531856423F982C41A,IC50,biochemical_binding,2,2,4.096910013008056,4.096910013008056,4.096910013008056,0.0,0.0
STR-9ED5F7AB73D34199D6B6,IC50,biochemical_binding,2,2,7.431798275933005,7.431798275933005,7.431798275933005,0.0,0.0
STR-9C303D8F957257731184,IC50,biochemical_binding,2,2,6.421360790031928,6.421360790031928,6.421360790031928,0.0,0.0
STR-9EC06DEFB9DB4A9951A2,Ki,biochemical_binding,2,2,6.232102383981909,6.232102383981909,6.232102383981909,0.0,0.0
STR-9E9C8374C40CC4C64C60,Ki,biochemical_binding,2,2,5.66354026615147,5.66354026615147,5.66354026615147,0.0,0.0
STR-9E9A5140F6DAB650B46B,IC50,biochemical_binding,2,2,6.730487055782083,6.730487055782083,6.730487055782083,0.0,0.0
STR-9E4FCF8CA68285C7D759,IC50,biochemical_binding,2,2,8.397940008672037,8.397940008672037,8.397940008672037,0.0,0.0
STR-9E30945B1B85AD5CB97B,IC50,biochemical_binding,2,2,4.982966660701219,4.982966660701219,4.982966660701219,0.0,0.0
STR-9D9B1AE963E341CF559B,IC50,biochemical_binding,2,2,6.427128397799519,6.427128397799519,6.427128397799519,0.0,0.0
STR-9D5FA8EC64504ACC3524,IC50,biochemical_binding,2,2,5.568636235841012,5.568636235841012,5.568636235841012,0.0,0.0
STR-9C6F5F9AE1FD0341471B,Ki,biochemical_binding,2,2,7.346787486224656,7.346787486224656,7.346787486224656,0.0,0.0
STR-9CEE978B571562B060A4,IC50,biochemical_binding,2,2,4.935542010773082,4.935542010773082,4.935542010773082,0.0,0.0
STR-9C7406FBB59A2F2C8D9C,IC50,biochemical_binding,2,2,7.200659450546418,7.200659450546418,7.200659450546418,0.0,0.0
STR-A59B36009FADA199468E,IC50,biochemical_binding,2,2,7.638272163982407,7.638272163982407,7.638272163982407,0.0,0.0
STR-A5A20463BFF941861BA8,IC50,biochemical_binding,2,2,5.327902142064282,5.327902142064282,5.327902142064282,0.0,0.0
STR-990708AC2AD0842F3BCB,IC50,biochemical_binding,2,2,8.045757490560675,8.045757490560675,8.045757490560675,0.0,0.0
STR-A89E4C2F5AB885E0AD8C,IC50,biochemical_inhibition,2,2,5.0,5.0,5.0,0.0,0.0
STR-96DCE721D71CD4CE180C,IC50,biochemical_inhibition,2,2,4.920818753952375,4.920818753952375,4.920818753952375,0.0,0.0
STR-AD791DBCBA03342A8D18,IC50,biochemical_binding,2,2,7.167491087293763,7.167491087293763,7.167491087293763,0.0,0.0
STR-AD35C124559ACD44BE3E,IC50,biochemical_binding,2,2,8.096910013008056,8.096910013008056,8.096910013008056,0.0,0.0
STR-971462EFAE13318C0E1F,IC50,biochemical_binding,2,2,8.522878745280337,8.522878745280337,8.522878745280337,0.0,0.0
STR-AB1714536DDACDAFACEC,IC50,biochemical_binding,2,2,7.537602002101044,7.537602002101044,7.537602002101044,0.0,0.0
STR-971CC9D9CF453AE51D7B,IC50,biochemical_binding,2,2,8.397940008672037,8.397940008672037,8.397940008672037,0.0,0.0
STR-AA73D88E6A8F8A2C3D26,IC50,biochemical_binding,2,2,7.136677139879544,7.136677139879544,7.136677139879544,0.0,0.0
STR-AA65E7D5BF8C15D9F669,IC50,biochemical_binding,2,2,5.494850021680094,5.494850021680094,5.494850021680094,0.0,0.0
STR-AA4D58E6580A56C280AF,Ki,biochemical_binding,2,2,8.698970004336019,8.698970004336019,8.698970004336019,0.0,0.0
STR-AA28B6BCC5A0854E325E,IC50,biochemical_binding,2,2,7.1249387366083,7.1249387366083,7.1249387366083,0.0,0.0
STR-A9AB52FCFA3880DA25B5,IC50,biochemical_binding,2,2,6.777283528852417,6.777283528852417,6.777283528852417,0.0,0.0
STR-A8561A75D1EC79B3C31D,IC50,biochemical_binding,2,2,7.318758762624412,7.318758762624412,7.318758762624412,0.0,0.0
STR-988E78A954C724A4E918,IC50,biochemical_binding,2,2,5.920818753952375,5.920818753952375,5.920818753952375,0.0,0.0
STR-972288F8D4D50B5E44FE,Ki,biochemical_binding,2,2,8.337242168318426,8.337242168318426,8.337242168318426,0.0,0.0
STR-A781A979544388388BCF,IC50,biochemical_inhibition,2,2,7.876148359032914,7.876148359032914,7.876148359032914,0.0,0.0
STR-9CCCDEEF5E324E6E33B4,IC50,biochemical_binding,2,2,8.096910013008056,8.096910013008056,8.096910013008056,0.0,0.0
STR-A70185AE5063299B6804,IC50,biochemical_inhibition,2,1,8.154901959985743,8.154901959985743,8.154901959985743,0.0,0.0
STR-A70185AE5063299B6804,IC50,biochemical_binding,2,2,8.154901959985743,8.154901959985743,8.154901959985743,0.0,0.0
STR-9767BDB895288D4DE128,IC50,biochemical_binding,2,2,8.397940008672037,8.397940008672037,8.397940008672037,0.0,0.0
STR-A6D8AB953E61D44AA038,IC50,biochemical_binding,2,2,4.950781977329818,4.950781977329818,4.950781977329818,0.0,0.0
STR-A6771150771281B862C7,IC50,biochemical_binding,2,2,4.309803919971486,4.309803919971486,4.309803919971486,0.0,0.0
STR-978644C1BF9EC9F346BF,IC50,biochemical_binding,2,2,6.268411234813261,6.268411234813261,6.268411234813261,0.0,0.0
STR-A62EFE6B816DF994EE32,IC50,biochemical_binding,2,2,7.958607314841775,7.958607314841775,7.958607314841775,0.0,0.0
STR-97EC0B8AC90C0B7FCB6A,IC50,biochemical_inhibition,2,2,6.647817481888637,6.647817481888637,6.647817481888637,0.0,0.0
STR-A70185AE5063299B6804,Ki,biochemical_binding,2,2,8.853871964321762,8.853871964321762,8.853871964321762,0.0,0.0
STR-CAC36670E13A5F8A68CE,IC50,biochemical_binding,2,2,8.397940008672037,8.397940008672037,8.397940008672037,0.0,0.0
STR-B5D946FAC7CA35C5B953,IC50,biochemical_inhibition,2,2,8.148741651280925,8.148741651280925,8.148741651280925,0.0,0.0
STR-EE2BA933FEE514B0F89F,IC50,biochemical_binding,2,2,5.1487416512809245,5.1487416512809245,5.1487416512809245,0.0,0.0
STR-EB3EDBE36DF9F6873496,IC50,biochemical_inhibition,2,2,6.943095148663527,6.943095148663527,6.943095148663527,0.0,0.0
STR-EC66806C5F5D2CD819CB,IC50,biochemical_binding,2,2,6.325138859262188,6.325138859262188,6.325138859262188,0.0,0.0
STR-EC9D5328307E3ED96B61,IC50,biochemical_binding,2,2,7.214670164989233,7.214670164989233,7.214670164989233,0.0,0.0
STR-ED2163A2DFC4C94EBA76,Ki,biochemical_binding,2,2,6.064492734175287,6.064492734175287,6.064492734175287,0.0,0.0
STR-EDA0DBA402DA3F7EB4D8,IC50,biochemical_binding,2,2,8.301029995663981,8.301029995663981,8.301029995663981,0.0,0.0
STR-EE1ECC6B864815D20E60,IC50,biochemical_binding,2,2,5.376750709602099,5.376750709602099,5.376750709602099,0.0,0.0
STR-EE1FD4C7BA9FA060836F,IC50,biochemical_inhibition,2,2,4.950781977329818,4.950781977329818,4.950781977329818,0.0,0.0
STR-EE40493687FAFB4EE02B,IC50,biochemical_binding,2,2,7.958607314841775,7.958607314841775,7.958607314841775,0.0,0.0
STR-F334A782B734CE96FF39,IC50,biochemical_binding,2,2,7.568636235841012,7.568636235841012,7.568636235841012,0.0,0.0
STR-EE40493687FAFB4EE02B,IC50,biochemical_inhibition,2,1,7.958607314841775,7.958607314841775,7.958607314841775,0.0,0.0
STR-EE40493687FAFB4EE02B,Ki,biochemical_binding,2,2,8.568636235841012,8.568636235841012,8.568636235841012,0.0,0.0
STR-EFC43EF5227E2B3C49F1,Ki,biochemical_binding,2,2,5.497572880015568,5.497572880015568,5.497572880015568,0.0,0.0
STR-F002CB3DA8E3E8ADE73A,IC50,biochemical_binding,2,2,5.481486060122112,5.481486060122112,5.481486060122112,0.0,0.0
STR-F10D2D8306F0D924B76B,IC50,biochemical_binding,2,2,8.698970004336019,8.698970004336019,8.698970004336019,0.0,0.0
STR-F1BF1A87A48C7FFDC529,IC50,biochemical_inhibition,2,2,5.619788758288394,5.619788758288394,5.619788758288394,0.0,0.0
STR-F1E7C121ED0AA1CBD4E4,IC50,biochemical_binding,2,2,6.069050968832477,6.069050968832477,6.069050968832477,0.0,0.0
STR-EABF9B602E7C57DDC695,IC50,biochemical_binding,2,2,5.187086643357144,5.187086643357144,5.187086643357144,0.0,0.0
STR-E971954B90C3DF1122E8,IC50,biochemical_binding,2,2,7.744727494896693,7.744727494896693,7.744727494896693,0.0,0.0
STR-E91B6B648646B754AD1D,IC50,biochemical_inhibition,2,2,6.8297382846050425,6.8297382846050425,6.8297382846050425,0.0,0.0
STR-E8B47F80D16782785E9D,IC50,biochemical_inhibition,2,2,4.966576244513051,4.966576244513051,4.966576244513051,0.0,0.0
STR-E0F070490CE8D61ABB41,IC50,biochemical_binding,2,2,7.795880017344075,7.795880017344075,7.795880017344075,0.0,0.0
STR-E1374AA2ED612B5F391C,IC50,biochemical_binding,2,2,4.679853713888946,4.679853713888946,4.679853713888946,0.0,0.0
STR-E15050249B2D732BD2E2,IC50,biochemical_binding,2,2,4.987162775294828,4.987162775294828,4.987162775294828,0.0,0.0
STR-E2BF2500F662553F3983,IC50,biochemical_inhibition,2,2,7.036212172654444,7.036212172654444,7.036212172654444,0.0,0.0
STR-E2D66C5668374E3992F5,Ki,biochemical_binding,2,2,6.260427655549908,6.260427655549908,6.260427655549908,0.0,0.0
STR-E4F36A98E00A8B27E8BD,IC50,biochemical_binding,2,2,8.698970004336019,8.698970004336019,8.698970004336019,0.0,0.0
STR-E4F36A98E00A8B27E8BD,IC50,biochemical_inhibition,2,1,8.698970004336019,8.698970004336019,8.698970004336019,0.0,0.0
STR-E504CB05601073D27DA6,IC50,biochemical_inhibition,2,2,4.161150909262744,4.161150909262744,4.161150909262744,0.0,0.0
STR-E5059C295BEFCBEAC7A4,IC50,biochemical_binding,2,2,5.481486060122112,5.481486060122112,5.481486060122112,0.0,0.0
STR-E57E8CADFAE7EC8E946F,IC50,biochemical_binding,2,2,6.09799710864927,6.09799710864927,6.09799710864927,0.0,0.0
STR-E641EA51DCF158A5E554,IC50,biochemical_binding,2,2,7.309803919971486,7.309803919971486,7.309803919971486,0.0,0.0
STR-E697EE7C173FF5B3D541,Ki,biochemical_binding,2,2,5.54515513999149,5.54515513999149,5.54515513999149,0.0,0.0
STR-E6C9DB27889E0D91BF2B,Ki,biochemical_binding,2,2,8.070581074285707,8.070581074285707,8.070581074285707,0.0,0.0
STR-E71EA49855240EBB6F7C,IC50,biochemical_binding,2,2,5.508638306165727,5.508638306165727,5.508638306165727,0.0,0.0
STR-E79EEF3E7440D2C5F50E,IC50,biochemical_binding,2,2,7.309803919971486,7.309803919971486,7.309803919971486,0.0,0.0
STR-F27337C7FFCA9EF1AAB4,IC50,biochemical_binding,2,2,6.913640169325252,6.913640169325252,6.913640169325252,0.0,0.0
STR-F335F32CCEDF60394E5D,IC50,biochemical_inhibition,2,2,7.044793462458058,7.044793462458058,7.044793462458058,0.0,0.0
STR-E06BC321EF0DF7985DE6,IC50,biochemical_inhibition,2,2,8.0,8.0,8.0,0.0,0.0
STR-FD744C47D05214C5E9EE,IC50,biochemical_binding,2,2,5.698970004336019,5.698970004336019,5.698970004336019,0.0,0.0
STR-FA5427192F47CDDDDFD0,IC50,biochemical_inhibition,2,2,5.356547323513812,5.356547323513812,5.356547323513812,0.0,0.0
STR-FB20DDC3426AF551283B,IC50,biochemical_binding,2,2,7.920818753952375,7.920818753952375,7.920818753952375,0.0,0.0
STR-FB8F85C9A962EBF8FA78,IC50,biochemical_binding,2,2,6.528708288941061,6.528708288941061,6.528708288941061,0.0,0.0
STR-FBAAC5A0D7488D667D40,IC50,biochemical_binding,2,2,8.522878745280337,8.522878745280337,8.522878745280337,0.0,0.0
STR-FC134713F6D36D29BA09,IC50,biochemical_binding,2,2,4.7423214251308154,4.7423214251308154,4.7423214251308154,0.0,0.0
STR-FC23C7EE60D140564837,IC50,biochemical_binding,2,2,4.920818753952375,4.920818753952375,4.920818753952375,0.0,0.0
STR-FCECFA6DCFB5CA0DE116,IC50,biochemical_binding,2,2,6.3979400086720375,6.3979400086720375,6.3979400086720375,0.0,0.0
STR-FDBEEEA8F638FBC3B433,IC50,biochemical_binding,2,2,8.096910013008056,8.096910013008056,8.096910013008056,0.0,0.0
STR-F3CF2B91B4EE3E2B7CA5,IC50,biochemical_binding,2,2,6.617982957425132,6.617982957425132,6.617982957425132,0.0,0.0
STR-FE3645A659C52B524F3A,IC50,biochemical_inhibition,2,2,6.276544327964814,6.276544327964814,6.276544327964814,0.0,0.0
STR-FE3645A659C52B524F3A,Kd,biochemical_binding,3,3,6.021363051615525,6.021363051615525,6.021363051615525,0.0,0.0
STR-FE6ABAC0F054BFEC1BAA,IC50,biochemical_binding,2,2,5.327902142064282,5.327902142064282,5.327902142064282,0.0,0.0
STR-FEFFBCD58898FB83A7AC,Ki,biochemical_binding,2,2,7.522878745280337,7.522878745280337,7.522878745280337,0.0,0.0
STR-FF095523952A15300267,Ki,biochemical_binding,2,2,5.671620396561263,5.671620396561263,5.671620396561263,0.0,0.0
STR-FF3501C24AF8F8557BD2,IC50,biochemical_binding,2,2,7.823908740944319,7.823908740944319,7.823908740944319,0.0,0.0
STR-FF5E62E2D34F3B37D670,IC50,biochemical_binding,2,2,6.231361898752386,6.231361898752386,6.231361898752386,0.0,0.0
STR-FA1FDFBE4B94F7A252F5,IC50,biochemical_binding,2,2,6.249491605148654,6.249491605148654,6.249491605148654,0.0,0.0
STR-F99BCE07672BA00ADF22,IC50,biochemical_inhibition,2,2,4.698970004336019,4.698970004336019,4.698970004336019,0.0,0.0
STR-F95A6E9EAEE123EF25EE,IC50,biochemical_inhibition,2,2,8.075720713938118,8.075720713938118,8.075720713938118,0.0,0.0
STR-F90A7CDFC3BE1549AAD5,IC50,biochemical_binding,2,2,4.51427857351842,4.51427857351842,4.51427857351842,0.0,0.0
STR-F3E4FB7B2DAC6DD0B0EA,IC50,biochemical_binding,2,2,4.860120913598763,4.860120913598763,4.860120913598763,0.0,0.0
STR-F420EA9EFCC6CB3F01A3,IC50,biochemical_binding,2,2,4.380906669373258,4.380906669373258,4.380906669373258,0.0,0.0
STR-F4223A1339E66808912C,IC50,biochemical_binding,2,2,5.337242168318426,5.337242168318426,5.337242168318426,0.0,0.0
STR-F45BBAA26D4E2A02347B,IC50,biochemical_binding,2,2,7.376750709602099,7.376750709602099,7.376750709602099,0.0,0.0
STR-F48E770257629D6757F9,IC50,biochemical_binding,2,2,8.045757490560675,8.045757490560675,8.045757490560675,0.0,0.0
STR-F4D7C79F147C9691D2EE,IC50,biochemical_binding,2,2,7.443697499232712,7.443697499232712,7.443697499232712,0.0,0.0
STR-F4D7C79F147C9691D2EE,IC50,biochemical_inhibition,2,1,7.443697499232712,7.443697499232712,7.443697499232712,0.0,0.0
STR-F4D7C79F147C9691D2EE,Ki,biochemical_binding,2,2,7.958607314841775,7.958607314841775,7.958607314841775,0.0,0.0
STR-F56CDB449583E8311074,IC50,biochemical_binding,2,2,5.958607314841775,5.958607314841775,5.958607314841775,0.0,0.0
STR-F5DA1E0A219F4E851CAA,IC50,biochemical_inhibition,2,2,5.886056647693163,5.886056647693163,5.886056647693163,0.0,0.0
STR-F5F5118AE185B42AD9FA,IC50,biochemical_inhibition,2,2,4.795880017344075,4.795880017344075,4.795880017344075,0.0,0.0
STR-F6B3210B924167EFDCBB,IC50,biochemical_binding,2,2,5.468521082957745,5.468521082957745,5.468521082957745,0.0,0.0
STR-F744772A71C37D955328,IC50,biochemical_binding,2,2,4.2335871528876,4.2335871528876,4.2335871528876,0.0,0.0
STR-F7D3FB282E651DA95110,IC50,biochemical_binding,2,2,5.853871964321762,5.853871964321762,5.853871964321762,0.0,0.0
STR-F8573739FC4928FB0125,IC50,biochemical_binding,2,2,4.486782399932061,4.486782399932061,4.486782399932061,0.0,0.0
STR-E082AD0DE1F3A12CC536,IC50,biochemical_binding,2,2,7.180456064458131,7.180456064458131,7.180456064458131,0.0,0.0
STR-E053C25F08DC9748346A,Kd,biochemical_binding,3,3,7.086186147616283,7.086186147616283,7.086186147616283,0.0,0.0
STR-B714BC7381C3BA11A1BD,IC50,biochemical_binding,2,2,8.045757490560675,8.045757490560675,8.045757490560675,0.0,0.0
STR-C6579F1285FA63B28E81,IC50,biochemical_inhibition,2,2,6.709965388637482,6.709965388637482,6.709965388637482,0.0,0.0
STR-C3AB20114EC3D149B3FF,IC50,biochemical_binding,2,2,6.607303046740334,6.607303046740334,6.607303046740334,0.0,0.0
STR-C3D8B6AB5924C8373F29,IC50,biochemical_binding,2,2,7.00436480540245,7.00436480540245,7.00436480540245,0.0,0.0
STR-C43E9CAC606D3F496EC2,IC50,biochemical_inhibition,2,2,5.781727146428553,5.781727146428553,5.781727146428553,0.0,0.0
