inside_applicability_domain,holdout_rows,mae,median_absolute_error,mean_max_training_tanimoto
False,26,0.8682481122797154,0.8264131165518713,0.5315169055874531
True,143,0.7391156199936757,0.7088305633900633,0.7800849663627731
