structure_id_a,structure_id_b,standardized_smiles_a,standardized_smiles_b,p_activity_a,p_activity_b,absolute_delta_pactivity,higher_potency_structure_id,achiral_morgan_tanimoto,chiral_morgan_tanimoto,sali_achiral,achiral_fingerprint_identical,same_connectivity_key,same_scaffold_series,shared_assay_id,shared_document_id,evidence_context_grade
STR-8A96AEE3549DB26F33DD,STR-A03DAF6611859C5C8983,CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(C(F)(F)F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,7.795880017344075,3.034737135044418,4.761142882299657,STR-8A96AEE3549DB26F33DD,0.863013698630137,0.691358024691358,34.7563430407875,False,False,True,True,True,same_assay
STR-72BF5FE38870FA3B6280,STR-7E1F0EE1EE4F776E8704,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCOC)C(C)C)C2)C(C)C,4.051391450123564,8.527758663924915,4.4763672138013515,STR-7E1F0EE1EE4F776E8704,0.8,0.7191011235955056,22.381836069006763,False,False,True,True,True,same_assay
STR-2CFC8301293C2B82E4A6,STR-7E1F0EE1EE4F776E8704,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(C)=O)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCOC)C(C)C)C2)C(C)C,4.064492734175287,8.527758663924915,4.463265929749628,STR-7E1F0EE1EE4F776E8704,0.8295454545454546,0.7311827956989247,26.184493454531157,False,False,True,True,True,same_assay
STR-09E54D8A9B952AC86D2A,STR-A723964BC2F481BF1509,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.221848749616356,3.783570169123749,4.438278580492607,STR-09E54D8A9B952AC86D2A,0.8354430379746836,0.6818181818181818,26.971077527608923,False,False,True,True,True,same_assay
STR-377B42435916FCE77AA8,STR-A723964BC2F481BF1509,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.221848749616356,3.783570169123749,4.438278580492607,STR-377B42435916FCE77AA8,0.8354430379746836,0.6818181818181818,26.971077527608923,False,False,True,True,True,same_assay
STR-3BD3AAFB21D6F0AE245A,STR-7E1F0EE1EE4F776E8704,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCOC)C(C)C)C2)C(C)C,4.152489034796752,8.527758663924915,4.375269629128163,STR-7E1F0EE1EE4F776E8704,0.813953488372093,0.7142857142857143,23.517074256563877,False,False,True,True,True,same_assay
STR-7C604423619052A15AC8,STR-A723964BC2F481BF1509,CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.154901959985743,3.783570169123749,4.371331790861994,STR-7C604423619052A15AC8,0.8571428571428571,0.7058823529411765,30.59932253603395,False,False,True,True,True,same_assay
STR-624DE6171936672A9284,STR-A03DAF6611859C5C8983,CC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1cccc(C(F)(F)F)c1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,7.397940008672037,3.034737135044418,4.3632028736276185,STR-624DE6171936672A9284,0.8309859154929577,0.6582278481012658,25.815617002296744,False,False,True,False,False,cross_context
STR-990708AC2AD0842F3BCB,STR-A723964BC2F481BF1509,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(N)=O,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.045757490560675,3.783570169123749,4.262187321436926,STR-990708AC2AD0842F3BCB,0.8333333333333334,0.686046511627907,25.573123928621563,False,False,True,True,True,same_assay
STR-79D75B6A88F0457FA1C2,STR-A723964BC2F481BF1509,CCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.0,3.783570169123749,4.216429830876251,STR-79D75B6A88F0457FA1C2,0.8354430379746836,0.6896551724137931,25.622919741478757,False,False,True,True,True,same_assay
STR-241F2E6DC7BEF8AE2212,STR-7E1F0EE1EE4F776E8704,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(=O)NC)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCOC)C(C)C)C2)C(C)C,4.350081281264581,8.527758663924915,4.177677382660335,STR-7E1F0EE1EE4F776E8704,0.8111111111111111,0.7157894736842105,22.117115555260597,False,False,True,True,True,same_assay
STR-94C191645BE5B0A1978A,STR-A723964BC2F481BF1509,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)C1CC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,7.744727494896693,3.783570169123749,3.961157325772944,STR-94C191645BE5B0A1978A,0.8227848101265823,0.6781609195402298,22.35224490971876,False,False,False,True,True,same_assay
STR-13418EBC6BF2EEA6DE7C,STR-2FF2DB436296505D61BF,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)O,4.069050968832477,7.943095148663527,3.87404417983105,STR-2FF2DB436296505D61BF,0.8383838383838383,0.8367346938775511,23.970648362704615,False,False,False,True,True,same_assay
STR-09E54D8A9B952AC86D2A,STR-6B610F98DBC51ED4955E,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CCCC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.221848749616356,4.552841968657781,3.669006780958576,STR-09E54D8A9B952AC86D2A,0.825,0.6741573033707865,20.965753034049,False,False,True,True,True,same_assay
STR-377B42435916FCE77AA8,STR-6B610F98DBC51ED4955E,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CCCC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.221848749616356,4.552841968657781,3.669006780958576,STR-377B42435916FCE77AA8,0.825,0.6741573033707865,20.965753034049,False,False,True,True,True,same_assay
STR-6B610F98DBC51ED4955E,STR-7C604423619052A15AC8,CCCC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,4.552841968657781,8.154901959985743,3.6020599913279625,STR-7C604423619052A15AC8,0.8461538461538461,0.6976744186046512,23.413389943631756,False,False,True,True,True,same_assay
STR-6B0BEC7CA952AA3F373C,STR-B22B1045ECF10A2BE02D,N#Cc1ccc(N2CCC(N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)CC2)cc1,N#Cc1ccc(-c2ccc(N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)cc2)cc1,6.180830262794661,2.588211995456131,3.59261826733853,STR-6B0BEC7CA952AA3F373C,0.8333333333333334,0.8333333333333334,21.555709604031183,False,False,False,True,True,same_assay
STR-6B610F98DBC51ED4955E,STR-990708AC2AD0842F3BCB,CCCC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(N)=O,4.552841968657781,8.045757490560675,3.4929155219028942,STR-990708AC2AD0842F3BCB,0.8227848101265823,0.6781609195402298,19.710023302166334,False,False,True,True,True,same_assay
STR-6B610F98DBC51ED4955E,STR-79D75B6A88F0457FA1C2,CCCC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,4.552841968657781,8.0,3.447158031342219,STR-79D75B6A88F0457FA1C2,0.8961038961038961,0.7209302325581395,33.17889605166885,False,False,True,True,True,same_assay
STR-913F46730FAF3C502A72,STR-A723964BC2F481BF1509,CNC(=O)O[C@@H]1CCC[C@H]1[C@@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,7.207608310501746,3.783570169123749,3.424038141377997,STR-913F46730FAF3C502A72,0.8354430379746836,0.8048780487804879,20.80761639760475,False,False,True,True,True,same_assay
STR-6F0B243CDCAB8EEB6068,STR-A723964BC2F481BF1509,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)N1CCC1,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,7.1249387366083,3.783570169123749,3.341368567484551,STR-6F0B243CDCAB8EEB6068,0.8125,0.6704545454545454,17.820632359917607,False,False,False,True,True,same_assay
STR-6BBFA0A16AEB8910C337,STR-904EC5EDA40AA8AB23C1,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cccc(-c3ccccc3)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,4.404503778174426,7.732828271596986,3.32832449342256,STR-904EC5EDA40AA8AB23C1,0.8089887640449438,0.8,17.424757642035754,False,False,False,True,True,same_assay
STR-09E54D8A9B952AC86D2A,STR-94A936446793C2B8E49C,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,C[C@H](NC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)c1ccccc1,8.221848749616356,4.935542010773082,3.2863067388432743,STR-09E54D8A9B952AC86D2A,0.8292682926829268,0.8117647058823529,19.248368041796315,False,False,False,True,True,same_assay
STR-377B42435916FCE77AA8,STR-94A936446793C2B8E49C,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,C[C@H](NC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)c1ccccc1,8.221848749616356,4.935542010773082,3.2863067388432743,STR-377B42435916FCE77AA8,0.8292682926829268,0.8333333333333334,19.248368041796315,False,False,False,True,True,same_assay
STR-6D12E542BA59225B503F,STR-72BF5FE38870FA3B6280,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCC(F)F)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,7.301029995663981,4.051391450123564,3.2496385455404173,STR-6D12E542BA59225B503F,0.8192771084337349,0.735632183908046,17.98133328532364,False,False,True,True,True,same_assay
STR-2CFC8301293C2B82E4A6,STR-C221EB3A1209DD6114DE,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(C)=O)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN[C@H](C)COC)C(C)C)C2)C(C)C,4.064492734175287,7.309803919971486,3.245311185796199,STR-C221EB3A1209DD6114DE,0.8202247191011236,0.723404255319149,18.052043470991357,False,False,True,True,True,same_assay
STR-72BF5FE38870FA3B6280,STR-CE767B2CC0FDE9DEDE13,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)[C@H](C)COC)C(C)C)C2)C(C)C,4.051391450123564,7.292429823902063,3.2410383737784993,STR-CE767B2CC0FDE9DEDE13,0.8,0.7111111111111111,16.205191868892502,False,False,True,True,True,same_assay
STR-2CFC8301293C2B82E4A6,STR-6D12E542BA59225B503F,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(C)=O)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCC(F)F)C(C)C)C2)C(C)C,4.064492734175287,7.301029995663981,3.236537261488694,STR-6D12E542BA59225B503F,0.8488372093023255,0.7472527472527473,21.410938806771355,False,False,True,True,True,same_assay
STR-2CFC8301293C2B82E4A6,STR-8C3A97B1A2D095352AF3,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(C)=O)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCC(F)(F)F)C(C)C)C2)C(C)C,4.064492734175287,7.301029995663981,3.236537261488694,STR-8C3A97B1A2D095352AF3,0.8202247191011236,0.723404255319149,18.003238517030862,False,False,True,True,True,same_assay
STR-7C604423619052A15AC8,STR-94A936446793C2B8E49C,CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,C[C@H](NC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)c1ccccc1,8.154901959985743,4.935542010773082,3.219359949212661,STR-7C604423619052A15AC8,0.8048780487804879,0.7976190476190477,16.499219739714892,False,False,False,True,True,same_assay
STR-55DFB8550CA6D0317DA0,STR-6BBFA0A16AEB8910C337,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cccc(F)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cccc(-c3ccccc3)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,7.600326278518962,4.404503778174426,3.1958225003445353,STR-55DFB8550CA6D0317DA0,0.875,0.8651685393258427,25.56658000275628,False,False,False,True,True,same_assay
STR-6B610F98DBC51ED4955E,STR-94C191645BE5B0A1978A,CCCC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)C1CC1,4.552841968657781,7.744727494896693,3.191885526238912,STR-94C191645BE5B0A1978A,0.8125,0.6704545454545454,17.023389473274197,False,False,False,True,True,same_assay
STR-2CFC8301293C2B82E4A6,STR-8327CD7E287E5727BD93,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(C)=O)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCC(C)(C)OC)C(C)C)C2)C(C)C,4.064492734175287,7.2441251443275085,3.1796324101522213,STR-8327CD7E287E5727BD93,0.8021978021978022,0.7083333333333334,16.074808295769568,False,False,True,True,True,same_assay
STR-A723964BC2F481BF1509,STR-D2329F0EB178ECBDC6B6,CC(C)C(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)C1CCC1,3.783570169123749,6.954677021213342,3.1711068520895935,STR-D2329F0EB178ECBDC6B6,0.8227848101265823,0.6781609195402298,17.894102951077,False,False,False,True,True,same_assay
STR-0C136D4784FF4E1D4A7F,STR-72BF5FE38870FA3B6280,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)[C@H](CO)COC)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,7.221848749616356,4.051391450123564,3.170457299492792,STR-0C136D4784FF4E1D4A7F,0.8023255813953488,0.7065217391304348,16.03878398566942,False,False,True,True,True,same_assay
STR-3BD3AAFB21D6F0AE245A,STR-C221EB3A1209DD6114DE,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN[C@H](C)COC)C(C)C)C2)C(C)C,4.152489034796752,7.309803919971486,3.157314885174734,STR-C221EB3A1209DD6114DE,0.8045977011494253,0.7065217391304348,16.158023235894227,False,False,True,True,True,same_assay
STR-55DFB8550CA6D0317DA0,STR-D67FE3A87A1AC07DC7FF,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cccc(F)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,CC(C)Cc1cccc(C[C@@H]2NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(=N)N)NC(=O)C3(CCC3)NC(=O)[C@@H]3CCCN3C2=O)c1,7.600326278518962,4.443697499232713,3.1566287792862484,STR-55DFB8550CA6D0317DA0,0.8461538461538461,0.8369565217391305,20.518087065360618,False,False,True,True,True,same_assay
STR-73C772FB7948E1F95E72,STR-7E1F0EE1EE4F776E8704,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCOC)C(C)C)C2)C(C)C,5.377785977033705,8.527758663924915,3.1499726868912106,STR-7E1F0EE1EE4F776E8704,0.8488372093023255,0.7472527472527473,20.83828085174185,False,False,True,True,True,same_assay
STR-2C30E7D0A7F4E210317C,STR-72BF5FE38870FA3B6280,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)CCC(=O)N(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,7.200659450546418,4.051391450123564,3.149268000422854,STR-2C30E7D0A7F4E210317C,0.8,0.7111111111111111,15.746340002114271,False,False,True,True,True,same_assay
STR-3BD3AAFB21D6F0AE245A,STR-6D12E542BA59225B503F,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCC(F)F)C(C)C)C2)C(C)C,4.152489034796752,7.301029995663981,3.148540960867229,STR-6D12E542BA59225B503F,0.8333333333333334,0.7303370786516854,18.89124576520338,False,False,True,True,True,same_assay
STR-3BD3AAFB21D6F0AE245A,STR-8C3A97B1A2D095352AF3,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCNCCC(F)(F)F)C(C)C)C2)C(C)C,4.152489034796752,7.301029995663981,3.148540960867229,STR-8C3A97B1A2D095352AF3,0.8045977011494253,0.7065217391304348,16.113121387967585,False,False,True,True,True,same_assay
STR-3BD3AAFB21D6F0AE245A,STR-CE767B2CC0FDE9DEDE13,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)[C@H](C)COC)C(C)C)C2)C(C)C,4.152489034796752,7.292429823902063,3.139940789105311,STR-CE767B2CC0FDE9DEDE13,0.813953488372093,0.7065217391304348,16.877181741441046,False,False,True,True,True,same_assay
STR-00A2ED8561E7DE80CF5F,STR-72BF5FE38870FA3B6280,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)C(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,7.187086643357144,4.051391450123564,3.1356951932335804,STR-00A2ED8561E7DE80CF5F,0.8607594936708861,0.7619047619047619,22.51999275140481,False,False,True,True,True,same_assay
STR-72BF5FE38870FA3B6280,STR-A3B4307502A8FF889516,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCC(C)N(C)CCOC)C(C)C)C2)C(C)C,4.051391450123564,7.180456064458131,3.129064614334567,STR-A3B4307502A8FF889516,0.8095238095238095,0.7191011235955056,16.427589225256476,False,False,True,True,True,same_assay
STR-00A2ED8561E7DE80CF5F,STR-2CFC8301293C2B82E4A6,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCCN(C)C(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC(C)=O)C(C)C)C2)C(C)C,7.187086643357144,4.064492734175287,3.122593909181857,STR-00A2ED8561E7DE80CF5F,0.8235294117647058,0.7142857142857143,17.694698818697187,False,False,True,True,True,same_assay
STR-72BF5FE38870FA3B6280,STR-B42C6A96CD90C7D4D5BD,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCC(C)(C)N)C(C)C)C2)C(C)C,4.051391450123564,7.173925197299173,3.122533747175609,STR-B42C6A96CD90C7D4D5BD,0.85,0.7619047619047619,20.81689164783739,False,False,True,True,True,same_assay
STR-72BF5FE38870FA3B6280,STR-BA4B8BF78E2F3EDB8F63,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCO)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](CCNCCC(N)=O)C(C)C)C2)C(C)C,4.051391450123564,7.167491087293763,3.116099637170199,STR-BA4B8BF78E2F3EDB8F63,0.8192771084337349,0.735632183908046,17.242417992341768,False,False,True,True,True,same_assay
STR-3187B729C5A86F22C447,STR-7C604423619052A15AC8,CCO[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,5.045757490560675,8.154901959985743,3.1091444694250683,STR-7C604423619052A15AC8,0.8157894736842105,0.6867469879518072,16.8782128340218,False,False,True,True,True,same_assay
