PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,GENE_SYMBOL,siRNA_ID,ZScoreRepA,ZScoreRepB,ZScoreRepC,ZScoreRepD,PUBCHEM_NCBI_GENE_ID
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,TARGET_NCBI_GENE_ID
RESULT_DESCR,,,,,,,,Gene Symbol,Reagent Identifier,EdUZscore,EdUZscore,EdUZscore,EdUZscore,
912,164222569,,,Inactive,,,,PRPF19,SI00106652,0.727026,-0.0947298,-1.29311,0.406754,27339
913,164222570,,,Inactive,,,,PSMC1,SI03174234,-1.3513,0.766581,-1.34233,-0.500124,5700
914,164222571,,,Inactive,,,,PSMC1,SI00694666,-0.339926,1.75955,-1.08455,0.344393,5700
915,164222572,,,Active,,,,PSMC4,SI02665208,-2.16075,-0.522107,-1.5382,-1.93289,5704
916,164222573,,,Inactive,,,,PSMC4,SI00301469,0.712009,0.764853,-0.246001,1.30816,5704
917,164222574,,,Inactive,,,,PTMS,SI00695821,-0.462942,-1.38797,-1.29837,-1.1652,5763
918,164222575,,,Inactive,,,,PTMS,SI00695828,0.153815,1.72135,0.129648,0.509235,5763
919,164222576,,,Inactive,,,,PTTG1,SI02653749,-0.568362,0.462274,-0.901805,0.222907,9232
920,164222577,,,Inactive,,,,PTTG1,SI02653490,0.518482,1.97234,0.172509,0.987683,9232
921,164222578,,,Active,,,,PURA,SI03203760,0.499845,-2.92737,-1.37021,-0.876281,5813
922,164222579,,,Inactive,,,,PURA,SI00696066,0.577669,3.38189,0.216259,-0.62355,5813
923,164222580,,,Active,,,,RAD1,SI02653462,-0.858765,-5.07247,-0.0450335,0.0396755,5810
924,164222581,,,Inactive,,,,RAD1,SI02652923,-0.641267,2.49546,0.13945,2.03723,5810
925,164222582,,,Active,,,,RAD17,SI02665712,-1.01603,-2.09383,-1.5096,-1.39567,5884
926,164222583,,,Inactive,,,,RAD17,SI03112522,-0.638453,-1.26329,-0.106547,-0.835105,5884
927,164222584,,,Active,,,,RAD18,SI02778286,-3.45216,0.0185029,-1.30409,-1.36374,56852
928,164222585,,,Inactive,,,,RAD18,SI02643851,-1.16134,1.60414,-0.804308,0.72135,56852
929,164222586,,,Active,,,,RAD21,SI02653427,-1.16684,-2.33829,-2.93485,-1.17029,5885
930,164222587,,,Inactive,,,,RAD21,SI00301609,0.075524,1.19255,-0.966234,-0.242974,5885
931,164222588,,,Inactive,,,,RAD23A,SI02663661,-1.99033,0.966353,-1.86623,-1.53262,5886
932,164222589,,,Inactive,,,,RAD23A,SI02663654,-0.765699,2.4179,-1.50894,-0.494619,5886
933,164222590,,,Active,,,,RAD23B,SI02663668,0.388913,-3.48739,-0.737054,-1.16683,5887
934,164222591,,,Inactive,,,,RAD23B,SI00301616,0.497563,3.69292,-0.558351,-0.341647,5887
935,164222592,,,Active,,,,RAD50,SI02653742,-0.0527561,-6.29635,-0.493743,-1.33428,10111
936,164222593,,,Inactive,,,,RAD50,SI02653826,-0.00522972,1.21045,-0.485266,1.36116,10111
937,164222594,,,Active,,,,RAD51,SI02663682,-1.35289,-2.18286,-1.03943,-1.07409,5888
938,164222595,,,Inactive,,,,RAD51,SI00045010,1.38178,-1.57414,-1.02096,1.56347,5888
939,164222596,,,Inactive,,,,RAD51C,SI02757608,0.909024,0.161897,-1.52608,1.18212,5889
940,164222597,,,Inactive,,,,RAD51C,SI02663689,2.22573,1.56791,0.0834235,2.07693,5889
941,164222598,,,Active,,,,RAD51L1,SI00045080,-0.273539,-1.62594,-2.03636,0.130473,5890
942,164222599,,,Inactive,,,,RAD51L1,SI00045073,-0.0156584,-0.0363117,-0.629158,0.716803,5890
943,164222600,,,Active,,,,RAD51L3,SI00045094,-0.472161,-0.487043,-3.89964,-0.085946,5892
944,164222601,,,Active,,,,RAD51L3,SI00045101,0.616852,1.8875,-2.2614,0.62215,5892
945,164222602,,,Active,,,,RAD52,SI02629865,-0.103867,-0.195698,-2.8817,-0.968793,5893
946,164222603,,,Inactive,,,,RAD52,SI03020794,0.204346,1.81354,-0.352864,0.378314,5893
947,164222604,,,Inactive,,,,RAD54B,SI02665236,0.813197,0.21594,-0.646171,-1.31079,25788
948,164222605,,,Inactive,,,,RAD54B,SI02665229,1.38352,0.899839,-0.470395,-0.376878,25788
949,164222606,,,Inactive,,,,RAD54L,SI00053207,-0.237422,0.897205,-0.257478,-1.89059,8438
950,164222607,,,Inactive,,,,RAD54L,SI02664949,0.360967,2.03245,-0.0101383,-0.141351,8438
951,164222608,,,Active,,,,RAD9A,SI00065604,-0.325424,-2.63753,-1.33003,-0.290246,5883
952,164222609,,,Inactive,,,,RAD9A,SI00065618,0.733689,0.534136,-1.02365,1.01295,5883
953,164222610,,,Inactive,,,,RAD9B,SI04263686,-0.0306419,-1.78434,-1.39762,-1.37723,144715
954,164222611,,,Inactive,,,,RAD9B,SI04754337,0.0527088,-0.135232,-1.05008,0.058239,144715
955,164222612,,,Active,,,,RAG1,SI00009842,1.09471,-1.88673,-1.73253,-2.05963,5896
956,164222613,,,Inactive,,,,RAG1,SI00009835,1.86961,0.701387,0.123547,-0.312054,5896
957,164222614,,,Active,,,,RASSF8,SI00317569,0.472031,-1.18235,-2.14593,-0.567321,11228
958,164222615,,,Inactive,,,,RASSF8,SI00317590,0.821777,5.90117,-0.544902,-0.0254296,11228
959,164222616,,,Inactive,,,,RBBP4,SI00301658,-1.76839,0.727552,-1.05543,-0.325134,5928
960,164222617,,,Inactive,,,,RBBP4,SI02653420,1.17536,3.42935,2.14835,0.385671,5928
961,164222618,,,Inactive,,,,RBBP7,SI02664466,-0.290523,-1.73045,-1.05475,-0.824622,5931
962,164222619,,,Inactive,,,,RBBP7,SI02664459,0.642002,2.28297,-0.722246,0.582891,5931
963,164222620,,,Active,,,,RBBP8,SI03211859,-0.879895,-0.280486,-0.995025,-2.20874,5932
964,164222621,,,Inactive,,,,RBBP8,SI04195457,2.28991,0.605341,0.941844,0.285027,5932
965,164222622,,,Active,,,,RBM14,SI00301665,-1.31765,-0.609396,-3.40369,-2.19931,10432
966,164222623,,,Active,,,,RBM14,SI03092467,0.412904,5.14965,-2.02524,0.351256,10432
967,164222624,,,Active,,,,RBM38,SI04308318,-2.88164,-3.3543,-0.469659,-1.33998,55544
968,164222625,,,Inactive,,,,RBM38,SI04306582,0.429218,-1.19673,-0.467091,-0.832226,55544
969,164222626,,,Active,,,,RBMS1,SI04284483,-1.31562,-3.3164,-2.39617,-2.53519,5937
970,164222627,,,Inactive,,,,RBMS1,SI04285407,1.26371,4.07262,-0.852892,-0.429298,5937
971,164222628,,,Active,,,,RBX1,SI02654190,-0.498724,0.422426,-3.21342,-1.10577,9978
972,164222629,,,Active,,,,RBX1,SI02654316,0.735218,1.61284,-2.39746,0.933249,9978
973,164222630,,,Active,,,,REC8,SI04269034,-0.802087,-2.44792,-1.30306,-2.23531,9985
974,164222631,,,Inactive,,,,REC8,SI04257834,-0.798364,-1.51172,0.176842,0.663306,9985
975,164222632,,,Inactive,,,,RECQL,SI04214630,-1.73932,-1.10926,-1.20012,-1.44278,5965
976,164222633,,,Inactive,,,,RECQL,SI00700994,0.285476,1.42453,-0.918906,-0.781368,5965
977,164222634,,,Active,,,,RECQL4,SI00061859,-2.26924,-5.96361,0.282377,-0.96918,9401
978,164222635,,,Inactive,,,,RECQL4,SI00061852,-0.424334,1.65205,0.569942,0.54464,9401
979,164222636,,,Active,,,,RECQL5,SI00701022,-0.0462101,-2.44039,-1.12307,-0.3416,9400
980,164222637,,,Inactive,,,,RECQL5,SI03019457,-0.00720251,-1.55217,-0.275461,-0.0773083,9400
981,164222638,,,Inactive,,,,REPIN1,SI00701239,-0.0130744,-0.965655,-0.45301,0.383285,29803
982,164222639,,,Inactive,,,,REPIN1,SI00701260,0.468764,-0.771441,0.36258,0.587323,29803
983,164222640,,,Active,,,,REV1,SI00115304,-1.28693,1.24188,-2.50508,2.05616,51455
984,164222641,,,Inactive,,,,REV1,SI00115297,0.656896,3.23628,-1.83019,2.77544,51455
985,164222642,,,Active,,,,REV3L,SI00045647,-2.82859,-1.40684,-0.944399,-2.47682,5980
986,164222643,,,Inactive,,,,REV3L,SI00045626,-0.442599,0.698433,0.967408,0.876302,5980
987,164222644,,,Active,,,,RFC1,SI04241349,0.517392,-2.92789,-1.97969,0.609123,5981
988,164222645,,,Inactive,,,,RFC1,SI04264414,1.21841,3.6015,-0.262522,2.66937,5981
989,164222646,,,Active,,,,RFC2,SI00045668,-1.24641,-4.34683,-1.90522,-0.140387,5982
990,164222647,,,Inactive,,,,RFC2,SI00045661,-0.108133,0.301132,-0.902557,0.519897,5982
991,164222648,,,Active,,,,RFC3,SI00701561,0.0733051,-0.563144,-2.53323,-3.34339,5983
992,164222649,,,Inactive,,,,RFC3,SI03214477,0.699089,0.962797,-1.21201,0.234954,5983
993,164222650,,,Active,,,,RFC4,SI02665726,-0.0529478,-3.13668,-2.65596,-2.05036,5984
994,164222651,,,Inactive,,,,RFC4,SI02665719,0.827922,2.57543,0.378256,-0.384391,5984
995,164222652,,,Active,,,,RFC5,SI03211621,-0.964641,-0.311544,-3.53553,-0.755514,5985
996,164222653,,,Inactive,,,,RFC5,SI04142747,-0.419714,1.51394,0.581364,2.57107,5985
997,164222654,,,Inactive,,,,RIF1,SI04186616,-1.27603,0.449131,-0.0725001,-0.310318,55183
998,164222655,,,Inactive,,,,RIF1,SI04172910,-0.825767,1.90889,0.0745752,0.0723612,55183
999,164222656,,,Active,,,,RING1,SI00045948,0.557924,1.03754,-2.70856,-0.746479,6015
1000,164222657,,,Active,,,,RING1,SI00045934,0.880636,3.59977,-2.46873,1.79657,6015
1001,164222658,,,Active,,,,RINT1,SI04171727,-3.27576,-1.1752,-0.558841,-2.7592,60561
1002,164222659,,,Active,,,,RINT1,SI04234734,-2.66451,1.67603,-0.531363,-1.73251,60561
1003,164222660,,,Active,,,,RNASEH2A,SI00704200,-3.59172,-1.88089,-1.0012,2.04076,10535
1004,164222661,,,Inactive,,,,RNASEH2A,SI00704186,-0.443181,1.00332,-0.336751,2.19052,10535
1005,164222662,,,Active,,,,RNF123,SI00132384,1.23834,-2.26177,-0.612582,-0.977306,63891
1006,164222663,,,Inactive,,,,RNF123,SI00132377,2.04145,2.31879,0.777522,0.204955,63891
1007,164222664,,,Active,,,,RNF128,SI03246663,-1.29666,-2.92716,-4.87213,0.0423688,79589
1008,164222665,,,Inactive,,,,RNF128,SI03246999,0.338914,-0.163143,-0.0455649,2.40637,79589
1009,164222666,,,Active,,,,RNF14,SI00062244,-1.0543,-1.97635,-1.75991,-2.47593,9604
1010,164222667,,,Inactive,,,,RNF14,SI00062258,-0.556841,0.717253,-1.31567,-0.757617,9604
1011,164222668,,,Inactive,,,,RNF144B,SI04253893,-1.38009,1.77394,-0.972069,-1.98638,255488
1012,164222669,,,Inactive,,,,RNF144B,SI00445032,-1.02872,2.41924,-0.594019,-0.755833,255488
1013,164222670,,,Active,,,,RNF149,SI02758308,-0.75242,0.994429,-2.09651,-0.284236,284996
1014,164222671,,,Inactive,,,,RNF149,SI00158515,-0.631197,5.0253,-1.08371,-0.00263296,284996
1015,164222672,,,Active,,,,RNF2,SI00095522,-0.240179,-2.28359,-1.0774,-0.0135296,6045
1016,164222673,,,Inactive,,,,RNF2,SI00095529,0.466864,1.95258,-0.257788,3.04988,6045
1017,164222674,,,Active,,,,RNF216,SI00750638,-1.49939,-2.72677,-3.36706,-3.64299,54476
1018,164222675,,,Inactive,,,,RNF216,SI04351592,-0.442107,1.5263,0.899189,0.0860985,54476
1019,164222676,,,Active,,,,RNF217,SI04303908,-0.167913,-2.02655,-3.49721,-0.485582,154214
1020,164222677,,,Active,,,,RNF217,SI04263560,0.190556,0.627875,-2.29197,0.477429,154214
1021,164222678,,,Active,,,,RNF25,SI03045637,-0.941938,-2.92256,-0.319593,-1.9079,64320
1022,164222679,,,Inactive,,,,RNF25,SI00133833,-0.324456,-1.39516,0.0293264,-1.3074,64320
1023,164222680,,,Active,,,,RNF5,SI03221484,0.623083,-1.03045,-3.34256,0.388427,6048
1024,164222681,,,Inactive,,,,RNF5,SI03157014,0.650606,0.70529,0.171011,0.64386,6048
1025,164222682,,,Active,,,,RNF8,SI00704634,-0.311812,0.506689,-0.79179,-2.15244,9025
1026,164222683,,,Inactive,,,,RNF8,SI03208058,1.28255,1.37588,-0.395942,-1.68812,9025
1027,164222684,,,Active,,,,RNGTT,SI00055972,-0.735827,-2.82224,-3.98241,0.165412,8732
1028,164222685,,,Inactive,,,,RNGTT,SI00055979,-0.124312,3.42593,0.763036,0.79683,8732
1029,164222686,,,Active,,,,RPA1,SI02663703,-1.37785,-1.1687,-2.44836,-1.31495,6117
1030,164222687,,,Inactive,,,,RPA1,SI02663696,-0.742597,1.51797,-0.341563,-0.872077,6117
1031,164222688,,,Active,,,,RPA2,SI02664956,-1.88845,-0.104408,-5.7541,0.00621556,6118
1032,164222689,,,Active,,,,RPA2,SI00046046,-1.53949,3.01412,-2.95679,0.173812,6118
1033,164222690,,,Inactive,,,,RPA3,SI00046081,0.0864395,-0.101395,-1.13062,-1.33027,6119
1034,164222691,,,Inactive,,,,RPA3,SI00046074,0.22227,2.82668,-0.997015,-0.671923,6119
1035,164222692,,,Inactive,,,,RPA4,SI00101717,0.775635,0.0450838,-0.333567,-1.45467,29935
1036,164222693,,,Inactive,,,,RPA4,SI00101731,1.00357,2.35536,-0.192793,1.02143,29935
1037,164222694,,,Active,,,,RPAIN,SI00703535,-1.19143,-1.58289,-2.64785,-0.565145,84268
1038,164222695,,,Inactive,,,,RPAIN,SI00703556,0.805964,2.28618,-0.546794,-0.294332,84268
1039,164222696,,,Inactive,,,,RPS6KA5,SI02225433,-0.459672,1.31633,-1.18865,-0.273636,9252
1040,164222697,,,Inactive,,,,RPS6KA5,SI02225440,1.4011,2.0203,-0.381482,-0.185059,9252
1041,164222698,,,Active,,,,RRM1,SI03048339,-2.41782,-3.15058,-1.06475,-1.20661,6240
1042,164222699,,,Inactive,,,,RRM1,SI00020741,0.318726,-0.374456,1.14597,0.616927,6240
1043,164222700,,,Inactive,,,,RRM2,SI02653441,0.899315,-0.137787,-1.26625,0.0823743,6241
1044,164222701,,,Inactive,,,,RRM2,SI00020776,1.195,0.517964,-1.21091,0.682862,6241
1045,164222702,,,Active,,,,RRM2B,SI02664977,-0.611264,-2.10714,-4.58711,-0.346377,50484
1046,164222703,,,Inactive,,,,RRM2B,SI02664984,0.188077,0.00915729,-1.13576,-0.0148514,50484
1047,164222704,,,Active,,,,RSF1,SI00116991,-1.59538,0.572913,-0.718309,-3.41651,51773
1048,164222705,,,Active,,,,RSF1,SI00117005,-1.02333,6.85759,0.10173,-2.35755,51773
1049,164222706,,,Active,,,,RUVBL1,SI00709240,-1.09705,0.0727452,-2.39609,-2.05521,8607
1050,164222707,,,Inactive,,,,RUVBL1,SI03168193,-0.225972,2.40095,-1.6646,-0.0982793,8607
1051,164222708,,,Inactive,,,,RUVBL2,SI00709247,-1.58229,2.32079,-1.13254,0.117583,10856
1052,164222709,,,Inactive,,,,RUVBL2,SI00709254,-0.288397,3.42085,0.0447795,0.397728,10856
1053,164222710,,,Active,,,,S100A11,SI03166723,-0.239907,-3.17839,-2.62705,-1.6278,6282
1054,164222711,,,Inactive,,,,S100A11,SI03132878,1.88148,-0.950287,-0.945647,-0.546243,6282
1055,164222712,,,Active,,,,SATB1,SI00046305,-2.35315,-2.49854,-2.66354,-1.64957,6304
1056,164222713,,,Inactive,,,,SATB1,SI00046298,1.65045,1.58334,-0.553481,-1.27464,6304
1057,164222714,,,Active,,,,SATB2,SI04319147,-0.727224,-2.12465,-0.971296,-1.39463,23314
1058,164222715,,,Inactive,,,,SATB2,SI04267480,-0.665284,-0.872016,1.70965,-0.160249,23314
1059,164222716,,,Active,,,,SC65,SI00711354,0.49149,0.36968,-0.952071,-2.08042,10609
1060,164222717,,,Inactive,,,,SC65,SI00711361,0.613346,2.27155,-0.469416,2.12753,10609
1061,164222718,,,Inactive,,,,SDCCAG1,SI03128356,-0.888023,0.302646,-1.24491,-0.995986,9147
1062,164222719,,,Inactive,,,,SDCCAG1,SI04371304,-0.302885,4.81439,1.60878,-0.291939,9147
1063,164222720,,,Inactive,,,,SESN2,SI00715694,1.25003,-0.389427,-1.9622,0.778273,83667
1064,164222721,,,Inactive,,,,SESN2,SI00715701,1.28161,1.45092,-1.023,0.781245,83667
1065,164222722,,,Active,,,,SESN3,SI04155802,-1.52144,-1.43022,-2.11711,-1.60365,143686
1066,164222723,,,Inactive,,,,SESN3,SI03122525,-0.962541,0.623608,0.213083,1.60692,143686
1067,164222724,,,Active,,,,SETD1A,SI00453187,-0.982135,-0.577208,-2.13412,-0.468822,9739
1068,164222725,,,Inactive,,,,SETD1A,SI00453180,0.579312,4.83646,-0.242444,0.863006,9739
1069,164222726,,,Active,,,,SETD2,SI00103292,-0.633294,-1.12278,-6.86623,0.062256,29072
1070,164222727,,,Inactive,,,,SETD2,SI00103306,-0.234416,1.37602,-0.0675312,0.707408,29072
1071,164222728,,,Active,,,,SETD3,SI03140893,-3.19325,-5.0581,-1.67175,-1.28016,84193
1072,164222729,,,Inactive,,,,SETD3,SI03246726,0.578034,0.855205,-0.851559,0.733854,84193
1073,164222730,,,Active,,,,SETD4,SI04245696,-1.35887,1.02865,-3.12939,-0.766238,54093
1074,164222731,,,Inactive,,,,SETD4,SI00326858,-0.200869,1.71924,-1.70033,0.0290943,54093
1075,164222732,,,Inactive,,,,SETD5,SI02777992,-0.944998,-0.990286,-0.952508,-1.29947,55209
1076,164222733,,,Inactive,,,,SETD5,SI02777999,-0.744798,1.67946,0.518913,-1.08789,55209
1077,164222734,,,Inactive,,,,SETD7,SI00138908,-1.78917,-0.153626,-1.0916,-0.147033,80854
1078,164222735,,,Inactive,,,,SETD7,SI00138901,0.545886,1.39598,1.93112,0.441965,80854
1079,164222736,,,Active,,,,SETD8,SI02664991,-2.45654,1.22628,-1.76017,-0.428412,387893
1080,164222737,,,Inactive,,,,SETD8,SI02664998,0.817853,2.60608,0.223707,0.240417,387893
1081,164222738,,,Inactive,,,,SETDB2,SI00141386,-0.812421,-0.242775,-0.343106,-0.183564,83852
1082,164222739,,,Inactive,,,,SETDB2,SI00141379,1.41982,3.52917,-0.0662468,2.53286,83852
1083,164222740,,,Active,,,,SETMAR,SI00089236,-1.39847,1.48293,-3.41217,-1.64352,6419
1084,164222741,,,Inactive,,,,SETMAR,SI00089229,-1.01764,1.79168,-0.946986,0.500154,6419
1085,164222742,,,Active,,,,SETX,SI04151147,0.322748,-2.99368,-2.04294,0.517075,23064
1086,164222743,,,Inactive,,,,SETX,SI04183942,1.04168,1.15167,-0.789487,2.00142,23064
1087,164222744,,,Inactive,,,,SFN,SI02653637,-1.17615,-0.25501,1.43411,-0.400933,2810
1088,164222745,,,Inactive,,,,SFN,SI02653679,-0.279474,0.358927,1.69463,0.290537,2810
1089,164222746,,,Active,,,,SFPQ,SI00301770,-0.738692,-0.221605,-5.41203,-0.227605,6421
1090,164222747,,,Inactive,,,,SFPQ,SI04203675,-0.602239,1.34559,-0.520322,0.67602,6421
1091,164222748,,,Inactive,,,,SGK1,SI00079681,-0.910012,-1.72776,0.136567,-1.29904,6446
1092,164222749,,,Inactive,,,,SGK1,SI00287798,0.591635,1.50492,0.162531,-0.139612,6446
1093,164222750,,,Active,,,,SHFM1,SI00717927,-2.43092,-2.73933,-1.57771,-1.4182,7979
1094,164222751,,,Inactive,,,,SHFM1,SI00717934,1.16332,-0.140608,-1.07765,-0.0895447,7979
1095,164222752,,,Active,,,,SIRT1,SI00098441,-0.695443,0.287211,-2.12474,-0.521851,23411
1096,164222753,,,Inactive,,,,SIRT1,SI00098434,-0.59505,0.470785,-0.440121,-0.400257,23411
1097,164222754,,,Active,,,,SIRT2,SI00301805,-0.652347,-2.77477,1.26655,-1.56746,22933
1098,164222755,,,Inactive,,,,SIRT2,SI02655471,0.608903,-0.504116,1.46267,-0.0662545,22933
1099,164222756,,,Active,,,,SIRT3,SI00098469,-3.81397,-7.97244,-1.75698,-2.33876,23410
1100,164222757,,,Inactive,,,,SIRT3,SI00098476,1.83134,0.593597,0.209897,-0.361278,23410
1101,164222758,,,Inactive,,,,SIRT4,SI00098497,-1.26744,-1.38077,-1.04458,-0.345235,23409
1102,164222759,,,Inactive,,,,SIRT4,SI00098490,-0.626603,1.31238,-0.711988,0.512823,23409
1103,164222760,,,Inactive,,,,SIRT5,SI00098518,-0.20582,-1.38492,-0.777005,-0.650089,23408
1104,164222761,,,Inactive,,,,SIRT5,SI00098525,0.512155,-0.386662,-0.319558,2.24666,23408
1105,164222762,,,Active,,,,SIRT6,SI00116592,-2.1143,-1.38874,-0.632682,-2.39084,51548
1106,164222763,,,Inactive,,,,SIRT6,SI02777698,0.600398,0.624092,-0.628183,2.02031,51548
1107,164222764,,,Active,,,,SIRT7,SI00116564,-2.0728,0.214631,-2.16702,-1.89117,51547
1108,164222765,,,Inactive,,,,SIRT7,SI00116571,0.131863,3.07313,-0.176043,-1.57321,51547
1109,164222766,,,Active,,,,SLC35F1,SI04306295,-1.16662,-2.24856,-1.47406,-0.459394,222553
1110,164222767,,,Inactive,,,,SLC35F1,SI04220804,0.677022,3.79802,-0.549391,-0.140267,222553
1111,164222768,,,Active,,,,SLK,SI02224544,0.210874,-1.19454,-1.65049,-2.68248,9748
1112,164222769,,,Inactive,,,,SLK,SI02224551,0.554503,1.56472,-0.0572712,1.23931,9748
1113,164222770,,,Active,,,,SMARCA1,SI04154451,-0.608619,-0.0404868,-2.43116,-0.795,6594
1114,164222771,,,Inactive,,,,SMARCA1,SI04216051,-0.249203,0.709409,-1.03971,-0.255836,6594
1115,164222772,,,Inactive,,,,SMARCA2,SI00726754,-0.654102,-1.31294,-1.61675,-0.553786,6595
1116,164222773,,,Inactive,,,,SMARCA2,SI00726747,1.01007,0.605331,0.406049,0.855314,6595
1117,164222774,,,Active,,,,SMARCA4,SI00047586,-1.45904,-5.34593,-0.632994,-1.33649,6597
1118,164222775,,,Active,,,,SMARCA4,SI00047579,1.49924,-2.76546,-0.390492,-1.21122,6597
1119,164222776,,,Active,,,,SMARCA5,SI00726796,-1.74243,1.77788,-2.04635,-2.25952,8467
1120,164222777,,,Inactive,,,,SMARCA5,SI04206377,-0.950579,2.18244,-0.486913,-0.157282,8467
1121,164222778,,,Inactive,,,,SMARCAD1,SI00124992,0.425981,0.466275,-1.57185,-1.26278,56916
1122,164222779,,,Inactive,,,,SMARCAD1,SI02778314,0.507868,1.85794,-0.43347,1.13193,56916
1123,164222780,,,Active,,,,SMARCC1,SI03151953,-2.44088,-4.12961,-5.04572,-2.31202,6599
1124,164222781,,,Active,,,,SMARCC1,SI04163768,0.833365,-3.1679,-2.18652,-1.1689,6599
1125,164222782,,,Inactive,,,,SMARCC2,SI04135383,-0.977002,-0.361714,-0.761808,-1.3913,6601
1126,164222783,,,Inactive,,,,SMARCC2,SI04134466,0.155925,1.75654,0.100907,0.16533,6601
1127,164222784,,,Inactive,,,,SMARCD1,SI03228162,-1.02417,-0.605295,-1.95534,-0.796914,6602
1128,164222785,,,Inactive,,,,SMARCD1,SI04152505,0.970582,2.52114,0.778187,-0.277699,6602
1129,164222786,,,Active,,,,SMARCD3,SI00047621,-1.0743,-2.6591,-2.0785,-2.34551,6604
1130,164222787,,,Inactive,,,,SMARCD3,SI00047607,0.277656,-0.79001,-1.00553,-1.38397,6604
1131,164222788,,,Inactive,,,,SMARCE1,SI02655107,-1.21387,0.754711,-0.661045,-0.499501,6605
1132,164222789,,,Inactive,,,,SMARCE1,SI00301840,-0.0477031,1.26466,-0.441692,0.880197,6605
1133,164222790,,,Active,,,,SMC1A,SI02655219,-1.65785,-3.48858,-0.252994,-1.25167,8243
1134,164222791,,,Inactive,,,,SMC1A,SI00087241,0.63866,-0.0194759,1.85212,-0.594485,8243
1135,164222792,,,Active,,,,SMC1B,SI04219803,-1.72353,-0.831424,-1.40225,-3.85579,27127
1136,164222793,,,Inactive,,,,SMC1B,SI04361630,-1.27948,2.11018,-0.735328,-1.7352,27127
1137,164222794,,,Active,,,,SMC3,SI02654281,-1.22033,-3.45438,-0.717454,0.484803,9126
1138,164222795,,,Inactive,,,,SMC3,SI02654302,0.472258,1.40272,-0.61173,0.740621,9126
1139,164222796,,,Active,,,,SMC4,SI04137714,-2.56602,-0.0402088,-1.52364,0.749712,10051
1140,164222797,,,Inactive,,,,SMC4,SI04294738,0.374012,1.85926,-0.415674,0.863917,10051
1141,164222798,,,Active,,,,SMC5,SI04202135,-0.457855,-3.23396,-1.54443,-0.433308,23137
1142,164222799,,,Inactive,,,,SMC5,SI04196703,0.670601,-0.493861,-0.725463,-0.42697,23137
1143,164222800,,,Active,,,,SMC6,SI04150258,-1.37147,-1.86095,-3.52348,0.210608,79677
1144,164222801,,,Inactive,,,,SMC6,SI04166995,0.62298,1.98351,-1.53584,0.327189,79677
1145,164222802,,,Active,,,,SMG1,SI00102753,-0.925598,-1.02793,-4.49093,-1.05898,23049
1146,164222803,,,Inactive,,,,SMG1,SI02622333,0.501878,-0.534635,0.947214,-0.835423,23049
1147,164222804,,,Active,,,,SMG6,SI04226236,-1.55937,0.460792,-2.309,-0.98099,23293
1148,164222805,,,Inactive,,,,SMG6,SI00321426,-0.594718,0.694295,-1.11627,-0.421779,23293
1149,164222806,,,Inactive,,,,SMUG1,SI00104706,1.89262,-0.109174,-1.08144,0.381927,23583
1150,164222807,,,Inactive,,,,SMUG1,SI00104699,2.03933,1.05188,-0.193002,0.690507,23583
1151,164222808,,,Active,,,,SOD1,SI00009954,-0.580139,-2.71971,-1.80746,-0.1697,6647
1152,164222809,,,Inactive,,,,SOD1,SI02623474,0.812743,0.276156,0.843689,2.41966,6647
1153,164222810,,,Inactive,,,,SOD2,SI03060498,-1.10414,-1.23691,-1.36002,0.390698,6648
1154,164222811,,,Inactive,,,,SOD2,SI03025652,-0.276718,3.46946,-0.121799,1.21764,6648
1155,164222812,,,Inactive,,,,SORD,SI00729274,-0.207713,-1.49318,-1.11412,0.779488,6652
1156,164222813,,,Inactive,,,,SORD,SI00729288,0.96015,-0.421162,0.0263602,2.38946,6652
1157,164222814,,,Active,,,,SOX1,SI00729379,0.596665,-2.61724,0.842714,-1.14913,6656
1158,164222815,,,Inactive,,,,SOX1,SI04134039,1.11033,1.74939,1.43203,-0.912937,6656
1159,164222816,,,Inactive,,,,SOX15,SI04250036,-0.348179,0.958235,-1.67853,0.612187,6665
1160,164222817,,,Inactive,,,,SOX15,SI04200049,0.722328,1.16162,-1.36024,0.809053,6665
1161,164222818,,,Active,,,,SOX2,SI04136167,-1.60925,-1.04893,-0.820472,-2.79108,6657
1162,164222819,,,Inactive,,,,SOX2,SI00729652,0.159579,1.31932,0.249282,1.65504,6657
1163,164222820,,,Active,,,,SOX21,SI03174661,-2.3008,-3.87301,-1.56765,-1.05477,11166
1164,164222821,,,Inactive,,,,SOX21,SI00729666,-0.304434,-0.199365,-1.41052,-0.60384,11166
1165,164222822,,,Active,,,,SP8,SI04134186,0.642879,-2.89836,-0.194121,0.97534,221833
1166,164222823,,,Inactive,,,,SP8,SI00730058,0.886663,2.76306,0.665928,1.52998,221833
1167,164222824,,,Active,,,,SPATA18,SI00475825,-1.51001,-0.855838,-2.65796,-0.981726,132671
1168,164222825,,,Inactive,,,,SPATA18,SI04174912,-0.468656,1.17946,-0.523683,1.7384,132671
