PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.196 uM,Total_Fluorescence-Activity at 0.391 uM,Total_Fluorescence-Activity at 0.783 uM,Total_Fluorescence-Activity at 1.565 uM,Total_Fluorescence-Activity at 3.131 uM,Total_Fluorescence-Activity at 6.261 uM,Total_Fluorescence-Activity at 12.52 uM,Total_Fluorescence-Activity at 25.04 uM,Total_Fluorescence-Activity at 50.09 uM,Total_Fluorescence-Activity at 100.2 uM,Total_Fluorescence-Activity at 181.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.196 uM,FP-Activity at 0.391 uM,FP-Activity at 0.783 uM,FP-Activity at 1.565 uM,FP-Activity at 3.131 uM,FP-Activity at 6.261 uM,FP-Activity at 12.52 uM,FP-Activity at 25.04 uM,FP-Activity at 50.09 uM,FP-Activity at 100.2 uM,FP-Activity at 181.8 uM,FP-Activity at 287.5 uM,Compound QC
237,22413977,15945759,CC1=NC2(C(S1)N(C3=CC=CC=C32)C(=O)C)O.Br,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0,-5.425,,,,,,,,,,,,1.0173,-1.0761,-0.4546,-0.0453,4.6066,0.5697,0.5447,-1.8575,-1.4803,-1.327,-6.0649,-5.425,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 1,-1.7872,,,,,,,,,,,,-3.0057,-4.9553,-3.8993,-3.2494,-6.6613,-3.3306,-1.8684,-2.6807,-0.8123,-3.4931,2.437,-1.7872,QC'd by Specs
238,49642741,2854978,CC1=CC(=C(C=C1)NC(=O)C(C)N2C(=O)C3=CC=CC=C3C2=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.9103,,,,,,,,,,-11.355,-9.7825,-8.9021,-6.9865,-4.1873,-4.9314,-3.4239,-1.7309,-2.458,-1.3012,-0.0805,-0.9103,,,,,,,,,4,1 0 1 0 0 0 0 0 0 0 0 0,3.7767,,,,,,,,,,8.9491,14.4499,14.8604,9.2775,5.1724,5.3366,7.8818,6.5681,3.7767,5.1724,3.202,3.7767,,,QC'd by Asinex Ltd.
239,4246768,9555288,CN(C)C(=O)OC1=C(C=C(C=C1)/C=N/N2C=NN=C2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.9929,,,,,,,,,,,,3.0017,3.0841,4.0244,2.441,1.1477,3.2555,1.9212,0.5851,3.7958,-0.4813,-5.475,-1.9929,,,,,,,4,,-5.6052,,,,,,,,,,,,-2.6807,-2.8432,-3.5743,-1.1373,-0.8936,0.4062,-6.2551,-3.0057,-2.8432,-4.8741,-2.1933,-5.6052,QC'd by DPISMR
240,861706,662941,CN1C2=C(C(=O)NC1=O)N(C(=N2)Br)CCSC3=NC4=CC=CC=C4O3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.1692,,,,,,,,,,,,-9.5192,-5.6351,-7.5827,-2.2026,-1.6365,-0.4906,-0.9709,-0.7013,-2.8877,0.1637,-0.9329,-1.1692,,,,,,,4,0 1 1 0 0 0 0 0 0 0 0 0,-1.9496,,,,,,,,,,,,7.3924,0.9748,8.2859,3.0869,2.1933,1.1373,1.381,0.7311,0.8123,2.5995,-3.6556,-1.9496,QC'd by DPISMR
241,26664708,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,Inactive,0,,,Inactive,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0,0.084,,,,,,,,,,1.7468,6.5681,3.8225,2.5485,4.9468,5.2514,4.9095,4.1553,3.5911,4.6809,1.5904,0.084,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-17.8803,,,,,,,,,,-4.6117,-8.4951,-2.3463,-7.5243,-6.5534,-5.3398,-6.5534,-7.767,-6.2298,-7.1197,-16.5049,-17.8803,,,QC'd by null
242,49716487,7315360,COC1=CC=C(C=C1)N(C(=O)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.4207,,,,,,,,,,-5.1375,-5.0171,-2.9957,-2.561,-0.0737,-3.8676,-1.6759,1.8692,2.7612,2.5244,2.9879,3.4207,,,,,,,,,4,,-1.4778,,,,,,,,,,-5.7471,1.7241,-0.0821,1.3957,-0.9852,-2.7094,-0.4926,-2.4631,-5.4187,-2.0525,0,-1.4778,,,QC'd by Chem Div
243,49670622,5057198,C1CCN(CC1)C(=O)CN2C(=O)C=CC(=N2)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-6.1392,,,,,,,,,,,,0.8067,3.4188,1.7592,1.8377,2.0793,0.3642,-0.6449,-0.5133,-2.4957,-2.7944,-4.8438,-6.1392,,,,,,,4,,2.6807,,,,,,,,,,,,2.5995,1.8684,3.1682,0.4874,-1.5435,1.381,-0.7311,-1.4622,1.2998,-1.1373,2.762,2.6807,QC'd by Chem Div
244,49665128,8071103,C1CCC2=C(C1)C3=C(S2)N(C(=O)N(C3=O)CC(=O)NCCO)CC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-7.1945,,,,,,,,,,,,-0.7705,1.3345,0.6735,-0.0595,-2.5481,-1.0206,-1.9307,-2.4589,-1.8702,-3.3652,-5.5006,-7.1945,,,,,,,4,,2.2746,,,,,,,,,,,,2.2746,-1.8684,-3.3306,1.6247,0,-0.8123,-0.5686,0.6499,1.6247,0.4062,3.6556,2.2746,QC'd by InterBioScreen
245,17402739,1481943,C1CN(CCC1C(=O)N)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-20.8206,,,,,,,,,,,,0.03,5.4377,1.6828,2.0328,2.6572,2.3702,-0.161,2.2608,0.1324,-0.544,-4.6277,-20.8206,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,-7.8798,,,,,,,,,,,,-7.3111,-3.818,-6.3363,-0.9748,-3.0057,-7.4736,-4.7116,-5.8489,-2.1933,-0.2437,-0.8936,-7.8798,QC'd by DPISMR
246,22413635,7986481,CC1=CC=C(C=C1)N2C(=O)[C@@H](NC2=S)CSC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.6061,,,,,,,,,,-9.1744,-6.9277,-6.5631,-4.1879,-3.5574,-1.8401,-2.4198,-0.3336,-0.904,-0.8438,1.2698,-0.6061,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.8588,,,,,,,,,,9.6059,10.5911,5.665,6.0755,3.6946,3.4483,3.202,1.0673,2.2989,0.7389,1.9704,3.8588,,,QC'd by Specs
247,24816168,4452965,C1CN(C(C2=CC=CN21)C3=CC=CC=C3F)C(=S)NC4=CC=C(C=C4)Br,Inactive,0,,,Inactive,,,,,,,,,,4,,1.6129,,,,,,,,,,1.8257,2.3905,3.5594,3.0328,3.0271,4.3649,3.411,1.8745,3.1759,3.5546,3.3949,1.6129,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-9.3596,,,,,,,,,,0.9031,-1.4778,0.5747,0.6568,0.0821,-1.1494,-2.1346,0.3284,-1.4778,-5.0903,-13.3826,-9.3596,,,QC'd by Life Chemicals
248,4253075,54677778,C[C@]1([C@H]2C[C@@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,Inconclusive,10,,,Quencher,63.2456,64.029,,Partial curve; partial efficacy,-4.199,2.0437,0.9927,-62.7509,1.2781,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-49.0537,,,,,,,,,,2.5991,3.1653,1.4858,1.3029,-0.1479,0.5178,-0.1432,0.3511,-3.9827,-9.5276,-25.6294,-49.0537,,,Partial curve; partial efficacy,-3.6,2.2526,0.9669,-100,0.112,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-59.5318,,,,,,,,,,,,2.1739,-1.2542,-4.097,1.087,-3.8462,-0.6689,3.0936,4.3478,-2.5084,-8.2776,-16.8896,-59.5318,QC'd by NCI
249,842972,645250,C1CC2=CC=CC=C2N(C3=CC=CC=C31)C(=O)CSC4=NN=C(O4)C5=CNC6=CC=CC=C65,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 1,-4.5125,,,,,,,,,,-5.0161,-6.2005,-3.5479,-1.8419,-0.046,1.6703,-2.1227,1.6476,1.4109,1.6285,3.075,-4.5125,,,,,,,,,4,,-5.3398,,,,,,,,,,-2.4272,-1.699,-0.6472,-1.1327,-5.2589,-3.0744,-4.4498,-2.5081,-2.3463,-4.2071,-2.8317,-5.3398,,,QC'd by DPISMR
250,49666424,3373980,C1=CC(=CC=C1C(=O)CC(C(=O)O)SC2=CC=C(C=C2)Br)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.4736,,,,,,,,,,,,-9.2913,-7.2171,-6.6394,-2.8506,-2.2083,1.7724,-1.5958,-1.4519,1.613,3.4892,-1.264,1.4736,,,,,,,4,0 0 0 0 0 1 1 0 0 0 0 0,1.8684,,,,,,,,,,,,9.5045,6.4988,7.3924,5.4427,3.6556,-0.8123,5.8489,2.6807,-0.0812,-1.381,-1.2998,1.8684,QC'd by Key Organics Ltd.
251,49679157,3928388,C1=CC(=CC=C1NC(=O)CCC(=O)O)SSC2=CC=C(C=C2)NC(=O)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.7224,,,,,,,,,,,,-7.7669,-7.0356,-8.5537,-5.4122,-3.7927,0.1493,-1.5409,-0.8257,-1.6102,0.0612,-0.5605,0.7224,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 1,1.4622,,,,,,,,,,,,4.7929,6.7425,9.9106,3.2494,5.3615,5.0366,1.6247,-0.4062,-0.9748,5.0366,-4.143,1.4622,QC'd by Key Organics Ltd.
252,49645932,8016348,C[C@@H](C(=O)OC)NC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Active,41,,,Inhibitor,50.2377,99.991,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-26.8658,,,,,,,,,,4.2766,5.1685,4.038,4.0261,4.0941,2.2537,2.9719,1.3632,2.2678,-2.5002,-19.1755,-26.8658,,,Partial curve; high efficacy,-4.299,3.132,0.9896,-99.4163,0.5747,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-91.5435,,,,,,,,,,0.1642,0.2463,-2.2167,0.1642,-1.2315,-0.9031,0.3284,2.7094,-1.8062,-5.3366,-62.3153,-91.5435,,,QC'd by InterBioScreen
253,852712,6602657,CCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C4=NN=C(S4)CC.Cl,Inconclusive,10,,,Quencher,1258.93,104,,Partial curve; partial efficacy,-2.9,0.4,0.9693,-100,4,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-31.061,,,,,,,,,,,,0.2087,0.7358,-0.0508,-0.6848,0.1238,-3.9665,-6.901,-10.4641,-16.2407,-25.2191,-27.4601,-31.061,Complete curve; high efficacy,-4.6,1.331,0.9982,-97.3427,-3.4756,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-89.6341,,,,,,,,,,,-1.8293,-3.9199,-2.3519,-5.0523,-7.6655,-9.0592,-18.7282,-35.0174,-56.6202,-74.7387,-86.2369,-89.6341,,QC'd by DPISMR
254,26732562,135408648,CC1=CC=C(C=C1)NC2=C(C(=O)NC(=N2)N)N=O,Inconclusive,10,,,Fluorescent,141.254,40.1509,,Partial curve; partial efficacy,-3.85,1.7137,0.9526,43.1509,3,2.2,0 0 0 0 0 0 0 0 0 0 0 0,36.0947,,,,,,,,,,,,2.6383,7.0943,0.627,2.588,4.05,1.7917,3.4128,2.0243,5.5751,15.8576,19.9203,36.0947,Partial curve; partial efficacy,-4.199,3.99,0.9934,-40.5246,-3.7512,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-37.5205,,,,,,,,,,-4.1051,-3.5304,-4.4335,-2.7094,-2.7094,-5.665,-2.7094,-3.9409,-3.5304,-5.1724,-18.7192,-37.5205,,,QC'd by NCI Chemotherapeutic Agents Repository
255,49725028,2058961,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,0.4643,,,,,,,,,,,,-10.6587,-7.0986,-8.9545,-5.6042,-4.8582,-4.0378,-3.2471,-2.1921,-2.176,-5.3687,0.3225,0.4643,,,,,,,4,0 0 0 0 0 1 0 1 0 0 0 0,0.1625,,,,,,,,,,,,4.9553,8.2047,5.1178,4.3867,4.9553,0.1625,2.6807,4.9553,-0.2437,3.3306,0.7311,0.1625,QC'd by Chem Div
256,49727125,2771918,COC1=CC=CC=C1N(CC2CO2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,2.1823,,,,,,,,,,1.3549,-0.969,-0.1409,1.1933,2.546,3.319,2.3492,2.2223,2.9597,2.4413,1.4827,2.1823,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-17.5566,,,,,,,,,,-2.4272,-2.9126,-2.4272,-2.0227,-1.8608,-0.3236,-1.3754,-0.5663,-2.3463,-2.8317,-13.3495,-17.5566,,,QC'd by Asinex Ltd.
257,49724885,24792240,C1C[N+]2(CC[N+]1(CC2)CC(=O)C3=CC=C(C=C3)F)CC(=O)C4=CC=C(C=C4)F.[Cl-],Active,42,,,Inhibitor,79.4328,106.487,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-23.1307,,,,,,,,,,-7.1418,-5.3257,-6.2024,-4.0539,-3.6968,-0.3114,-0.7927,-1.7714,-4.0432,-9.305,-15.4205,-23.1307,,,Partial curve; high efficacy,-4.1,1.3723,0.9981,-100.604,5.8834,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-84.2577,,,,,,,,,,,,7.1778,8.075,4.1599,5.4649,4.9755,3.1811,-0.7341,-7.3409,-18.7602,-45.3507,-68.1077,-84.2577,QC'd by Enamine
258,49645433,1093763,CC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,0.4898,,,,,,,,,,-5.8756,-3.6183,-4.0779,-2.1226,0.3146,0.8026,0.0269,1.7849,1.5299,2.0655,0.6027,0.4898,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 1,-2.2167,,,,,,,,,,1.5599,0.7389,-1.3957,0.4105,0.1642,-0.6568,-0.7389,-4.1051,-2.2167,-3.3662,-1.7241,-2.2167,,,QC'd by Asinex Ltd.
259,17401178,1229805,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC(=S)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-6.6721,,,,,,,,,,,,2.7793,3.7449,3.8217,1.7188,0.796,-0.0651,-0.5804,0.2689,-2.1432,0.0243,-3.3206,-6.6721,,,,,,,4,,-1.9496,,,,,,,,,,,,-0.7311,-1.7059,3.1682,1.6247,-3.3306,2.0309,1.2185,4.0617,-2.3558,2.6807,0.4062,-1.9496,QC'd by DPISMR
260,17401256,1208410,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(=S)N3CCC(CC3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.9063,,,,,,,,,,2.5405,3.1868,3.3005,2.1396,3.8147,3.9799,2.3589,3.5002,3.0165,4.0539,3.1495,-0.9063,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-20.3883,,,,,,,,,,-3.7217,-4.8544,-4.2071,-2.1036,-2.2654,-2.4272,-5.7443,-3.5599,-4.3689,-6.877,-18.0421,-20.3883,,,QC'd by DPISMR
261,49647070,1932347,CCNC1=CC=CC=C1CP(=O)(C2=CC=CC=C2)C3=CC=CC=C3O,Inconclusive,10,,,Fluorescent,100,99.8305,,Partial curve; high efficacy,-4,3.132,0.9963,101.27,1.4391,2.1,0 0 0 0 0 0 0 0 0 0 0 0,92.7377,,,,,,,,,,,1.4842,-1.3747,2.4175,0.7881,0.6928,2.9243,4.0904,2.1545,5.1846,14.1527,64.6986,92.7377,,Partial curve; high efficacy,-3.85,3.99,0.9863,-159.575,-2.3584,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-156.446,,,,,,,,,,,-1.3937,0.784,-3.7456,-0.4355,-3.3972,-2.6132,-5.3136,-4.7909,-3.223,-6.446,-49.216,-156.446,,QC'd by InterBioScreen
262,49669865,24761525,CCOC(=O)N1CCN(CC1)CC2=NN=C(O2)C3=CC=CC=C3C.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,0.0443,,,,,,,,,,-2.0274,1.9713,1.7431,0.8793,1.6161,1.6414,2.1982,0.7378,2.5566,0.8195,0.3974,0.0443,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.5696,,,,,,,,,,2.589,2.1036,2.589,-0.1618,3.2362,-2.589,3.8835,3.5599,2.0227,2.3463,-7.4434,-11.5696,,,QC'd by Chem Div
263,856050,657435,C1COCCN1C2=NC3=CC=CC=C3C4=C2C5=CC=CC=C5N4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-6.0501,,,,,,,,,,,,-8.0992,-6.606,-3.1038,-3.8465,-1.5345,-3.1996,-1.467,-1.6874,-3.9312,-2.2586,-4.89,-6.0501,,,,,,,4,0 0 0 1 0 0 1 0 0 0 0 0,-2.1121,,,,,,,,,,,,0,2.3558,1.2185,-2.1933,-1.0561,-0.5686,0.7311,-1.4622,-3.7368,-1.7059,-2.762,-2.1121,QC'd by DPISMR
264,17389015,14710,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],Inconclusive,10,,,Fluorescent,22.3872,97.181,,Complete curve; high efficacy,-4.65,2.2526,0.995,91.8298,-5.3512,1.1,0 0 0 0 0 0 0 0 0 0 0 0,87.7983,,,,,,,,,,,-6.7423,-5.4522,-6.0199,-4.4564,-4.8141,-0.5063,0.1909,22.6823,53.128,88.468,88.3865,87.7983,,Complete curve; high efficacy,-4.5,2.8473,0.997,-182.498,-4.4293,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-176.839,,,,,,,,,,,,-7.107,-3.3445,0.3344,-3.1773,-3.0936,-5.9365,-12.7926,-36.6221,-107.525,-176.839,-176.839,-176.839,QC'd by NIEHS
265,17517209,2375646,CC(=C)CNC(=S)NC1=CC=CC2=C1C=CN=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,4.5262,,,,,,,,,,-3.9222,-3.0271,-4.6294,-1.4559,-0.0217,0.1659,0.4668,2.1793,2.1755,1.5496,2.0914,4.5262,,,,,,,,,4,,-5.1724,,,,,,,,,,-3.1199,-0.7389,-2.381,-0.7389,-1.3957,-0.9852,-0.7389,1.0673,1.7241,-2.7094,-1.5599,-5.1724,,,QC'd by Enamine
266,49666601,1470719,CN(C1=CC=CC=C1)C2=NC(=NC=C2OC)C3=CC=CC=N3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.1072,,,,,,,,,,-10.7681,-4.3077,-5.8118,-3.5122,-2.674,-0.0142,-0.0281,0.0264,-1.3371,0.1462,0.0341,-0.1072,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,1.9704,,,,,,,,,,5.2545,0.9852,1.8062,1.1494,1.3957,0.4926,0.4105,1.3136,-0.821,1.5599,-3.7767,1.9704,,,QC'd by Key Organics Ltd.
267,24779505,4415331,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N,Inactive,0,,,Activator,158.489,38.8189,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.8266,,,,,,,,,,2.4092,-1.7429,1.8966,1.432,2.2282,2.8388,2.3287,2.5789,1.6088,-0.4865,-3.4351,-14.8266,,,Single point of activity,-3.8,3.132,0.8907,35.938,-2.8809,3,0 0 0 0 0 0 0 0 0 0 0 0,43.23,,,,,,,,,,,,-2.2838,-4.9755,-1.4682,-3.752,-3.4258,-4.2414,-1.3866,-0.7341,-0.6525,-0.571,7.5856,43.23,QC'd by Life Chemicals
268,49713913,24789294,CC1(C(N2[C@H](S1)C(N(C2=O)CC3=NC4=CC=CC=C4S3)C(=O)OC)C(=O)OC)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.8693,,,,,,,,,,-6.5519,-2.135,-1.4049,-0.1218,1.5511,0.3158,0.1589,3.4388,3.271,3.4645,2.6913,5.8693,,,,,,,,,4,,-3.3662,,,,,,,,,,-3.2841,0.6568,-3.1199,0.9031,-2.381,-2.4631,-4.2693,-4.023,-1.8883,-1.5599,-1.0673,-3.3662,,,QC'd by Paul R Hanson - Univ. of Kansas - MLI PSL
269,26658336,2367859,C1=CC2=C(C(=C1)N)C(=O)N(C2=O)C(=O)C3=CC=CO3,Inconclusive,10,,,Fluorescent,158.489,70.4251,,Partial curve; partial efficacy,-3.8,3.0654,0.9606,72.2825,1.8574,2.2,0 0 0 0 0 0 0 0 0 0 0 0,75.3924,,,,,,,,,,,,0.2972,1.5934,0.8244,-0.0795,1.6666,1.0214,2.4222,4.268,5.7792,8.5558,28.0618,75.3924,Partial curve; high efficacy,-3.8,3.0654,0.9489,-141.964,-3.6313,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-147.879,,,,,,,,,,,,-2.3654,-3.0179,-1.876,-3.0995,-1.9576,-1.5498,-2.7732,-0.571,-13.3768,-21.615,-47.1452,-147.879,QC'd by null
270,17403148,3091258,CC1=CC(=CC=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)OCC2=CC=CC=C2,Inconclusive,27,,,Inhibitor,630.957,105,,,,,,,,4,0 0 0 0 0 1 1 0 0 0 0 0,-7.0015,,,,,,,,,,,,-1.3627,0.317,-3.3385,-0.7173,-3.2226,-4.3665,2.9347,2.0943,4.2674,-2.7698,-5.1529,-7.0015,Partial curve; partial efficacy,-3.2,0.5,0.9011,-100,5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-32.3993,,,,,,,,,,,-0.0876,1.7513,3.5902,4.2032,0.2627,3.5902,-2.627,-16.725,-14.3608,-25.8319,-23.0298,-32.3993,,QC'd by DPISMR
271,49666948,24761135,C1CCN(CC1)C(=O)C2CCCN(C2)CC3=CC(=CC=C3)Cl.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,6.3809,,,,,,,,,,-6.1751,-4.1706,-2.8672,-1.3681,-0.2935,1.5423,1.4619,1.1168,2.0904,2.8035,3.0072,6.3809,,,,,,,,,4,,-5.7443,,,,,,,,,,-6.3916,-0.9709,2.1036,0.3236,-2.5081,-2.4272,-1.2945,-2.7508,-3.0744,-2.6699,-5.0162,-5.7443,,,QC'd by InterBioScreen
272,24808237,3220367,CC(C)C(C(=O)NCCOC)OC(=O)C1=NSC(=C1Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.5502,,,,,,,,,,-6.151,-3.512,-4.2291,-1.9757,-2.9815,0.6472,0.8549,2.3102,2.0589,2.2955,3.6977,5.5502,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,-6.5534,,,,,,,,,,0.3236,-0.4045,2.0227,-2.2654,0.3236,-2.1845,-3.2362,-6.6343,-0.89,-6.3107,-10.1942,-6.5534,,,QC'd by Asinex Ltd.
273,47201925,677488,C1=CC=C2C=C(C=CC2=C1)/C=C/3\C(=O)NC(=S)N3,Inactive,0,,,Activator,223.872,65.7194,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1,-8.4186,,,,,,,,,,-5.1561,-3.7121,-2.9155,-1.9691,-2.0506,1.6806,-2.0421,2.2011,0.1329,-0.323,-0.5308,-8.4186,,,Single point of activity,-3.65,2.2526,0.9047,65.0595,-0.6599,3,0 0 0 0 0 0 0 0 0 0 0 0,49.5922,,,,,,,,,,,,-0.7341,5.4649,-0.4894,-0.3263,1.4682,0.4894,1.876,-3.3442,-3.0995,0.6525,8.8907,49.5922,QC'd by ChemBridge
274,49724797,16240777,CN1CCN(CC1)CC(=O)C2=CC=CC=C2F.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.1848,,,,,,,,,,-7.7237,-6.2103,-4.8442,-2.9552,-1.2995,-2.4913,0.6095,-0.5435,-1.2956,0.3041,2.3009,3.1848,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.4854,,,,,,,,,,3.9644,5.0971,6.3916,2.9935,3.1553,5.0162,3.3172,0.9709,2.6699,-1.6181,0.8091,-0.4854,,,QC'd by Enamine
