schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,mae,median_absolute_error,mse,rmse,r2,pearson_r,spearman_r,concordance_correlation_coefficient,mean_signed_error_prediction_minus_observation,calibration_slope_observation_on_prediction,calibration_intercept_observation_on_prediction
1.0.0,TASK-185C1D81F9F284D5C0B37F92,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_median,20260804,"{""experimental_summary"": 107}","{""experimental_summary"": 15}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,15,16111.271333333334,2823.6,961512713.5171932,31008.26847015475,-0.2853752251517161,,,0.0,-14610.688666666667,,
1.0.0,TASK-185C1D81F9F284D5C0B37F92,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,ridge_fixed,20260804,"{""experimental_summary"": 107}","{""experimental_summary"": 15}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,15,14042.079216145832,6645.0013671875,544499580.3427764,23334.51478695832,0.272098786798209,0.7220036004961223,0.3360321419271605,0.37302390141581443,-7289.061713541666,2.407413015361886,-6995.65536135426
