schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,mae,median_absolute_error,mse,rmse,r2,pearson_r,spearman_r,concordance_correlation_coefficient,mean_signed_error_prediction_minus_observation,calibration_slope_observation_on_prediction,calibration_intercept_observation_on_prediction
1.0.0,TASK-6ADA59E8239A06F9F9A019FE,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_median,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,4132.020223752,228.8,170750416.1503586,13067.15026891321,-0.10031572347161233,,,0.0,-3945.542544248,,
1.0.0,TASK-6ADA59E8239A06F9F9A019FE,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,ridge_fixed,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,7873.248540621752,5085.4462890625,178153110.62663954,13347.400894055725,-0.1480186884889032,0.22734243315254088,0.2832721710029111,0.21071831605694297,-143.44248174799998,0.33726539506451075,2815.654723729299
