modeling_row,structure_id,standard_inchi_key,smiles,herg_blocker_label,endpoints,assay_families,document_year,document_years,structure_group_key,bemis_murcko_group,scaffold_grouping_method,requested_split_strategy,actual_split_strategy,split_sha256,dataset_sha256,split
48,STR-04C5FE8161A8C56E0A27,KVJVCXGPNSNZGV-ZYXJOJAPSA-N,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,1,IC50,electrophysiology_functional,2017.0,2017.0,STR-04C5FE8161A8C56E0A27,O=C(NC1=NC2(c3nc(NC(=O)c4ccccn4)cs3)COCCC2CS1)c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
49,STR-04D8B0A914F684C41A9F,GWVIOFUJTJGECV-MSOLQXFVSA-N,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)[C@@H]2C[C@H]12,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-04D8B0A914F684C41A9F,O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)C2CC12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
50,STR-04DE494A7F3226DA0904,QEASMQZYZCGOSA-UHFFFAOYSA-N,Cn1cc2cc(-c3cc4[nH]nc(C5CC5)c4n(-c4ccc(OC(F)F)cc4)c3=O)ccc2n1,0,IC50,electrophysiology_functional,2024.0,2024.0,STR-04DE494A7F3226DA0904,O=c1c(-c2ccc3n[nH]cc3c2)cc2[nH]nc(C3CC3)c2n1-c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
51,STR-050B26BA0908DBC7335A,NIYHGMQLZAKUHX-XZMJRDFISA-N,COc1ccc2nccc(CC[C@H]3OC[C@H](NCc4cc5c(cn4)OCCO5)CO3)c2c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-050B26BA0908DBC7335A,c1ccc2c(CCC3OCC(NCc4cc5c(cn4)OCCO5)CO3)ccnc2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
52,STR-054B621214DD9BB2CDD6,FASPQDLKJPEPPW-UHFFFAOYSA-N,CS(=O)(=O)NCCc1cc2cc(CN3CCOCC3)cc3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cn1c23,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-054B621214DD9BB2CDD6,O=C(NCc1ccccc1)c1cn2ccc3cc(CN4CCOCC4)cc(c1=O)c32,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
53,STR-054F0D56935E4D4AA0A2,WJLHLEJXWGIKDZ-UHFFFAOYSA-N,CCCc1ncc(-c2cc(C)no2)c(C2CCN(CC(=O)N3CCOCC3)CC2)n1,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-054F0D56935E4D4AA0A2,O=C(CN1CCC(c2ncncc2-c2ccno2)CC1)N1CCOCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
54,STR-05603F777577E6250C72,IURWLZDQYCTDEM-UHFFFAOYSA-N,O=C(NCc1ccc(Cl)cc1)c1cn2c(CCO)cc3cc(CN4CCOCC4)cc(c1=O)c32,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-05603F777577E6250C72,O=C(NCc1ccccc1)c1cn2ccc3cc(CN4CCOCC4)cc(c1=O)c32,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
55,STR-058DBA518D4130EE99D1,UHPLDFSEISHDBD-UHFFFAOYSA-N,CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-058DBA518D4130EE99D1,C1=C(Cc2cnccn2)c2ccccc2C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
56,STR-0593B61C29163A1467F4,FMMMXDSGQZLEJD-UHFFFAOYSA-N,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc4c(c2F)OCO4)c(=O)n3Cc2c(F)cccc2F)cc1,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-0593B61C29163A1467F4,O=c1c2cc(-c3ccccc3)sc2n(Cc2ccccc2)c(=O)n1-c1ccc2c(c1)OCO2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
57,STR-05DB799617BE8FCD389B,ZMVUVIKWZWFBIB-MRVPVSSYSA-N,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)c(Cl)c2)[C@@H]3C)n1,0,IC50,electrophysiology_functional,2016.0,2016.0,STR-05DB799617BE8FCD389B,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
58,STR-0617C4615FA8087251DD,LTEIHSGLROBHGJ-UHFFFAOYSA-N,COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)n4)CC3)c2c1,0,IC50,electrophysiology_functional,2014.0,2014.0,STR-0617C4615FA8087251DD,O=c1ccc2ncccc2n1CCN1CCC(NCc2cnccn2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
59,STR-06630A86FECDEB3ABBAD,OVJHOOWXJSPKQG-RUZDIDTESA-N,CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCN2CCN3CCC[C@@H]3C2)cc1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-06630A86FECDEB3ABBAD,O=S(=O)(Nc1cccc2ncccc12)c1ccc(CCCN2CCN3CCCC3C2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
60,STR-068CF9CF9640B782F866,RLNQKFLDMDEXFL-UHFFFAOYSA-N,CC(=O)N1CCN(CCOc2ccc(NC(=O)c3cccc(F)c3)cc2-c2ccnn2C)CC1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-068CF9CF9640B782F866,O=C(Nc1ccc(OCCN2CCNCC2)c(-c2ccn[nH]2)c1)c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
61,STR-069ABE26FC581CAE7E99,ZKRWPAYTJMRKLJ-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-069ABE26FC581CAE7E99,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
62,STR-06D23D06B9238E2C7824,HTHOAOYVNGKOOM-UHFFFAOYSA-N,CC1(C)Oc2cc(Cl)ccc2C2OCC3(CCN(CCn4ccnc4CO)CC3)CC21,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-06D23D06B9238E2C7824,c1ccc2c(c1)OCC1CC3(CCN(CCn4ccnc4)CC3)COC21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
63,STR-06D4F2453DEF8F5B3DEC,IOXNMJRBYAMCQG-UHFFFAOYSA-N,CC1(C)Oc2ccc(Cl)cc2C2OCC3(CCN(C(=O)Cn4ccnc4CO)CC3)CC21,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-06D4F2453DEF8F5B3DEC,O=C(Cn1ccnc1)N1CCC2(CC1)COC1c3ccccc3OCC1C2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
64,STR-07029378F7F56241D9B5,NXXSOLNVANSEFQ-CVDCTZTESA-N,C[C@H]1CN(c2cncc(OCc3ccc(C#N)cc3F)n2)CCN1Cc1nc2ccc(C(=O)O)cc2n1C[C@@H]1CCO1,0,IC50,electrophysiology_functional,2023.0,2023.0,STR-07029378F7F56241D9B5,c1ccc(COc2cncc(N3CCN(Cc4nc5ccccc5n4CC4CCO4)CC3)n2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
65,STR-0707CE0A2B16296731B0,NXOROCLEQLGGNL-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1cc2c(cn1)ncn2-c1ccc(OC(F)F)cc1,1,IC50,electrophysiology_functional,2024.0,2024.0,STR-0707CE0A2B16296731B0,c1ccc(-c2cc3c(cn2)ncn3-c2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
66,STR-071034B2F83858C9922B,CTJRRDKOXVXXEW-HNAOKYFASA-N,CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-071034B2F83858C9922B,O=C(C=Cc1ccc(C2CNCC2C(=O)Nc2ccccc2)cc1)Nc1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
67,STR-07419AA4AF2AEFE452FD,AEOJHOWLRNVRDE-UHFFFAOYSA-N,CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1-c1ccc(F)cc1,1,IC50,electrophysiology_functional,2017.0,2017.0,STR-07419AA4AF2AEFE452FD,O=S(=O)(NCc1ccn(-c2ccccc2)n1)c1cccc2cccnc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
68,STR-077A2AA8EEE7959CB7D1,BMQGIPHCTZAMMW-YHTXFFTCSA-N,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-077A2AA8EEE7959CB7D1,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
69,STR-078E503B73DE02EB4370,UFKMIVRYLMOXNT-YMNVWFMLSA-N,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-078E503B73DE02EB4370,O=C(Nc1csc(C23COCCC2CSC=N3)n1)c1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
70,STR-07AF50FD17FA44B18672,QWGLRNWFBYGMSI-QFBILLFUSA-N,Cc1c([C@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)C[C@H]3CO2)ccc2nonc12,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-07AF50FD17FA44B18672,O=C(Cc1ccc(-n2cnnn2)nc1)N1CCN2CC(c3ccc4nonc4c3)OCC2C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
71,STR-07CCFE6F37B060FD2E14,BLQLPPFWAKBJSW-UHFFFAOYSA-N,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cccnc1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-07CCFE6F37B060FD2E14,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnc5)[nH]4)CC32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
72,STR-07EA9F26E8F60112413F,WDLBYQOAVJSWSI-UHFFFAOYSA-N,Cc1nccn1CCN1CCC2(CC1)COC1c3ccc(Cl)cc3OC(C)(C)C1C2,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-07EA9F26E8F60112413F,c1ccc2c(c1)OCC1CC3(CCN(CCn4ccnc4)CC3)COC21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
73,STR-07FF1EF769D12A87F089,IOQAVAVYSMVXIJ-INIZCTEOSA-N,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(F)cn1,0,IC50,electrophysiology_functional,2013.0,2013.0,STR-07FF1EF769D12A87F089,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
74,STR-0815C55BC363F5A77DD0,GPDZHKOGLHALQL-GCJKJVERSA-N,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cnccn1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-0815C55BC363F5A77DD0,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnccn4)[nH]2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
75,STR-082BA0E51303C3EE47E9,SWUAVFBRZILEQG-UHFFFAOYSA-N,CC1(C)C2=C3CC4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1,IC50,electrophysiology_functional,2007.0,2007.0,STR-082BA0E51303C3EE47E9,O=C(Cc1ccc2c(c1)CC1=C3CC4C5=[N+](CCC4OC3CCN12)c1ccccc1C5)NCCCCCCN(CCOc1ccccc1)CCc1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
76,STR-0842F805FD888DDF72C9,RCJIOMDJRBCHJE-RISCZKNCSA-N,CN1C[C@H]2CCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-0842F805FD888DDF72C9,c1ccc(C23CCCC2CNC3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
77,STR-0849196B4A8CB4901FD4,WCBMSENIXPZAJT-UHFFFAOYSA-N,CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,1,IC50,electrophysiology_functional,2021.0,2021.0,STR-0849196B4A8CB4901FD4,c1ccc(-c2c[nH]c(C3CCN(c4ccncn4)CC3)n2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
78,STR-0869E7B21ED0EF7CACD0,OCPQIXXNFHDULP-UHFFFAOYSA-N,O=S(=O)(NCc1ccccc1)c1cccc(Nc2ccc3nccc(-c4ccncc4)c3n2)c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-0869E7B21ED0EF7CACD0,O=S(=O)(NCc1ccccc1)c1cccc(Nc2ccc3nccc(-c4ccncc4)c3n2)c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
79,STR-086A4BF624D60A5E313D,WYFRHLVGTKZBGO-UHFFFAOYSA-N,COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCOCC1,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-086A4BF624D60A5E313D,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
80,STR-087AEC5F064AF828E333,UVPQQVIBGBMPDZ-YKSBVNFPSA-N,COc1cc([C@H]2CCN(CCO)C[C@@H]2O)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-087AEC5F064AF828E333,c1ccc(-c2ccc3cnc(Nc4ccc(C5CCNCC5)cc4)nn23)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
81,STR-08801AE687BB6A42D064,ORHZQSYKGHHDOP-IBGZPJMESA-N,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-08801AE687BB6A42D064,O=C(Nc1cccc(C2C=COC=N2)c1)c1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
82,STR-08C6F534341AA0619A59,YUJKPGQGVBPUDS-UHFFFAOYSA-N,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NC1CCOCC1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-08C6F534341AA0619A59,c1cncc(-c2ccc3nccc(NC4CCOCC4)c3c2)c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
83,STR-08CDAEF901DD3414CD55,SDKAQMVPMOVEBU-CRICUBBOSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2Cl)N1CC(F)(F)CO,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-08CDAEF901DD3414CD55,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
84,STR-08D704D783D668120B26,AMFAUXJCRFTZMC-SGANQWHYSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)F,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-08D704D783D668120B26,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
85,STR-08E511E833E8975C9C7A,BWNSVPQWVGAVHA-HQXRWGSWSA-N,COC(C)(C)[C@@H]1C[C@H]1C(=O)Nc1cc2cc(C3CCN([C@]4(C)COC[C@@H]4O)CC3)c(Cl)cc2cn1,0,IC50,electrophysiology_functional,2023.0,2023.0,STR-08E511E833E8975C9C7A,O=C(Nc1cc2cc(C3CCN(C4CCOC4)CC3)ccc2cn1)C1CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
86,STR-08FF2814B2928D89D606,NIYGLRKUBPNXQS-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc2c(c1)C(O)CC1(CCN(C3CCc4cc(C#N)ccc4C3)CC1)O2,1,IC50,electrophysiology_functional,2003.0,2003.0,STR-08FF2814B2928D89D606,c1ccc2c(c1)CCC(N1CCC3(CCc4ccccc4O3)CC1)C2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
87,STR-0900B7C9F57431F3BFFF,DSXZHBCAGPUTHY-UHFFFAOYSA-N,NC1=NC2(CO1)c1cc(-c3cncc(OCC(F)(F)C(F)F)c3)ccc1OCC21CC1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-0900B7C9F57431F3BFFF,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
88,STR-091505F00B825DD4A749,GDOFODGNLUCIHP-UHFFFAOYSA-N,O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(F)c(F)c1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-091505F00B825DD4A749,O=c1ccc(OCCCN2CCCCC2)nn1-c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
89,STR-09175E0A90042E48B7B9,RAPMQRUFYZBKQI-CJNGLKHVSA-N,CNC[C@H](c1ccc(Cl)c(Cl)c1)[C@@H](O)c1ccccc1,0,IC50,electrophysiology_functional,2018.0,2018.0,STR-09175E0A90042E48B7B9,c1ccc(CCc2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
90,STR-0923629C2115928B60C0,BWGRDBSNKQABCB-BJESRGMDSA-N,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1cccs1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-0923629C2115928B60C0,O=C(NC(CCN1C2CCC1CC(n1cnnc1)C2)c1cccs1)C1CCCCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
91,STR-093A60833E04A65916DC,SFOVDSLXFUGAIV-UHFFFAOYSA-N,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,1,IC50,electrophysiology_functional,2002.0,2002.0,STR-093A60833E04A65916DC,c1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
92,STR-0979E056FC41C421FF2B,QKAZUVQTHFXMLS-UHFFFAOYSA-N,CC1(C)Oc2cc(Cl)ccc2C2OCC3(CCN(CCn4ccnc4)CC3)CC21,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-0979E056FC41C421FF2B,c1ccc2c(c1)OCC1CC3(CCN(CCn4ccnc4)CC3)COC21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
93,STR-098FC7E5E3AA278C38A5,LHDKPFSHXFFALR-HDICACEKSA-N,CC(C)(O)CC(=O)N1CCc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2C1,0,IC50,electrophysiology_functional,2023.0,2023.0,STR-098FC7E5E3AA278C38A5,c1cc(NC2CCCCC2)nc(Nc2ccc3c(c2)CCNC3)n1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
94,STR-0996615393F87C1226F0,DUGJPTAGBLAXGO-UHFFFAOYSA-N,CC(=O)NCCc1nccn1CCN1CCC2(CC1)COC1c3cc(Cl)ccc3OC(C)(C)C1C2,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-0996615393F87C1226F0,c1ccc2c(c1)OCC1CC3(CCN(CCn4ccnc4)CC3)COC21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
