structure_id,endpoint,assay_family,n_measurements,n_source_rows,n_cross_source_mirror_rows_collapsed,n_sources,n_exact_measurements,n_censored_measurements,n_approximate_measurements,p_activity_median,p_activity_best,p_activity_min,value_nm_median,value_nm_best,endpoints,n_endpoints,endpoint_families,n_endpoint_families,assay_families,n_assay_families,sources,compound_ids,target_names,document_years,relations,smiles,original_smiles,canonical_smiles,standardized_smiles,inchi_key,standard_inchi_key,structure_standardization_status,activity_range_log10,is_activity_heterogeneous,heterogeneity_log_spread_threshold,censoring_policy,aggregation_value_semantics,potency_class,active_100nM,active_1uM,scored_menin_endpoint,scored_menin_assay_family,has_observed_primary_herg_record,predicted_herg_blocker_probability,predicted_herg_probability_entropy_bits,herg_max_training_tanimoto,herg_nearest_training_smiles,herg_inside_applicability_domain,predicted_herg_risk
STR-551B85BEC657362DBF0B,IC50,biochemical_binding,1,2,1,2,1,0,0,5.42021640338319,5.42021640338319,5.42021640338319,3800.0,3800.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL1622912,Menin,2015,=,CCc1cc2c(N3CCN(c4nnc(CC)s4)CC3)ncnc2s1,CCc1cc2c(N3CCN(c4nnc(CC)s4)CC3)ncnc2s1,CCc1cc2c(N3CCN(c4nnc(CC)s4)CC3)ncnc2s1,CCc1cc2c(N3CCN(c4nnc(CC)s4)CC3)ncnc2s1,DHKNVMARWYPUJF-UHFFFAOYSA-N,DHKNVMARWYPUJF-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.8519549065630694,0.6049264509687992,0.20000000298023224,CN1CCN(c2ncc(C(=O)Nc3cc(-c4cccs4)ccc3N)s2)CC1,False,high
STR-86DE9B893F458A7FEC98,IC50,biochemical_binding,1,2,1,2,1,0,0,5.42021640338319,5.42021640338319,5.42021640338319,3800.0,3800.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5896173,Menin,2021,=,CNC(=O)N[C@@H]1CCC[C@H]1C(CNC(=O)c1cocn1)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CNC(=O)N[C@@H]1CCC[C@H]1C(CNC(=O)c1cocn1)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CNC(=O)N[C@@H]1CCC[C@H]1C(CNC(=O)c1cocn1)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,CNC(=O)N[C@@H]1CCC[C@H]1C(CNC(=O)c1cocn1)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,ZJNVALXKIUZRSB-UFKOFYMYSA-N,ZJNVALXKIUZRSB-UFKOFYMYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.8301462993209228,0.6573699983961879,0.25641027092933655,CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1,True,high
STR-D1C0AC976A090EAA245E,IC50,biochemical_binding,1,1,0,1,1,0,0,5.405607449624574,5.405607449624574,5.405607449624574,3930.0,3930.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156531562,Menin,2026,=,CCN(C)C[C@@H](O)C[C@@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,CCN(C)C[C@H](C[C@@H](C(C)C)N1CC2(C1)CCN(C2)C3=C(N=NC=N3)OC4=C(C=C(C=C4)F)C(=O)N(CC)C(C)C)O,CCN(C)C[C@@H](O)C[C@@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,CCN(C)C[C@@H](O)C[C@@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,LBZIHFPAAWTXAW-AHWVRZQESA-N,LBZIHFPAAWTXAW-AHWVRZQESA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9033036347285387,0.45843497295110236,0.2429906576871872,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False,high
STR-8535ECCB37B9DE83B0D3,IC50,biochemical_binding,1,1,0,1,1,0,0,5.400116927926312,5.400116927926312,5.400116927926312,3980.0,3980.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156532017,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCN(C)C(C)C)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@@H](CCCN(C)C(C)C)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCN(C)C(C)C)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCN(C)C(C)C)C(C)C)C2)C(C)C,LOLWSLIKQBDZNW-MHZLTWQESA-N,LOLWSLIKQBDZNW-MHZLTWQESA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9077863714576614,0.4438157766319615,0.22429905831813812,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False,high
STR-4ACD6DB0066464DC0230,IC50,biochemical_binding,1,1,0,1,1,0,0,5.3979400086720375,5.3979400086720375,5.3979400086720375,4000.0,4000.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL3126184,Menin,2014,=,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCC3)CC2)cc1,WNMLKDFEBXLYRH-UHFFFAOYSA-N,WNMLKDFEBXLYRH-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9609151214512205,0.2380805437152288,0.4035087823867798,c1ccc(-c2ccc(OCCCCCN3CCCCC3)cc2)cc1,True,high
STR-B8D3AA93809B56B2198C,IC50,biochemical_binding,1,2,1,2,1,0,0,5.3872161432802645,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5856522,Menin,2021,=,N#Cc1ccc(N2CC(C(=O)N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,N#Cc1ccc(N2CC(C(=O)N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,N#Cc1ccc(N2CC(C(=O)N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,N#Cc1ccc(N2CC(C(=O)N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,XZDMAUPWRIJLHR-UHFFFAOYSA-N,XZDMAUPWRIJLHR-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9338096800792376,0.35154307751191616,0.2926829159259796,CC(c1ccc(C#N)cc1)N1C[C@H](N)[C@H](C(=O)N2CCC[C@H]2C#N)C1,True,high
STR-C44F56C9778A0067D259,IC50,biochemical_binding,1,1,0,1,1,0,0,5.3872161432802645,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL3126183,Menin,2014,=,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,GYIRGZHIMDCFEY-UHFFFAOYSA-N,GYIRGZHIMDCFEY-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9613778511021371,0.23593873110757707,0.4153846204280853,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,True,high
STR-1E3B65B659C49B92801F,IC50,biochemical_binding,1,1,0,1,1,0,0,5.377785977033705,5.377785977033705,5.377785977033705,4190.0,4190.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156531586,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](C[C@H](O)CN(C)CCOC)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@@H](C[C@@H](CN(C)CCOC)O)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](C[C@H](O)CN(C)CCOC)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](C[C@H](O)CN(C)CCOC)C(C)C)C2)C(C)C,XOMQNBYRAKVRPP-BDYUSTAISA-N,XOMQNBYRAKVRPP-BDYUSTAISA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9099869053174261,0.43651352389730547,0.2321428507566452,O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False,high
STR-73C772FB7948E1F95E72,IC50,biochemical_binding,1,1,0,1,1,0,0,5.377785977033705,5.377785977033705,5.377785977033705,4190.0,4190.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,PubChem,156531428,Menin,2026,=,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC)C(C)C)C2)C(C)C,CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CCC4(C3)CN(C4)[C@@H](CCCNC)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC)C(C)C)C2)C(C)C,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](CCCNC)C(C)C)C2)C(C)C,FNBOKVKCHUGFKA-DEOSSOPVSA-N,FNBOKVKCHUGFKA-DEOSSOPVSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.859405696693628,0.5857931248258104,0.2222222238779068,O=C(NC1CC1)c1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,False,high
STR-EE1ECC6B864815D20E60,IC50,biochemical_binding,1,2,1,2,1,0,0,5.376750709602099,5.376750709602099,5.376750709602099,4200.0,4200.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5904127,Menin,2021,=,N#Cc1ccc(OCCCN2CCC(C3(Cc4ccccc4)NCCc4ccccc43)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C3(Cc4ccccc4)NCCc4ccccc43)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C3(Cc4ccccc4)NCCc4ccccc43)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C3(Cc4ccccc4)NCCc4ccccc43)CC2)cc1,CSASFCLWSKWKNO-UHFFFAOYSA-N,CSASFCLWSKWKNO-UHFFFAOYSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,weak_1uM_to_10uM,False,False,IC50,biochemical_binding,False,0.9629456937860491,0.2286193106477631,0.3333333432674408,c1ccc(-c2ccc(OCCCCCN3CCCCC3)cc2)cc1,True,high
