table,code,severity,scope,message,row_number,column,identifier,value,context
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,3,standard_units,15626010,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,5,standard_units,15626017,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,7,standard_units,15626024,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,8,standard_units,15626030,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,9,standard_units,15626031,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,10,standard_units,15626037,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,11,standard_units,15626038,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,42,standard_units,5080962,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,46,standard_units,5316157,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,47,standard_units,5317001,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,48,standard_units,5317628,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,49,standard_units,5317909,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,50,standard_units,5318579,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,51,standard_units,5318860,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,52,standard_units,5319530,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,53,standard_units,5319811,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,84,standard_units,13989213,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,86,standard_units,13989215,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,88,standard_units,13989217,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,89,standard_units,13989218,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,90,standard_units,13989219,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,91,standard_units,13989220,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,92,standard_units,13989221,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,93,standard_units,13989222,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,94,standard_units,13989223,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,95,standard_units,13989224,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,96,standard_units,13989225,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,97,standard_units,13989226,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,98,standard_units,13989227,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,99,standard_units,13989228,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,100,standard_units,13989229,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,101,standard_units,13989230,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,102,standard_units,13989231,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,108,standard_units,15626032,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,109,standard_units,15626039,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,139,standard_units,641954,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,141,standard_units,5317529,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,142,standard_units,5318480,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,143,standard_units,5319431,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,145,standard_units,6262267,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,146,standard_units,6262310,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,147,standard_units,6262395,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,166,standard_units,14592717,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,175,standard_units,15444898,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,177,standard_units,15446269,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,242,standard_units,18132414,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,243,standard_units,18133014,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,277,standard_units,19141648,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,278,standard_units,19141704,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,279,standard_units,19141760,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,280,standard_units,19141841,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,281,standard_units,19141897,,{}
pk,missing_unit,warning,row,A numeric assay result is missing its unit.,282,standard_units,19141953,,{}
pk,unknown_unit,warning,row,Unit is not in the configured controlled vocabulary.,45,standard_units,5173182,mg Kg-1,{}
pk,unknown_unit,warning,row,Unit is not in the configured controlled vocabulary.,134,standard_units,18150971,mg.kg-1,{}
pk,unknown_unit,warning,row,Unit is not in the configured controlled vocabulary.,144,standard_units,6262224,ml,{}
pk,mass_concentration_requires_molecular_weight,info,row,Mass-concentration solubility is valid but requires molecular weight before comparison with molar solubility.,140,standard_units,3468634,ug.mL-1,{}
pk,mass_concentration_requires_molecular_weight,info,row,Mass-concentration solubility is valid but requires molecular weight before comparison with molar solubility.,284,standard_units,19429034,ug.mL-1,{}
