table,code,severity,scope,message,row_number,column,identifier,value,context
menin,missing_numeric_value,error,row,'value_raw' is missing.,732,value_raw,28232778,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,733,value_raw,28232779,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,735,value_raw,28232781,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,736,value_raw,28232782,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,738,value_raw,28232784,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,739,value_raw,28232785,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,741,value_raw,28232787,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,742,value_raw,28232788,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,744,value_raw,28232790,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,745,value_raw,28232791,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,747,value_raw,28232793,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,748,value_raw,28232794,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,750,value_raw,28232796,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,751,value_raw,28232797,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,753,value_raw,28232799,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,754,value_raw,28232800,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,756,value_raw,28232802,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,757,value_raw,28232803,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,759,value_raw,28232805,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,760,value_raw,28232806,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,762,value_raw,28232808,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,763,value_raw,28232809,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,765,value_raw,28232811,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,766,value_raw,28232812,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,768,value_raw,28232814,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,769,value_raw,28232815,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,771,value_raw,28232817,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,772,value_raw,28232818,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,774,value_raw,28232820,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,775,value_raw,28232821,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,777,value_raw,28232823,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,778,value_raw,28232824,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,780,value_raw,28232826,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,781,value_raw,28232827,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,783,value_raw,28232829,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,784,value_raw,28232830,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,786,value_raw,28232832,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,787,value_raw,28232833,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,789,value_raw,28232835,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,790,value_raw,28232836,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,792,value_raw,28232838,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,793,value_raw,28232839,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,795,value_raw,28232841,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,796,value_raw,28232842,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,798,value_raw,28232844,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,799,value_raw,28232845,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,801,value_raw,28232847,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,802,value_raw,28232848,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,804,value_raw,28232850,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,805,value_raw,28232851,,{}
