evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,Ratio,ml/min.umol,2,19.4,19.610999999999997,29.95,40.289,40.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,ml/min/nmol,2,0.12,0.1201,0.125,0.12990000000000002,0.13,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,nM,8,1.0,1.0,1.25,144.58999999999997,149.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,uM,1,4.0,4.0,4.0,4.0,4.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio,ul/min/pmol,6,0.001,0.00115,0.006500000000000001,0.022250000000000002,0.023,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio AUC,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio CC50/EC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio CC50/IC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio EC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio IC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio Ki,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio LC50/IC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio LD50/IC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ratio_Papp,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Recovered,%,89,70.87,77.6812,94.0,120.0,120.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Recovery,%,28,21.0,24.240000000000002,76.0,109.803,110.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Recovery A to B (mean),%,274,5.54,16.506,80.0,105.80999999999995,116.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Recovery A to B plus inhibitor (mean),%,30,61.6,62.064,81.65,112.68,115.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Recovery B to A (mean),%,94,33.2,56.264,86.7,102.27999999999997,106.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Recovery B to A plus inhibitor (mean),%,30,57.4,58.734,84.69999999999999,104.26,106.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative Bioavailability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative Bioavailability,%,4,65.4,79.6815,552.085,1010.5399,1024.39,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative F%,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative Potency,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative activity,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative bioavailability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative metabolic rate,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative oncentration,uM,1,0.05,0.05,0.05,0.05,0.05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative permiability,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative peroxidation,%,1,1.0,1.0,1.0,1.0,1.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative potency,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative protection,%,19,3.2,3.5420000000000003,28.8,65.548,65.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative rate metabolism,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Relative rate of hydrolysis,%,41,0.0,0.0,43.8,259.04,264.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Remaining,%,530,0.0,0.0,54.0,112.71000000000004,124.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Remaining (without cofactor),%,427,74.64,84.76320000000001,100.31,116.0,118.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Remaining compound,%,15,11.0,12.4,81.0,113.33999999999999,116.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Remaining rate,%,16,60.2,63.89,91.2,94.74,94.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Remaining ratio,%,16,9.0,18.15,100.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Retention_index,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Retention_time,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Retention_time,min,489,0.2,0.2,9.04,31.55200000000001,52.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Rmax,%,3,100.0,100.0,100.0,106.86,107.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,S50,mM,2,0.2,0.21900000000000003,1.1500000000000001,2.081,2.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,S50,uM,2,10.6,12.548,108.0,203.452,205.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,SUV,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,SUVmax,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Selectivity,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Selectivity Index,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Selectivity ratio,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,%,22,0.5,0.563,10.0,496.01,500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,g,21,0.03,0.056,3.08,46.196000000000026,53.97,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,mg,3,1.15,1.4469999999999998,16.0,16.245,16.25,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,mgkg-1,4,0.012,0.01344,4.88,106.99099999999997,110.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,nM,33744,-7520000000.0,49.43000000000001,60000.0,47000000.0,2250000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Solubility,ug/mL,27790,0.0,0.01,53.6,227407.00000000215,850000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,%,28541,-1.0,0.0,64.2,107.0,8676.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,%/hr,15,15.0,16.26,51.0,93.44,94.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,microg.min/ml,1,72.0,72.0,72.0,72.0,72.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,microl/min/mg,847,-16.0,-2.153599999999998,77.0,993.5399999999963,1856.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,min,66,1.3,1.7550000000000001,23.9,120.0,120.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ml/min,62,0.001,0.0022199999999999998,0.068,25.91300000000001,36.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ml/min.kg,250,0.0,0.0,18.0,202.67999999999938,1317.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ml/min/g,26,0.35,0.355,0.87,66.5,83.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ml/min/mg,62,0.0,0.0,10.5,239.46,248.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,mmol/min,10,0.0,0.0,0.13,0.2882,0.29,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,mmol/min/mg,3,0.001,0.00178,0.04,0.7848,0.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nM,21,1.03,2.724,387.9,920.62,922.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ng/mL,10,1946.0,1965.89,2580.5,2924.08,2932.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nm/min,9,0.0,0.0,0.026,0.1152,0.12,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nm/min/mg,2,0.01,0.010450000000000001,0.0325,0.05455,0.055,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nmol/mg/min,18,0.003,0.00419,0.085,0.8829999999999999,0.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nmol/min,109,-0.007,0.0,0.1,6.544000000000009,10.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nmol/min/kg,29,0.1,0.1,0.1,0.3,0.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,nmol/min/mg,25,0.0,0.0,0.015,1.4747999999999997,1.53,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pm/mg/hr,1,100.0,100.0,100.0,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmol,6,5.0,5.15,89.5,348.40000000000003,356.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmol/mg,4,39.0,39.51,171.5,650.7499999999999,662.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmol/mg/hr,18,0.1,0.33799999999999997,30.0,356.32,357.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmol/min,3,2.0,5.46,175.0,640.5,650.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmol/min/mg,54,6.2,8.691,63.599999999999994,1008.3499999999996,1223.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmol/ml,6,142.0,173.5,791.0,868.6,869.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,pmolequiv/mg,5,0.0,0.4,50.0,701.52,715.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,uM,35,0.12,0.1846,41.0,201.55999999999995,207.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ugml-1,6,62.01,62.241,71.77000000000001,80.816,81.12,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ul/mg/min,11,-12.0,-10.6,57.0,190.60000000000002,199.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ul/min,84,1.0,1.0,10.0,186.57000000000005,204.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ul/min.mg,85,3.0,3.84,28.0,1250.0,1250.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ul/min/kg,58,1.0,1.57,8.5,174.3,180.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stability,ul/ml,3,0.2,0.2,0.2,0.984,1.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stabilty,microl/min/mg,20,3.0,3.0,4.35,149.38999999999984,172.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stabilty,min,71,1.6,1.74,30.0,180.0,180.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stabilty,ml/min.kg,92,4.0,4.0,40.5,933.8600000000001,983.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Stimulation,%,1,72.0,72.0,72.0,72.0,72.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Substrate metabolized at 1hr,%,4,0.0,0.39,56.5,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Survival,%,54,26.7,29.191,41.1,83.27199999999998,92.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Survival,day,1,30.0,30.0,30.0,30.0,30.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T,min,1,12.0,12.0,12.0,12.0,12.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,%,15,0.5,0.5098,17.2,1000.0,1000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,h,93831,-12.0,0.01667,1.667,288.0,329551200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,lkg-1,2,0.28,0.2827,0.41500000000000004,0.5473,0.55,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,mgkg-1,1,1.3,1.3,1.3,1.3,1.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,microsec,1,56.0,56.0,56.0,56.0,56.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,min-1,3,52.5,52.5,52.5,52.5,52.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,ml/min.kg,5,0.4,0.41600000000000004,2.1,16.608,17.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,nanoseconds,2,4.0,4.002,4.1,4.198,4.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,uM,3,1.2,1.21,1.7,147.034,150.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,ug.hr/ml,1,4.2,4.2,4.2,4.2,4.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/2,ugml-1,2,0.51,0.5141,0.7150000000000001,0.9159,0.92,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T1/29,min,11,10.0,10.0,30.0,120.0,120.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,T50,min,12,2.0,2.0,4.0,10.89,11.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TC50,10'3nm,3,8.77,8.8446,12.5,16.42,16.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TC50,10'4nm,10,1.16,1.1743999999999999,5.895,7.0175,7.04,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TC50,10'5nm,6,1.0,1.0,1.0,1.0,1.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TC50,uM,20,7.5,7.975,56.1,389.677,390.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TDI,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TDI,%,224,-39.0,-10.258,20.0,91.77000000000001,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TDI,10'-4/min,9,8.0,8.48,41.0,135.64,141.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TDI,uM,12,35.0,36.65,50.0,50.0,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TI,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,TIME,h,32,0.007222,0.00842728,0.08083499999999999,19.69,20.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tlag,min,11,1.55,1.731,9.57,23.022,23.49,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,%,3,0.67,0.6906,1.7,9.344,9.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,h,14876,0.0,0.03,1.0,18.15,1067.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,mg/l,3,1.92,1.9265999999999999,2.25,2.25,2.25,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,ng.hr/ml,2,1.0,1.013,1.65,2.287,2.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,ng/mL,1,1.33,1.33,1.33,1.33,1.33,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,uM,11,0.5,0.55,1.7,4.603,4.67,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Tmax,ug.hr/ml,2,12.2,14.048,104.6,195.152,197.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Turnover,%,4,46.0,47.17,85.5,88.91,89.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Unchanged,%,3,10.0,11.2,70.0,70.0,70.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,V0,pmol/min,10,0.0,0.9072,36.795,96.7633,97.45,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vc/F,l,18,0.044,0.05352,30.85,7510.969999999988,8660.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vc/F,l/hr,1,0.2,0.2,0.2,0.2,0.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vc/F,l/hr/kg,2,1.14,4.7786,183.07,361.3614,365.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,%,6,3.2,3.745,18.4,47.45,48.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,(mg/kg)/(ug/ml),1,38.24,38.24,38.24,38.24,38.24,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,L/kg,4983,0.0,0.067,3.27,616.1080000000147,922381.67,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,kg,2,1.5,1.611,7.05,12.488999999999999,12.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,kg-1,9,0.26,0.2632,0.44,4.8624,5.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,l,179,0.002,0.00912,13.1,3690.3999999999996,4016.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,l/1.73m2,2,11.0,11.81,51.5,91.19,92.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,l/hr,2,3.8,3.803,3.9499999999999997,4.0969999999999995,4.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,ml,39,0.6,0.6076,104.0,11632.095999999998,12096.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,ml/cm3,31,1.0,1.24,2.8,138.71999999999997,147.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,ml/hr.kg,3,931.0,937.24,1243.0,31082.04,31691.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,ml/mg,1,2.4,2.4,2.4,2.4,2.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd,ml/min.kg,8,0.12,0.1256,0.405,10.204999999999998,10.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vd/F,L/kg,44,0.3,0.36019999999999996,15.28,617.477,620.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,%,2,0.15,0.1805,1.675,3.1695,3.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,10^-4(mg/kg)/(ng/ml),1,3.0,3.0,3.0,3.0,3.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,L/kg,16082,0.00023,0.1,1.8,73.0,18431.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,g/kg,3,3.6,3.66,6.6,2388.392,2437.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,h,2,0.8,0.801,0.8500000000000001,0.899,0.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,kg/l,2,11.5,11.558,14.4,17.242,17.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,l,150,0.052,0.08597,9.8,761.1999999999971,4668.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,l/hr,7,1.1,1.106,3.08,4.6892000000000005,4.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,l/hr.kg,1,2.11,2.11,2.11,2.11,2.11,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,l/hr/kg,20,0.68,0.6933,2.9699999999999998,7.029999999999996,7.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,l/m2,4,7.48,7.501600000000001,9.899999999999999,475.6479999999999,490.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,mL/min/kg,124,0.05,0.10690000000000001,1.3,62.36399999999983,73.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,mg/l,1,0.9,0.9,0.9,0.9,0.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,mg/ng/ml,3,0.00022,0.000233,0.00087,0.0014874,0.0015,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,ml,17,2.43,3.3052,55.1,6639.12,6750.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,ml/hr.kg,3,526.0,530.12,732.0,869.2,872.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,ml/hr/kg,1,1270.0,1270.0,1270.0,1270.0,1270.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,ml/mg,1,4901.0,4901.0,4901.0,4901.0,4901.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,ml/min.kg,5,0.26,0.41359999999999997,6.2,290.48,301.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,ng/mL,3,719.0,739.24,1731.0,2529.7,2546.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss,not_given,5,0.4,0.404,0.5,0.796,0.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vdss/F,L/kg,6,103.0,116.1,594.0,866.1,874.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Viability,%,4,82.0,82.3,96.0,105.82,106.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,microm/s,23,198.0,207.9,447.0,708.4200000000001,717.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nanomol/min,1,0.0191,0.0191,0.0191,0.0191,0.0191,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nm/mg*min,3,1.6,1.6,1.6,1.698,1.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nm/min/mg,4,0.012,0.01314,0.12,1.1696999999999997,1.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nmmin-1,6,0.13,0.14100000000000001,0.9299999999999999,6.965000000000001,7.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nmmin-1(mgofprotein)-1,2,0.49,0.4908,0.53,0.5691999999999999,0.57,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nmmin-1mg-1,5,0.37,0.3708,1.4,3.1588,3.17,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nmol/mg/min,6,0.28,0.28300000000000003,0.88,4.695,4.87,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nmol/min,62,0.066,0.07088,2.3499999999999996,210.7600000000001,323.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,nmol/min/mg,88,0.0,0.02001,3.205,2271.049999999995,3215.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmhr-1mg-1,1,353.2,353.2,353.2,353.2,353.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmmin-1,5,280.0,284.8,750.0,35567.0,37000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmmin-1mg-1,42,9.4,33.836000000000006,350.0,1355.6999999999998,1368.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol.min.mg-1,10,15.5,18.263,362.59999999999997,22895.190000000002,24617.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/hr,1,65.4,65.4,65.4,65.4,65.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/mg/min,1,60.14,60.14,60.14,60.14,60.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/min,81,0.11,0.166,112.9,2855.800000000001,3199.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/min/10^6cells,4,5.7,6.219,25.5,78.43999999999998,80.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/min/cm2,1,137.0,137.0,137.0,137.0,137.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/min/mg,37,3.6,5.652000000000001,343.0,7080.040000000002,8011.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax,pmol/s,1,8.9,8.9,8.9,8.9,8.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax(app),pmol/mg.min,4,137.32,139.2145,211.435,764.3874999999998,781.15,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax(app),pmol/min,3,59.0,62.36,227.0,261.3,262.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax(app),pmol/min.mg,8,2.49,2.6741,63.7,273.04999999999995,279.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,microl/min/mg,17,0.53,0.6916,110.0,1835.04,1924.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,ml/min,2,1.11,1.11151,1.1855,1.25949,1.261,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,ml/min/mg,5,0.122,0.12308,8516.0,11897.88,11974.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,pl/min,12,0.013,0.015969999999999998,2.59,33.792,34.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,ul/mg/min,10,14.5,17.443,95.7,640.1360000000001,644.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,ul/min,13,0.621,0.68208,5.382,43.628,44.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vmax/Km,ul/min.mg,2,16.23,16.278200000000002,18.64,21.0018,21.05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,VmaxH,pmol/min,4,772.0,773.17,894.5,1159.3899999999999,1165.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,VmaxH,pmol/min/g,4,137.9,143.04500000000002,322.95,685.2149999999999,696.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,VmaxH,pmol/min/mg,2,22.7,22.9634,35.87,48.7766,49.04,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,VmaxL,pmol/min,4,523.0,531.91,2853.0,5119.7699999999995,5127.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,VmaxL,pmol/min/g,4,2396.0,2471.24,5084.5,7364.079999999999,7429.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,VmaxL,pmol/min/mg,2,122.41,122.5782,130.82,139.06179999999998,139.23,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vp/F,l,4,703.0,708.82,1257.5,23328.539999999994,24000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Vss/F,l,8,21.6,22.013,535.5,35546.67999999999,38100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Weight,%,6,32.64,33.9285,65.685,75.97699999999999,76.24,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,[A],uM,11,2.6,2.6,34.0,40.0,40.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,[EA],uM,11,0.0,0.0,0.0,50.0,50.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,[GSH],nm(10e6*cells)-1,18,16.2,16.557,34.2,72.81999999999998,75.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,deltaA,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,fEC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,fEC50,nM,2,0.17,0.4083,12.085,23.7617,24.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,k_off,s^-1,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
