evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,Activity,omegacm2,6,318.0,318.4,346.0,394.85,396.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pm/mg,4,2.0,2.0,201.0,400.0,400.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pm/min/mg,1,141.0,141.0,141.0,141.0,141.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pm/min/ml,1,114.0,114.0,114.0,114.0,114.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol,54,0.0,0.0,47.0,1261.1799999999998,1364.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/hr,3,16.0,16.04,18.0,45.44,46.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/mg,41,5.0,5.0,33.0,3020.000000000003,3900.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/mg/hr,20,5.0,5.0,20.5,427.69999999999976,460.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/mg/min,15,2.46,3.2202,17.96,48.89399999999999,50.98,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/min,20,2.8,6.068,56.849999999999994,273.30999999999995,283.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/min/mg,12,0.0,0.0,4.685,500.21000000000004,510.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmol/min/ug,6,0.25,0.2585,0.485,0.5795,0.58,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmolequiv,2,8.3,8.562000000000001,21.4,34.238,34.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,pmolequiv/mg,12,15.2,15.684,53.0,555.57,568.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,ppm,2,0.43,0.7893,18.395,36.0007,36.36,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,rfu,3,2874.0,2907.76,4562.0,6216.24,6250.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,u/l,13,16.5,16.572,161.4,253.5,253.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,uM,91,0.01,0.0685,20.0,200.0,200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,ug,25,0.059,0.059719999999999995,3.36,451.0959999999991,556.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,ugml-1,1,27.75,27.75,27.75,27.75,27.75,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity_index,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity_index,%,5,12.3,12.38,17.7,29.188000000000002,29.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Alpha Ki,M,13,3.3e-08,3.48e-08,4e-06,0.00041079999999999985,0.00043,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Amount,pM,6,4.0,8.350000000000001,144.0,757.5,765.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Amount of metabolite,nmml-1,10,0.0,0.0,61.5,188.2,190.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Augmentation,%,4,7.5,7.521,54.1,108.73,109.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,B-A/A-B,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BA,%,63,6.23e-06,0.2480023674,21.0,109.558,112.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BAV,%,5,0.0,0.0,11.0,29.432,30.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BBB,%,1,7.22,7.22,7.22,7.22,7.22,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BBB,10'-3cm/min,1,18.0,18.0,18.0,18.0,18.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BBB,10^-6cm/s,3,0.12,0.3482,11.53,12.9412,12.97,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BBR,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,BPR,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Ba,%,7,20.0,20.66,50.0,96.79999999999998,98.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Binding,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Binding,%,94,48.0,49.86,99.83500000000001,100.0,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Binding,pm30min-1(mgofdna)-1,18,24.8,28.7372,93.8,126.28999999999999,126.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Bioavailability Increase,%,2,154.0,172.46,1077.0,1981.54,2000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Bmax,fmol/mg,1,55500.0,55500.0,55500.0,55500.0,55500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Bound,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Bound,%,105,10.0,14.84,89.0,99.496,99.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Brain level,ugweight-1,8,38.0,38.91,90.0,140.95,142.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,C8h,uM,15,0.0,0.0,0.0,8.395779999999997,9.428,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CC50,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CC50,nM,235,200.0,448.0,20000.0,445559.99999999994,500000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CE logK',,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CI,mlmin-1kg-1,3,146.0,146.24,158.0,247.18,249.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,%,400,0.3,0.699,30.0,109.46219999999958,299.15,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,%id,2,0.19,0.2056,0.97,1.7344,1.75,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,%id/cc,4,4.2,4.215,8.35,12.291,12.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,%id/g,3,127.8,127.972,136.4,138.066,138.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,(mg/kg)/(ng/ml)/hr,3,0.0005,0.00051,0.001,0.001686,0.0017,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,(mg/kg)/(ug/ml)/min,1,0.15,0.15,0.15,0.15,0.15,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,(ml/min)/kg,1,4.2,4.2,4.2,4.2,4.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,/hr,1,0.66,0.66,0.66,0.66,0.66,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,/s,2,0.3,0.307,0.65,0.993,1.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,/um/min,20,1.0,1.057,3.3,12.585999999999999,12.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,10'-6ul/min,3,24.0,26.82,165.0,169.9,170.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,10^-4(mg/kg)/(ng/ml)/hr,1,2.0,2.0,2.0,2.0,2.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,10^-6ml/hr/kg,1,8.08,8.08,8.08,8.08,8.08,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,L/kg,57,0.018,0.07512,23.5,173.07999999999964,261.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,g/hr/kg,3,0.3,0.31,0.8,107.816,110.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,h,1,16.0,16.0,16.0,16.0,16.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,hr.kg/l,33,0.1,0.1,3.0,21.04,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,hr/l/kg,2,2.6,2.603,2.75,2.897,2.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,kg-1hr-1,1,2.0,2.0,2.0,2.0,2.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l(minmg)-1,2,11.0,11.16,19.0,26.84,27.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l.h-1,2,11.76,11.8359,15.555,19.2741,19.35,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l.h/kg,2,0.2,0.23,1.7000000000000002,3.17,3.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l/hr,422,0.0008,0.009,4.4,805.3200000000124,16826.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l/hr/1.73m2,4,0.56,0.6812,4.65,4.797,4.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l/hr/m2,3,3.2,3.234,4.9,111.818,114.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l/kg.hr,47,0.0064,0.011276000000000001,0.77,5.89816,5.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l/kg/min,2,0.009,0.01095,0.1065,0.20204999999999998,0.204,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,l/min,97,0.006,0.008879999999999999,4.3,156.79999999999865,320.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,lhr-1,1,0.04,0.04,0.04,0.04,0.04,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ll/min/million,1,5.0,5.0,5.0,5.0,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mL/min/kg,47186,-8.6,0.0216595,22.0,3353.2505000000315,3705138.83,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,meq/l,4773,88.6,100.2,105.2,109.4,116.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/hr/kg,1,15.7,15.7,15.7,15.7,15.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/kg/hr,1,453.6,453.6,453.6,453.6,453.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/kg/microm.hrs,1,0.22,0.22,0.22,0.22,0.22,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/kg/min,4,24.2,24.752,44.2,58.701,59.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/min/kg,7,4.65,4.728000000000001,20.8,70.75399999999999,71.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/ml/g,4,7.0,7.003,7.55,8.0,8.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/ml/kg,12,7.2,7.288,20.6,75.51400000000001,78.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mg/ng/ml/hr,4,0.00049,0.0005011,0.00093,0.0036189999999999994,0.0037,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mgkg-1,1,0.0014,0.0014,0.0014,0.0014,0.0014,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mgmin-1kg-1,7,1.7,1.808,9.0,46.64,47.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mgml-1kg-1,14,20.0,20.0,26.0,42.0,42.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,microg/hr/ml,5,1.2,1.24,2.7,20.748,21.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,microl/ml/min,3,4.0,4.04,6.0,11.879999999999999,12.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,microm/min/mg,11,20.0,27.4,300.0,719.3,720.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,micromol.hr/l/mg/kg,1,0.05,0.05,0.05,0.05,0.05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,min,1,30.0,30.0,30.0,30.0,30.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,min.kg/l,4,0.7,0.739,2.0,2.291,2.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,min.ug/ml,1,5.0,5.0,5.0,5.0,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,min/ml/kg,23,1.07,1.1646,8.56,48.434000000000005,49.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml,1,20.0,20.0,20.0,20.0,20.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml.kg/min,13,0.49,0.5392,11.6,545.0679999999995,609.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml.min,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml.min-1,4,812.8,835.2729999999999,2131.7,3745.705,3778.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml.min-1.g-1,28795,-124.0,0.0025879999999999996,29.0,91000.0,59000000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml.min/kg,44,0.9,1.244,18.85,141.81,156.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/hr,80,0.001,0.00574,78.6,51458.649999999936,59410.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/hr/mg,6,0.028,0.028050000000000002,2291.63,34391.755000000005,36054.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/kg,3,774.0,790.0662,1577.31,2292.4062,2307.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/kg.hr,15,0.33,0.54,273.0,3687.102399999999,3894.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/kg.min,34,1.09,1.2484000000000002,22.75,206.68,208.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/mg/kg,37,0.4,0.436,16.0,190.0,190.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/min,331,0.0,9.000000000000007e-05,14.9,1693.7099999999928,51650.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/min.g,13,0.3,0.3,5.6,49.35999999999998,52.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/min.mg,5,0.029,0.029,0.04,0.050839999999999996,0.051,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/min/hr,4,0.0,0.54,25.5,175.58999999999997,180.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/min/m2,15,4.37,4.4498,6.44,1526.4199999999998,1540.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/min/nmol,4,0.16,0.1696,0.5349999999999999,1.7636999999999998,1.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ml/mm/kg,5,5.5,5.572,11.4,29.572,29.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mlhr-1,1,21.32,21.32,21.32,21.32,21.32,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mlkg-1,3,94.0,94.0,94.0,139.08,140.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mlmg-1kg-1,5,7.0,7.84,50.0,57.72,58.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,mlmin-1,6,0.5,0.5,1.2,6.3950000000000005,6.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ng.hr/ml,4,1.0,1.024,3.1999999999999997,17.403999999999996,17.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ng/mL,8,0.2,0.24200000000000002,30.35,1919.4999999999998,2000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ng/min/kg,6,0.65,0.6575,12.0,21.685000000000002,22.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ng/ml/hr,1,0.0009,0.0009,0.0009,0.0009,0.0009,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nl/min,18,17.69,18.1184,161.9,217.688,218.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nl/pmol/min,5,0.88,1.056,13.7,86.4832,89.02,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nm/min,4,0.032,0.03332,0.08,0.11309999999999999,0.114,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nm/min/mg,1,0.063,0.063,0.063,0.063,0.063,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nmol/mg.min,36,0.0,0.0,0.13,0.27949999999999997,0.29,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nmol/mg/min,10,0.0,0.0,0.0,0.028210000000000006,0.031,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nmol/min,8,0.604,0.61044,1.01,2.9421999999999997,2.98,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,nmol/min/mg,21,0.0,0.0008,0.032,0.14400000000000007,0.16,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,pmol/min/mg,4,34.1,36.353,182.15,295.64599999999996,296.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ug.hr/ml,1,4.7,4.7,4.7,4.7,4.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ug/hr,1,9.48,9.48,9.48,9.48,9.48,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ug/min,44,10.0,10.0,10.0,1203.1900000000003,1705.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ug/min/mg,16,4.0,4.45,22.5,391.8499999999999,440.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ug/ml/hr,1,0.0355,0.0355,0.0355,0.0355,0.0355,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ugml-1,86,7.0,7.0,35.0,267.1500000000008,387.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul.min-1.(10^6cells)-1,1736,0.083,1.0,16.6,150.0,1705.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul.min.nmol-1,9,1.4,1.5679999999999998,10.6,938.0039999999999,1013.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/mg/min,6,5.8,5.8,9.65,36.36,36.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/min,422,0.0,0.00142,10.0,671.8500000000004,1035.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/min.ml,4,1.68,1.6923,6.395,69.579,71.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/min/pmol,8,0.19,0.3419,3.315,5.8,5.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/ml,6,2.0,2.2,14.5,23.85,24.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/ml.millig,20,7.0,9.280000000000001,71.0,1065.6599999999992,1177.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,ul/ml/kg,50,5.0,5.98,42.0,125.4999999999999,150.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,um.hr,1,5.2,5.2,5.2,5.2,5.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL,umol/min/mg,1,10.0,10.0,10.0,10.0,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,%,1,8.7,8.7,8.7,8.7,8.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,10^3ul/min,9,0.96,0.9872,3.07,7.736,7.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,10^3ul/min/mg,15,0.35,0.4382,6.3,84.43999999999997,92.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,10^4ul/min/mg,1,92.0,92.0,92.0,92.0,92.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,nmol/min/mg,2,0.0022,0.002241,0.00425,0.006259,0.0063,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,ul/hr/10^6cells,4,3.6,4.932,51.5,98.64999999999999,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL free,ul/min,99,0.6,1.384,14.0,485.5599999999997,562.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL(app),,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL(app),ul/min,7,2.9,2.9299999999999997,6.8,9.804,9.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL-renal,l/hr,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL-renal,ml/min,1,102.0,102.0,102.0,102.0,102.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL/F,l/hr,3,4.37,4.4046,6.1,128.502,131.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL/F,l/min,6,1.96,1.9855,2.875,4.8845,4.96,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CL/F,mL/min/kg,61,0.7667,0.83666,18.5,302.84,307.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,%,402,0.0,0.009999999999999787,28.0,96.98000000000002,443.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,/hr,12,0.0048,0.006692,0.10450000000000001,0.28712,0.288,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,/min/ul,2,212.0,212.0,212.0,212.0,212.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,10'-6ul/min,6,3.0,3.0,11.5,24.85,25.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,10^-4l/hr/kg,1,1.0,1.0,1.0,1.0,1.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,10^-6ul/min,36,1.0,1.0,8.879999999999999,250.0,250.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,10^3ul/min,2,21.0,21.28,35.0,48.72,49.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,g/ml/min,8,15.6,15.991999999999999,41.3,67.461,68.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,l/hr,5,0.74,0.7912,3.6,66.568,68.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,l/hr/mg,2,0.34,0.35500000000000004,1.09,1.8250000000000002,1.84,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,l/min,122,0.1,0.2399,2.6,170.0,170.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,l/min/mg,20,14.0,14.0,25.85,294.30999999999995,304.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,mg/kg/min,1,35.0,35.0,35.0,35.0,35.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,mg/min/g,5,0.85,0.888,3.2,5.928,6.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,mg/min/microl,15,5.0,6.26,245.0,453.6,455.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,mg/min/ml,16,0.079,1.1171499999999999,17.5,31.949999999999996,33.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,microg/min/ml,2,0.007,0.00705,0.0095,0.01195,0.012,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,microl/min/g,26,0.5,0.525,20.3,64.9,66.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,microl/ml/min,6,0.7,0.7,0.7,70.92950000000002,73.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,microm/min,27,1.0,1.052,8.0,53.22,54.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,microm/min/mg,30,1.0,1.0,23.5,526.3900000000001,558.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,micromol/min,7,4.1,4.454,10.0,224.69999999999996,228.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,min/ml,4,6.6,6.606,11.4,27.639999999999997,28.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,min/ml/kg,48,6.0,6.0,6.0,17.650000000000006,20.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml.min/g,26,0.0,0.0,15.5,176.5,204.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml.min/kg,3,14.0,14.4,34.0,82.02,83.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/(min.mg),11,0.019,0.0243,0.887,237.78000000000003,248.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/hr,37,0.002,0.00272,0.112,0.52808,0.572,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/kg,9,4.45,4.4844,5.7,37.347199999999994,39.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/mg,1,2.7,2.7,2.7,2.7,2.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/mg/kg,22,0.72,1.8288,43.5,1120.0,1120.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/min,1272,0.0,0.01,3.55,1407.2139999999972,2359.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/min.g,374,0.0,0.0573,3.1,354.44999999999936,3039.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ml/min/10^6cells,1,0.035,0.035,0.035,0.035,0.035,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ng/mL,10,5.27,5.3393,16.314999999999998,57.4754,58.91,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,nmol/min,11,0.01,0.011,0.217,1.1006,1.152,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,nmol/min/mg,51,0.0,0.005,0.18,1.02,1.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ug/(min.mg),10,12.0,13.44,105.5,169.04000000000002,173.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ug/min,135,0.02,0.02,35.3,300.0,300.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ug/min/mg,20,11.1,11.176,81.2,282.96999999999997,290.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ug/ml/hr,2,1.0,1.01,1.5,1.99,2.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ug/ml/min,17,3.6,4.912000000000001,22.3,213.51199999999997,243.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ugml-1,4,45.3,45.398999999999994,51.25,73.97899999999998,74.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul,4,4.2,4.227,31.55,58.291,58.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul/hr,1,0.25,0.25,0.25,0.25,0.25,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul/mg/min,70,1.0,1.621,31.705,325.25000000000017,377.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul/min,9058,-25.0,0.38640000000000013,17.0,866.0,71850.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul/min/pmol,3,0.02,0.0204,0.04,5.4887999999999995,5.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul/ml,28,1.0,1.0,3.5,18.840000000000003,21.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,CLH,ul/ml.millig,20,7.0,7.0,65.5,720.2399999999999,740.0,exact when group <=200000; deterministic first-200000 otherwise
