inside_applicability_domain,holdout_rows,mae,median_absolute_error,mean_max_training_tanimoto
False,25,0.9294180784671944,1.0030651761301286,0.5527893030643463
True,144,0.7156041950302509,0.6395626076931689,0.7888542235725455
