inside_applicability_domain,holdout_rows,blocker_fraction,accuracy_0p5,brier_score,mean_probability
False,24,0.7916666666666666,0.7916666666666666,0.17144649420930688,0.8261178206951117
True,530,0.869811320754717,0.8943396226415095,0.07670224878996243,0.8390791415992793
