schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,mae,median_absolute_error,mse,rmse,r2,pearson_r,spearman_r,concordance_correlation_coefficient,mean_signed_error_prediction_minus_observation,calibration_slope_observation_on_prediction,calibration_intercept_observation_on_prediction
1.0.0,TASK-8985AC2B746DC2CF410D1ACE,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_median,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,4109.810756576,155.9505,175325177.4086543,13241.04140196889,-0.09958521160156164,,,0.0,-3984.7871074239997,,
1.0.0,TASK-8985AC2B746DC2CF410D1ACE,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,ridge_fixed,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,8429.592834659625,5857.42333984375,188111432.5305402,13715.372125120784,-0.17977664361146561,0.1712534472607165,0.21694557904713102,0.15399532362117116,472.8868007791249,0.27313293862184557,2882.094529156302
