modeling_row,structure_id,smiles,p_activity_median,endpoints,assay_families,sources,document_year,structure_group_key,bemis_murcko_group,scaffold_grouping_method,requested_split_strategy,actual_split_strategy,split_sha256,dataset_sha256,split
81,STR-9EC06DEFB9DB4A9951A2,CC(=O)N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,6.232102383981909,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-9EC06DEFB9DB4A9951A2,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
82,STR-A061F9FB3E77DEF19AC3,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,5.478861916295964,Ki,biochemical_binding,PubChem,2013.0,STR-A061F9FB3E77DEF19AC3,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2c[nH]c3ccccc23)CCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
83,STR-A70185AE5063299B6804,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,8.853871964321762,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-A70185AE5063299B6804,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CC5CC5)Cc5ccccc54)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
84,STR-AA4D58E6580A56C280AF,CN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccncc5)cc4)C3)CC2)C1,8.698970004336019,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-AA4D58E6580A56C280AF,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
85,STR-B1A8FEDC2765D50D7325,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)ON,4.3788237182249645,Ki,biochemical_binding,PubChem,2013.0,STR-B1A8FEDC2765D50D7325,O=C(CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCC(=O)N1CCCC1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
86,STR-B2AA5A0FB80A562D611E,CC(C)N(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(C)(=O)=O)CC3)CC2)C1)C(C)C,9.98296666070122,Ki,biochemical_binding,ChEMBL,2024.0,STR-B2AA5A0FB80A562D611E,c1ccc(Oc2cncnc2N2CC3(CCN(CC4CCCCC4)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
87,STR-B53752B08B95F5EA64C3,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7.623423042943488,Ki,biochemical_binding,PubChem,2013.0,STR-B53752B08B95F5EA64C3,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2c[nH]c3ccccc23)CCCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
88,STR-B56EF6AC340F28C175E6,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,8.568636235841012,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-B56EF6AC340F28C175E6,c1ccc(C(C2CCCC2)C2CCN(CC3CN(c4ccccc4)C3)CC2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
89,STR-B6E725EE413D9F2BB547,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,3.8446639625349386,Ki,biochemical_binding,BindingDB,,STR-B6E725EE413D9F2BB547,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
90,STR-B8BBFC48D37A12C20E1C,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(N)=O,7.148436025275579,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-B8BBFC48D37A12C20E1C,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)N1CCCC1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
91,STR-BFEFCE716723343EF3B2,CCc1cccc(C[C@@H]2NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCN=C(N)N)NC(=O)C3(CCC3)NC(=O)[C@@H]3CCCN3C2=O)c1,5.876148359032914,Ki,biochemical_binding,PubChem,2013.0,STR-BFEFCE716723343EF3B2,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
92,STR-C388369FA2BBC8775FB4,CCS(=O)(=O)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,8.0,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-C388369FA2BBC8775FB4,c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
93,STR-C555A82898E9FBE8534F,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,5.735182176990463,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-C555A82898E9FBE8534F,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
94,STR-C7F0E76CC5EC752D86FB,CCC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,8.013228265733755,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-C7F0E76CC5EC752D86FB,c1ccc(C(C2CCCC2)C2CCN(CC3CN(c4ccccc4)C3)CC2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
95,STR-CA62BD75150EE5118BF4,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O,6.7055337738384075,Ki,biochemical_binding,PubChem,2013.0,STR-CA62BD75150EE5118BF4,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
96,STR-CF5201A5F0C9949F8EED,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7.7508447231052,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-CF5201A5F0C9949F8EED,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2c[nH]c3ccccc23)CCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
97,STR-D3B1F0FA85D35D88AFFF,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC1CCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,7.623423042943488,Ki,biochemical_binding,PubChem,2018.0,STR-D3B1F0FA85D35D88AFFF,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2c[nH]c3ccccc23)CCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
98,STR-D669A219C022A29B5DB1,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,6.866461091629782,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-D669A219C022A29B5DB1,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2c[nH]c3ccccc23)CCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
99,STR-D67FE3A87A1AC07DC7FF,CC(C)Cc1cccc(C[C@@H]2NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(=N)N)NC(=O)C3(CCC3)NC(=O)[C@@H]3CCCN3C2=O)c1,4.935542010773082,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-D67FE3A87A1AC07DC7FF,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
100,STR-D69A42D7CD9CD1E56E5E,O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CCC1,7.958607314841775,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-D69A42D7CD9CD1E56E5E,O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CCC1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
101,STR-D8497B8DD5B2F916727A,CCCC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,6.455931955649724,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-D8497B8DD5B2F916727A,c1ccc(C(C2CCCC2)C2CCN(CC3CN(c4ccccc4)C3)CC2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
102,STR-DA6DE006B635E7B8ABB6,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,6.910094888560602,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-DA6DE006B635E7B8ABB6,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
103,STR-E196FA84CA797A66645C,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,7.369071307185051,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-E196FA84CA797A66645C,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2c[nH]c3ccccc23)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
104,STR-E2D66C5668374E3992F5,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,6.260427655549908,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-E2D66C5668374E3992F5,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
105,STR-E697EE7C173FF5B3D541,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(N)=O,5.54515513999149,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-E697EE7C173FF5B3D541,O=C(CNC(=O)C1CCCN1C(=O)CCc1ccccc1)NCC(=O)N1CCCC1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
106,STR-E6C9DB27889E0D91BF2B,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1,8.070581074285707,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-E6C9DB27889E0D91BF2B,c1ccc(C(C2CCCC2)C2CCN(CC3CN(c4ccccc4)C3)CC2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
107,STR-ECA04B71ABBECE5B5C4C,O=S(=O)(NCB(O)O)c1ccc(-c2nn[nH]n2)cc1,8.920818753952375,Ki,biochemical_binding,PubChem,2016.0,STR-ECA04B71ABBECE5B5C4C,c1ccc(-c2nn[nH]n2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
108,STR-ED2163A2DFC4C94EBA76,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,6.064492734175287,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-ED2163A2DFC4C94EBA76,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(CC2CCCCC2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
109,STR-EE40493687FAFB4EE02B,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CCN5CCOCC5)Cc5ccccc54)CC3)C2)cc1,8.568636235841012,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-EE40493687FAFB4EE02B,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CCN5CCOCC5)Cc5ccccc54)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
110,STR-EFC43EF5227E2B3C49F1,CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,5.497572880015568,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-EFC43EF5227E2B3C49F1,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
111,STR-F23513542FDA366267B6,CC(C)Cc1cccc(C[C@@H]2NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCN=C(N)N)NC(=O)C3(CCC3)NC(=O)[C@@H]3CCCN3C2=O)c1,4.935542010773082,Ki,biochemical_binding,PubChem,2013.0,STR-F23513542FDA366267B6,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
112,STR-F4D7C79F147C9691D2EE,N#Cc1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,7.958607314841775,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-F4D7C79F147C9691D2EE,c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
113,STR-F95064BB177500079B26,NC(N)=NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2F)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,7.560667306169737,Ki,biochemical_binding,PubChem,2013.0,STR-F95064BB177500079B26,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
114,STR-FA1D55ED2164B47016B5,CC(=O)N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,6.232102383981909,Ki,biochemical_binding,PubChem,2013.0,STR-FA1D55ED2164B47016B5,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CCCCCCCCCNC(=O)C2CCCN2C(=O)CN1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,test
115,STR-FEFFBCD58898FB83A7AC,N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2Cl)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,7.522878745280337,Ki,biochemical_binding,BindingDB;ChEMBL,2013.0,STR-FEFFBCD58898FB83A7AC,O=C1CCCCCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)C2(CCC2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
116,STR-FF095523952A15300267,N#Cc1ccc(N2CCCC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,5.671620396561263,Ki,biochemical_binding,BindingDB;ChEMBL,2019.0,STR-FF095523952A15300267,c1ccc(N2CCCC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,bemis_murcko,scaffold,scaffold,49c653f1152474d5f1a6f7fe27c953c1d0f1f47382663d12aa3a38cd0523e711,728a37384487650eb89322beb7443906a8dcb7cff78ae7113b2e8ec5a60a51d2,train
