smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM,predicted_herg_blocker_probability,predicted_herg_risk
NC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,8.045757490560675,8.045757490560675,9.0,9.0,IC50,BindingDB,480151,Menin,,high_potency_<=100nM,True,True,0.7441016393133223,high
COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CN(C6)C(=O)/C=C/CN7CCC(CC7)F)C8=CC(=CC=C8)F,4,1,8.037860356969059,8.522878745280337,12.5,3.0,IC50,PubChem,139549815.0,,,high_potency_<=100nM,True,True,0.9098037299499353,high
N=C(N)NCCC[C@@H]1NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C1=O,2,1,8.030365206830634,8.327902142064282,11.6,4.7,IC50;Ki,ChEMBL,CHEMBL2314819,Menin,2013,high_potency_<=100nM,True,True,0.4288689746547304,medium
N[C@H]1CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC(=O)C2(CCC2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cc(F)cc(F)c2)NC1=O,2,1,8.024574270555727,8.327902142064282,11.85,4.7,IC50;Ki,BindingDB,50489254,Menin,,high_potency_<=100nM,True,True,0.4456547828530798,medium
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=CN=CN=C2N3CC4(C3)CCN(CC4)CC5CCC6(CC5)CC(=O)C(C6)(C)C,1,1,8.008773924307505,8.008773924307505,9.8,9.8,IC50,PubChem,176456287.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True,0.6768554090601605,medium
C1CCC(CC1)S(=O)(=O)C2=CC=C(C=C2)N3CC(C3)CN4CCC(CC4)C5(C6=CC=CC=C6CCN5)C7CCCC7,3,1,8.0,8.619788758288394,10.0,2.4,IC50;Ki,PubChem,132104382.0,,,high_potency_<=100nM,True,True,0.9383311600622516,high
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(Cc3cn[nH]c3)c(cc12)C#N,3,1,8.0,8.031517051446064,10.0,9.3,IC50;Kd,BindingDB,50454124,Menin,,high_potency_<=100nM,True,True,0.9530148437640908,high
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,3,1,8.0,8.031517051446064,10.0,9.3,IC50;Kd,ChEMBL,CHEMBL3780822,Menin,2018;2019,high_potency_<=100nM,True,True,0.9102292952793829,high
O=S(=O)(C1CCCCC1)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,3,1,8.0,8.619788758288394,10.0,2.4,IC50;Ki,BindingDB,50516565,Menin,,high_potency_<=100nM,True,True,0.9271797563809432,high
O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CCCCC1,3,1,8.0,8.619788758288394,10.0,2.4,IC50;Ki,ChEMBL,CHEMBL4578509,Menin,2019;2021,high_potency_<=100nM,True,True,0.8576181460557242,high
C1CN(CCC1NC2=C3C=C(SC3=NC=N2)CC(F)(F)F)CC4=C(C=C5C(=C4)C=C(N5CC6=CNN=C6)C#N)O,1,1,8.0,8.0,10.0,10.0,Kd,PubChem,117636625.0,,,high_potency_<=100nM,True,True,0.7505999799815133,high
C=CC(=O)N1CCCC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)C1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL6031385,Menin,2021,high_potency_<=100nM,True,True,0.5022385968220128,medium
C=CC(=O)Nc1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4166615,Menin,2018,high_potency_<=100nM,True,True,0.9082953069089469,high
CC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,480202,Menin,,high_potency_<=100nM,True,True,0.8097590292589228,high
CC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL5773599,Menin,2021,high_potency_<=100nM,True,True,0.824756793511494,high
CC(c1ccc(CN2CCC3(CCN(C3)c3ncnc4sc(CC(F)(F)F)cc34)C2)cc1)S(N)(=O)=O,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50321313,Menin,,high_potency_<=100nM,True,True,0.9165652235724772,high
CC(c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1)S(N)(=O)=O,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4171091,Menin,2018,high_potency_<=100nM,True,True,0.9002157021147834,high
CC1=C(C=CC2=C1C=C(N2CC3=CNN=C3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,8.0,8.0,10.0,10.0,Kd,PubChem,91667931.0,,,high_potency_<=100nM,True,True,0.872568983854643,high
CC1=C(C=CC2=C1C=C(N2CCN3CCN(CC3)C(=O)CF)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,8.0,8.0,10.0,10.0,IC50,PubChem,130375983.0,,,high_potency_<=100nM,True,True,0.9303908880011942,high
CCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,480135,Menin,,high_potency_<=100nM,True,True,0.7766182915725107,high
CCC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL5800169,Menin,2021,high_potency_<=100nM,True,True,0.793230736829833,high
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccn(C)c2)CC1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,480050,Menin,,high_potency_<=100nM,True,True,0.8808970138073204,high
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccn(C)c5)cc4)C3)CC2)C1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL5830698,Menin,2021,high_potency_<=100nM,True,True,0.8609760260173523,high
CN(CCO)c1ccc(CN2CCC3(CCN(C3)c3ncnc4sc(CC(F)(F)F)cc34)C2)cc1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50321316,Menin,,high_potency_<=100nM,True,True,0.9546822124168236,high
CN(CCO)c1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4163807,Menin,2018,high_potency_<=100nM,True,True,0.9460201385703703,high
CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C)Cc2ccccc21,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL5813719,Menin,2021,high_potency_<=100nM,True,True,0.6846553727823895,medium
CNC(=O)N[C@H]1CCC[C@@H]1C1(CN(C)Cc2ccccc12)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,480222,Menin,,high_potency_<=100nM,True,True,0.8068747228559021,high
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CCCN(C2)C(=O)C=C)CC1)c1cccc(F)c1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,506369,Menin,,high_potency_<=100nM,True,True,0.8287499040530475,high
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(CCN3CCN(CC3)C(=O)CF)c(cc12)C#N,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50455865,Menin,,high_potency_<=100nM,True,True,0.9657238794813829,high
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C(=O)CF)CC1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4211318,Menin,2018,high_potency_<=100nM,True,True,0.9334039265146271,high
FC(F)(F)Cc1cc2c(ncnc2s1)N1CCC2(CCN(Cc3ccc(NC(=O)C=C)cc3)C2)C1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50311849,Menin,,high_potency_<=100nM,True,True,0.8449580478282366,high
FC(F)Cc1cc2c(N3CCC4(CCN(Cc5ccc(N6CCOCC6)cc5)C4)C3)ncnc2s1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4174165,Menin,2018,high_potency_<=100nM,True,True,0.8633792959961315,high
FC(F)Cc1cc2c(ncnc2s1)N1CCC2(CCN(Cc3ccc(cc3)N3CCOCC3)C2)C1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50321315,Menin,,high_potency_<=100nM,True,True,0.8795623712695054,high
NS(=O)(=O)Cc1ccc(CN2CCC3(CCN(C3)c3ncnc4cc(CC(F)(F)F)sc34)C2)cc1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50311840,Menin,,high_potency_<=100nM,True,True,0.9172103356015959,high
NS(=O)(=O)Cc1ccc(CN2CCC3(CCN(c4ncnc5cc(CC(F)(F)F)sc45)C3)C2)cc1,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4174529,Menin,2018,high_potency_<=100nM,True,True,0.9268362669610267,high
O=S(=O)(Cc1ccc(CN2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1)NCCO,1,1,8.0,8.0,10.0,10.0,IC50,ChEMBL,CHEMBL4163173,Menin,2018,high_potency_<=100nM,True,True,0.9700640143347974,high
OCCNS(=O)(=O)Cc1ccc(CN2CCC3(CCN(C3)c3ncnc4sc(CC(F)(F)F)cc34)C2)cc1,1,1,8.0,8.0,10.0,10.0,IC50,BindingDB,50311844,Menin,,high_potency_<=100nM,True,True,0.9131534798140084,high
CC(C)N(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)C[C@H](C(=O)C6)C(C)(C)O,1,1,7.987162775294828,7.987162775294828,10.3,10.3,IC50,PubChem,176456331.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True,0.605625859286511,medium
C1CCC(C1)C2(CN(CC3=CC=CC=C32)CCN4CCOCC4)C5CCN(CC5)CC6CN(C6)C7=CC=C(C=C7)S(=O)(=O)C8=CC=NC=C8,3,1,7.958607314841775,8.568636235841012,11.0,2.7,IC50;Ki,PubChem,132104735.0,,,high_potency_<=100nM,True,True,0.8776251158974332,high
CNC(=O)O[C@H]1CCC[C@@H]1[C@@](C#N)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,3,1,7.958607314841775,8.568636235841012,11.0,2.7,IC50;Ki,PubChem,155526758.0,,,high_potency_<=100nM,True,True,0.5966281979200025,medium
O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CN(CCN5CCOCC5)Cc5ccccc54)CC3)C2)cc1,3,1,7.958607314841775,8.568636235841012,11.0,2.7,IC50;Ki,ChEMBL,CHEMBL4444304,Menin,2019;2021,high_potency_<=100nM,True,True,0.8903895299583677,high
O=S(=O)(c1ccncc1)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(CN(CCN3CCOCC3)Cc3ccccc23)C2CCCC2)C1,3,1,7.958607314841775,8.568636235841012,11.0,2.7,IC50;Ki,BindingDB,50516574,Menin,,high_potency_<=100nM,True,True,0.9294518835133111,high
C=CC(=O)N1CCC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)C1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,ChEMBL,CHEMBL5786968,Menin,2021,high_potency_<=100nM,True,True,0.47399728359307136,medium
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,480051,Menin,,high_potency_<=100nM,True,True,0.8198505024113316,high
CCN1Cc2ccccc2C(C1)([C@H]1CCC[C@@H]1NC(=O)NC)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccn(C)c2)CC1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,480313,Menin,,high_potency_<=100nM,True,True,0.8007101226172673,high
CCN1Cc2ccccc2C(C1)([C@H]1CCC[C@@H]1NC(C)=O)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,480231,Menin,,high_potency_<=100nM,True,True,0.7476237291679942,high
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)C1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,ChEMBL,CHEMBL5862439,Menin,2021,high_potency_<=100nM,True,True,0.7889725894234607,high
CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccn(C)c5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(=O)NC)C1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,ChEMBL,CHEMBL5890210,Menin,2021,high_potency_<=100nM,True,True,0.7784968825989246,high
CCN1Cc2ccccc2C(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)([C@H]2CCC[C@@H]2NC(C)=O)C1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,ChEMBL,CHEMBL5912352,Menin,2021,high_potency_<=100nM,True,True,0.7216723723944736,high
CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(C)c5)cc4)C3)CC2)CN(C)Cc2ccccc21,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,ChEMBL,CHEMBL5949746,Menin,2021,high_potency_<=100nM,True,True,0.6742633883649712,medium
CNC(=O)N[C@H]1CCC[C@@H]1C1(CN(C)Cc2ccccc12)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,480223,Menin,,high_potency_<=100nM,True,True,0.7948568226242991,high
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,480283,Menin,,high_potency_<=100nM,True,True,0.830897750142456,high
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,ChEMBL,CHEMBL5938342,Menin,2021,high_potency_<=100nM,True,True,0.8477474693445691,high
COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CCN(C2)C(=O)C=C)CC1)c1cccc(F)c1,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,506368,Menin,,high_potency_<=100nM,True,True,0.7996686984293399,high
FC(F)(F)Cc1cc2c(N3CC4(CN(C4)C(=O)[C@H]4N[C@H]5C[C@@H]4C(F)(F)C5)C3)c(cnc2s1)C#N,1,1,7.958607314841775,7.958607314841775,11.0,11.0,IC50,BindingDB,554136,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True,0.5634170971819312,medium
FC(F)(F)Cc1cc2c(N3CC4(CN(C4)C(=O)[C@H]4N[C@@H]5CC[C@H]4C5)C3)c(cnc2s1)C#N,1,1,7.943095148663527,7.943095148663527,11.4,11.4,IC50,BindingDB,554133,Histone-lysine N-methyltransferase 2A/Menin,,high_potency_<=100nM,True,True,0.5982224660170479,medium
O=S(=O)(c1ccccc1)c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,3,1,7.920818753952375,8.2518119729938,12.0,5.6,IC50;Ki,ChEMBL,CHEMBL4436641,Menin,2019;2021,high_potency_<=100nM,True,True,0.8657143306663333,high
O=S(=O)(c1ccccc1)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,3,1,7.920818753952375,8.2518119729938,12.0,5.6,IC50;Ki,BindingDB,50516566,Menin,,high_potency_<=100nM,True,True,0.9316358001565365,high
CCN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(CC)c2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480052,Menin,,high_potency_<=100nM,True,True,0.8408418425217905,high
CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5cnn(CC)c5)cc4)C3)CC2)C1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5751959,Menin,2021,high_potency_<=100nM,True,True,0.8143014325474486,high
CN(C)C(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480214,Menin,,high_potency_<=100nM,True,True,0.8391544456058283,high
CN(C)C(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5753605,Menin,2021,high_potency_<=100nM,True,True,0.8530826649216028,high
CN1Cc2ccccc2C(C1)(C1CCCC1)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480020,Menin,,high_potency_<=100nM,True,True,0.7878244385163337,high
CN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)C1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5984748,Menin,2021,high_potency_<=100nM,True,True,0.7493895175502293,high
CNC(=O)N[C@H]1CCC[C@@H]1C1(C2CCN(CC3CN(c4ccc(S(=O)(=O)C5CC5)cc4)C3)CC2)CN(C(C)C)Cc2ccccc21,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5800854,Menin,2021,high_potency_<=100nM,True,True,0.6817628460862254,medium
CNC(=O)N[C@H]1CCC[C@@H]1C1(CN(Cc2ccccc12)C(C)C)C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480227,Menin,,high_potency_<=100nM,True,True,0.821248873110238,high
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1cccc1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480297,Menin,,high_potency_<=100nM,True,True,0.8477616069256395,high
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1cccc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5978180,Menin,2021,high_potency_<=100nM,True,True,0.8744060773542777,high
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480175,Menin,,high_potency_<=100nM,True,True,0.7990766914243655,high
CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5852741,Menin,2021,high_potency_<=100nM,True,True,0.8350546601447206,high
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC3CCC2C3)CC1)c1ccccc1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,BindingDB,480331,Menin,,high_potency_<=100nM,True,True,0.8618916180641535,high
COC(=O)N[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC5CCC4C5)cc3)C2)CC1,1,1,7.920818753952375,7.920818753952375,12.0,12.0,IC50,ChEMBL,CHEMBL5960140,Menin,2021,high_potency_<=100nM,True,True,0.9130500233472468,high
CCN(C(C)C)C(=O)C1=C(C=CC(=C1)F)OC2=C(N=CN=N2)N3CC4(C3)CCN(CC4)CC5CCC6(CC5)C[C@@H](C(=O)C6)COC,1,1,7.889410289700751,7.889410289700751,12.9,12.9,IC50,PubChem,176456298.0,Histone-lysine N-methyltransferase 2A,,high_potency_<=100nM,True,True,0.6186898151705171,medium
O=S(=O)(C1CCCC1)c1ccc(cc1)N1CC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,3,1,7.886056647693163,8.337242168318426,13.0,4.6,IC50;Ki,BindingDB,50516564,Menin,,high_potency_<=100nM,True,True,0.9261956155379132,high
O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CCCC1,3,1,7.886056647693163,8.337242168318426,13.0,4.6,IC50;Ki,ChEMBL,CHEMBL4459554,Menin,2019;2021,high_potency_<=100nM,True,True,0.8525089465752141,high
CC(=O)N[C@H]1CCC[C@@H]1C(Cn1ccnc1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1ccccc1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,BindingDB,480319,Menin,,high_potency_<=100nM,True,True,0.8516002422987414,high
CC(=O)N[C@H]1CCC[C@@H]1C(Cn1ccnc1)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,ChEMBL,CHEMBL5805666,Menin,2021,high_potency_<=100nM,True,True,0.8793438655460746,high
CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccccc2)CC1)c1cccc(F)c1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,BindingDB,480251,Menin,,high_potency_<=100nM,True,True,0.8233214667574801,high
CC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccccc4)cc3)C2)CC1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,ChEMBL,CHEMBL5993949,Menin,2021,high_potency_<=100nM,True,True,0.8356400620080038,high
CC1=C(C=CC2=C1C=C(N2CCN3CCN(CC3)C)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,PubChem,117636565.0,,,high_potency_<=100nM,True,True,0.9413622838283089,high
CC1=C(C=CC2=C1C=C(N2CCN3CCN(CC3)C=O)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,PubChem,117636602.0,,,high_potency_<=100nM,True,True,0.8988806064703596,high
CC1=C(C=CC2=C1C=C(N2CCN3CCN(CC3)S(=O)(=O)C)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,PubChem,118888688.0,,,high_potency_<=100nM,True,True,0.8760629041024011,high
CN1CCN(CCn2c(cc3c(C)c(CN4CCC(CC4)Nc4ncnc5sc(CC(F)(F)F)cc45)ccc23)C#N)CC1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,BindingDB,50455862,Menin,,high_potency_<=100nM,True,True,0.9716598589633573,high
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)[N+]([O-])=O)CC1)c1ccccc1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,BindingDB,480323,Menin,,high_potency_<=100nM,True,True,0.5725943432637091,medium
CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc([N+](=O)[O-])cc3)C2)CC1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,ChEMBL,CHEMBL6022195,Menin,2021,high_potency_<=100nM,True,True,0.7276526878632821,high
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(CCN3CCN(CC3)C=O)c(cc12)C#N,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,BindingDB,50455881,Menin,,high_potency_<=100nM,True,True,0.9554643965205458,high
Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(CCN3CCN(CC3)S(C)(=O)=O)c(cc12)C#N,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,BindingDB,50455883,Menin,,high_potency_<=100nM,True,True,0.9564237870667002,high
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2CCN1CCN(C)CC1,1,1,7.886056647693163,7.886056647693163,13.0,13.0,IC50,ChEMBL,CHEMBL4207527,Menin,2018,high_potency_<=100nM,True,True,0.9694754296364413,high
