schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,mae,median_absolute_error,mse,rmse,r2,pearson_r,spearman_r,concordance_correlation_coefficient,mean_signed_error_prediction_minus_observation,calibration_slope_observation_on_prediction,calibration_intercept_observation_on_prediction
1.0.0,TASK-5D547122E1CE24483AB2BE65,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_median,20260804,"{""experimental_summary"": 10}","{""experimental_summary"": 2}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2,269.255,269.255,115035.25505,339.16847590836034,-0.5867313635387739,,,0.0,-206.245,,
1.0.0,TASK-5D547122E1CE24483AB2BE65,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,ridge_fixed,20260804,"{""experimental_summary"": 10}","{""experimental_summary"": 2}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2,352.04064453125,352.04064453125,131736.19918472713,362.9548170016857,-0.8170947582021082,-1.0,-0.9999999999999999,-0.5115110216165625,-88.3378955078125,-3.252435872482232,859.7599741735232
