dataset,task_id,evidence_domain,endpoint,unit,relation,assay_family,source_id,evidence_stage,development_stage,observation_kind,label_kind,inclusion_status,rows
observations,<not_applicable>,pk_adme,%,<missing>,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,% bound,none,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,10
observations,<not_applicable>,pk_adme,% remaining,%,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,19
observations,<not_applicable>,pk_adme,% turnover,%,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,24
observations,<not_applicable>,pk_adme,%R,%,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,-log(RatioIC50),<missing>,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,A,%,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AC50,<missing>,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,pk_adme,AC50,nM,>,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,%,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,%,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,%,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,59
observations,<not_applicable>,pk_adme,AUC,%.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,%id/g/hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,24
observations,<not_applicable>,pk_adme,AUC,(umol/l).min,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,/hr,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,/hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,0-24hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,8
observations,<not_applicable>,pk_adme,AUC,0-infinity,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,0-tidc,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,0-tldc,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,10^4nm.min,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,10^6nm,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,<missing>,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,<missing>,<=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,pk_adme,AUC,<missing>,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,133
observations,<not_applicable>,pk_adme,AUC,<missing>,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,<missing>,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,323
observations,<not_applicable>,pk_adme,AUC,<missing>,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,57
observations,<not_applicable>,pk_adme,AUC,<missing>,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,48
observations,<not_applicable>,pk_adme,AUC,<missing>,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,2
observations,<not_applicable>,pk_adme,AUC,<missing>,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,8
observations,<not_applicable>,pk_adme,AUC,<missing>,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,<missing>,>=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,pk_adme,AUC,<missing>,not_reported,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,973
observations,<not_applicable>,pk_adme,AUC,<missing>,not_reported,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,<missing>,not_reported,pk_adme,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,au.min,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,22
observations,<not_applicable>,pk_adme,AUC,cm2,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,7
observations,<not_applicable>,pk_adme,AUC,fmol,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,g.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,10
observations,<not_applicable>,pk_adme,AUC,g.hr,interval,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,g/hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,h,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,12
observations,<not_applicable>,pk_adme,AUC,h,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,9
observations,<not_applicable>,pk_adme,AUC,h.fmol/millioncells,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,12
observations,<not_applicable>,pk_adme,AUC,hr.%id/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,hr.fmol,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,hr.kg.ng/ml/mg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,pk_adme,AUC,hr.ng/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,116
observations,<not_applicable>,pk_adme,AUC,hr.ng/l,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,hr.nmol/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,hr.nmol/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,hr.sec,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,12
observations,<not_applicable>,pk_adme,AUC,hr.ug/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,hr/l.kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,hr/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,13
observations,<not_applicable>,pk_adme,AUC,hr/ng.ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,hr/ug/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,8
observations,<not_applicable>,pk_adme,AUC,l/hr.kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,l/hr/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,mM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,mg.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,mg.hr/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,mg/dl,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,19
observations,<not_applicable>,pk_adme,AUC,mg/dl.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,mg/l,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,mghr-1kg-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,20
observations,<not_applicable>,pk_adme,AUC,mgkg-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,14
observations,<not_applicable>,pk_adme,AUC,mgml-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,mgml-1,not_reported,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,microg.hr/ml.g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,microm.hr'2,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,microm.hr.kg/umol,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,microm.hr/mg/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,54
observations,<not_applicable>,pk_adme,AUC,microm/hr/mg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,7
observations,<not_applicable>,pk_adme,AUC,microm/l.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,11
observations,<not_applicable>,pk_adme,AUC,microm/mg/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,micromol.hr/l/mg/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,9
observations,<not_applicable>,pk_adme,AUC,min,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,7
observations,<not_applicable>,pk_adme,AUC,min.g.nm/mg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,18
observations,<not_applicable>,pk_adme,AUC,min.ng/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,min.sec,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,pk_adme,AUC,ml/min.kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,pk_adme,AUC,ml/min.kg,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,mm.min,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,7
observations,<not_applicable>,pk_adme,AUC,mmhg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,mmhg.day,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,mmhg.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,11
observations,<not_applicable>,pk_adme,AUC,mmhghr-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,19
observations,<not_applicable>,pk_adme,AUC,mumindl-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,30
observations,<not_applicable>,pk_adme,AUC,nM,not_reported,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,nM,~,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,nM,~,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,44
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,49
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,6
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,<,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,<=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,1
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,<=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,17497
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,21619
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,502
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,35
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,109
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,101
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,443
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,3
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,22
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,33
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,interval,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,7
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,interval,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,28
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,interval,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,not_reported,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,70
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,not_reported,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,not_reported,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,~,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,24
observations,<not_applicable>,pk_adme,AUC,ng*h/mL,~,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,2
observations,<not_applicable>,pk_adme,AUC,ng.eq.h.ml-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,pk_adme,AUC,ng.eq/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng.h-1.ml-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,ng.hr.kg/mg/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,32
observations,<not_applicable>,pk_adme,AUC,ng.hr.kg/mg/ml,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,ng.hr.kg/ml/mg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,pk_adme,AUC,ng.hr/g,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng.hr/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,183
observations,<not_applicable>,pk_adme,AUC,ng.hr/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,37
observations,<not_applicable>,pk_adme,AUC,ng.hr/ml/mg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,11
observations,<not_applicable>,pk_adme,AUC,ng.hr/ml/mg/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,42
observations,<not_applicable>,pk_adme,AUC,ng.min/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,9
observations,<not_applicable>,pk_adme,AUC,ng/10^6cells×hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,ng/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,pk_adme,AUC,ng/g.hr,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,ng/g.hr,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,73
observations,<not_applicable>,pk_adme,AUC,ng/l,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng/mL,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ng/mL,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,42
observations,<not_applicable>,pk_adme,AUC,ng/ml.kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,ngequiv.hr/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,11
observations,<not_applicable>,pk_adme,AUC,nghrg-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,ngmin,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,2
observations,<not_applicable>,pk_adme,AUC,ngml-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,pk_adme,AUC,ngmlkg-1,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,pk_adme,AUC,nm.hr.kg/mg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,14
observations,<not_applicable>,pk_adme,AUC,nm.hr/g,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,pk_adme,AUC,nm.hr/l,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,9
observations,<not_applicable>,pk_adme,AUC,nm.hr/mg/kg,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,8
observations,<not_applicable>,pk_adme,AUC,nm.hr/ml,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3
