dataset,task_id,evidence_domain,endpoint,unit,relation,assay_family,source_id,evidence_stage,development_stage,observation_kind,label_kind,inclusion_status,rows
observations,<not_applicable>,binding,Activity,%,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,2
observations,<not_applicable>,binding,EC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,3790
observations,<not_applicable>,binding,EC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,8
observations,<not_applicable>,binding,EC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,695
observations,<not_applicable>,binding,EC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,1004
observations,<not_applicable>,binding,EC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,35
observations,<not_applicable>,binding,EC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,36
observations,<not_applicable>,binding,EC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,12
observations,<not_applicable>,binding,EC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,2
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,74733
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,53
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,9429
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,14986
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,41
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,5314
observations,<not_applicable>,binding,EC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,6
observations,<not_applicable>,binding,EC50,nM,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,4
observations,<not_applicable>,binding,EC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,12284
observations,<not_applicable>,binding,EC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,4
observations,<not_applicable>,binding,EC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,5114
observations,<not_applicable>,binding,EC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,2028
observations,<not_applicable>,binding,EC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,5
observations,<not_applicable>,binding,EC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,241
observations,<not_applicable>,binding,EC50,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,125
observations,<not_applicable>,binding,EC50,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,5
observations,<not_applicable>,binding,EC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,56
observations,<not_applicable>,binding,EC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,8
observations,<not_applicable>,binding,EC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,10
observations,<not_applicable>,binding,EC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,5
observations,<not_applicable>,binding,EC50,nM,not_reported,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,684
observations,<not_applicable>,binding,EC50,nM,not_reported,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,binding,EC50,nM,~,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,21
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,72633
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,351
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,31361
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,included,31
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,17649
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,33
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,3372
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,280
observations,<not_applicable>,binding,IC50,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,89
observations,<not_applicable>,binding,IC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,3031
observations,<not_applicable>,binding,IC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,185
observations,<not_applicable>,binding,IC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,2188
observations,<not_applicable>,binding,IC50,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,808
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,857593
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1225
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,141816
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,included,153
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,review,60
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,248441
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,241
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,52318
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,893
observations,<not_applicable>,binding,IC50,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,368
observations,<not_applicable>,binding,IC50,nM,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,1
observations,<not_applicable>,binding,IC50,nM,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,1
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,136640
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,109
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,25485
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,included,4
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,review,131
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,35208
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,24
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,6325
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,144
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,binding,IC50,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,21
observations,<not_applicable>,binding,IC50,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,2235
observations,<not_applicable>,binding,IC50,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,150
observations,<not_applicable>,binding,IC50,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,244
observations,<not_applicable>,binding,IC50,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,27
observations,<not_applicable>,binding,IC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,3669
observations,<not_applicable>,binding,IC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,binding,IC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,640
observations,<not_applicable>,binding,IC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,1710
observations,<not_applicable>,binding,IC50,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,25
observations,<not_applicable>,binding,IC50,nM,not_reported,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,3680
observations,<not_applicable>,binding,IC50,nM,not_reported,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,1575
observations,<not_applicable>,binding,IC50,nM,~,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,204
observations,<not_applicable>,binding,IC50,nM,~,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,26
observations,<not_applicable>,binding,Inhibition,%,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,2
observations,<not_applicable>,binding,Inhibition,%,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,3
observations,<not_applicable>,binding,Kd,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,3338
observations,<not_applicable>,binding,Kd,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,8
observations,<not_applicable>,binding,Kd,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,2059
observations,<not_applicable>,binding,Kd,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,88
observations,<not_applicable>,binding,Kd,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,6
observations,<not_applicable>,binding,Kd,nM,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,26
observations,<not_applicable>,binding,Kd,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,33
observations,<not_applicable>,binding,Kd,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,1
observations,<not_applicable>,binding,Kd,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,15
observations,<not_applicable>,binding,Kd,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,4
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,52340
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,58
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,9156
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,9179
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,1033
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,824
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,binding,Kd,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,28
observations,<not_applicable>,binding,Kd,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,4859
observations,<not_applicable>,binding,Kd,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,binding,Kd,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,278
observations,<not_applicable>,binding,Kd,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,560
observations,<not_applicable>,binding,Kd,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,56
observations,<not_applicable>,binding,Kd,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,39
observations,<not_applicable>,binding,Kd,nM,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,2
observations,<not_applicable>,binding,Kd,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,92057
observations,<not_applicable>,binding,Kd,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,271
observations,<not_applicable>,binding,Kd,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,9635
observations,<not_applicable>,binding,Kd,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,286
observations,<not_applicable>,binding,Kd,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,108
observations,<not_applicable>,binding,Kd,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,29
observations,<not_applicable>,binding,Kd,nM,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,318
observations,<not_applicable>,binding,Kd,nM,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,19
observations,<not_applicable>,binding,Kd,nM,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,15
observations,<not_applicable>,binding,Kd,nM,>,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,2
observations,<not_applicable>,binding,Kd,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,98
observations,<not_applicable>,binding,Kd,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,79
observations,<not_applicable>,binding,Kd,nM,>=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,149
observations,<not_applicable>,binding,Kd,nM,>=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,1
observations,<not_applicable>,binding,Kd,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,40
observations,<not_applicable>,binding,Kd,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,17
observations,<not_applicable>,binding,Kd,nM,interval,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,15
observations,<not_applicable>,binding,Kd,nM,not_reported,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,65
observations,<not_applicable>,binding,Kd,nM,not_reported,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,11
observations,<not_applicable>,binding,Kd,nM,not_reported,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,1
observations,<not_applicable>,binding,Kd,nM,~,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,57
observations,<not_applicable>,binding,Kd,nM,~,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,5
observations,<not_applicable>,binding,Kd,nM,~,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,8
observations,<not_applicable>,binding,Kd,nM,~,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,9
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,8285
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,13
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,1498
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,included,2
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,3215
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,3
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,805
observations,<not_applicable>,binding,Ki,nM,<,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,3
observations,<not_applicable>,binding,Ki,nM,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,125
observations,<not_applicable>,binding,Ki,nM,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,12
observations,<not_applicable>,binding,Ki,nM,<,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,104
observations,<not_applicable>,binding,Ki,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,156
observations,<not_applicable>,binding,Ki,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,62
observations,<not_applicable>,binding,Ki,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,12
observations,<not_applicable>,binding,Ki,nM,<=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,6
observations,<not_applicable>,binding,Ki,nM,<=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,1
observations,<not_applicable>,binding,Ki,nM,<=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,1
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,335092
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,555
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,49652
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,included,22
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,72572
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,167
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,14189
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,240
observations,<not_applicable>,binding,Ki,nM,=,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,review,52
observations,<not_applicable>,binding,Ki,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,47051
observations,<not_applicable>,binding,Ki,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,6
observations,<not_applicable>,binding,Ki,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,1387
observations,<not_applicable>,binding,Ki,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,2755
observations,<not_applicable>,binding,Ki,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,219
observations,<not_applicable>,binding,Ki,nM,=,other_bioactivity,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vivo,unknown,experimental_summary,<not_applicable>,included,12
observations,<not_applicable>,binding,Ki,nM,=,pk_adme,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,15
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,included,38332
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,quarantined,24
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,<missing>,unknown,experimental_summary,<not_applicable>,review,4877
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_ex_vivo,unknown,experimental_summary,<not_applicable>,included,11
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,included,8191
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,quarantined,10
observations,<not_applicable>,binding,Ki,nM,>,binding,SRC-AF728821208AC735AEE2E0D1,preclinical_in_vitro,unknown,experimental_summary,<not_applicable>,review,911
