dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
kd_free_energy_sensitivity,derived_sensitivity,binding_affinity,standard_binding_free_energy,kcal/mol,=,binding,derived,exact_value,67848,-45.397876034946158,-14.770448293996633,-10.673744130085755,-9.0825799717327982,-7.760172804458227,-5.4706981343329693,-2.7284940260684767,-9.3048129727904296,2.1612369336531367,2.9135713256275277,exact_linear_order_statistics_disk_backed
observations,,binding,Activity,%,=,binding,experimental_summary,exact_value,2,81,81.25,87.25,93.5,99.75,105.75,106,93.5,12.5,12.5,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,<,binding,experimental_summary,upper_censor_bound,5532,0.001,1,10,100,500,30000,501187.22999999998,2024.4683796095444,13609.584208071492,490,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,<=,binding,experimental_summary,upper_censor_bound,50,5,5,100,10000,10000,800000,800000,44959.940000000002,155808.35612359305,9900,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,=,binding,experimental_summary,exact_value,104562,9.9999999999999995e-07,0.056000000000000001,17.600000000000001,180,1480,140000,100000000000000,2495037843.7177911,388691531751.14532,1462.4000000000001,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,=,pk_adme,experimental_summary,exact_value,4,25,26.109999999999999,52.75,62,71.5,98.859999999999985,100,62.25,26.517682779609533,18.75,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,>,binding,experimental_summary,lower_censor_bound,19676,9.9999999999999995e-07,100,8000,10000,100000,1000000,10000000,81930.577775869344,398000.66943497688,92000,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,>=,binding,experimental_summary,lower_censor_bound,130,100,100,100,100,1377.5,250000,1000000,16956.883076923077,94889.665930985444,1277.5,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,interval,binding,experimental_summary,lower_censor_bound,79,0.0017700000000000001,0.0017700000000000001,1.55,8.5999999999999996,39.700000000000003,600,600,51.024747848101271,119.21809303358026,38.150000000000006,exact_linear_order_statistics_disk_backed
observations,,binding,EC50,nM,interval,binding,experimental_summary,upper_censor_bound,79,0.0051500000000000001,0.0051500000000000001,4,28,91.140000000000001,1065.9999999999995,1300,184.23509620253165,320.39784318416974,87.140000000000001,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,<,binding,experimental_summary,upper_censor_bound,125799,5.0000000000000002e-05,0.29999999999999999,20,100,200,15848.93,1000000000000,50084135.358497299,6923229023.9712677,180,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,<=,binding,experimental_summary,upper_censor_bound,6212,0.0050000000000000001,1,100,1000,10000,10000,1250000,4764.9020793625241,16545.911430498378,9900,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,=,binding,experimental_summary,exact_value,1303108,2.5999999999999998e-10,0.20000000000000001,18,159,1800,302000,1.6218100973589332e+18,3268738766068.6582,2037286689684536,1782,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,=,pk_adme,experimental_summary,exact_value,2,63460,70331.399999999994,235245,407030,578815,743728.59999999998,750600,407030,343570,343570,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,>,binding,experimental_summary,lower_censor_bound,204092,9.9999999999999995e-07,100,10000,10000,70000,1000000,20000000000,2648958.0458292477,191690004.55067873,60000,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,>=,binding,experimental_summary,lower_censor_bound,2656,10,100,1000,8245,10000,500000,5000000,34908.599728915658,177335.24022723848,9000,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,interval,binding,experimental_summary,lower_censor_bound,6045,5.0000000000000004e-06,0.20000000000000001,32.5,56,500,10000,50000,911.85948491563283,2462.2160668274996,467.5,exact_linear_order_statistics_disk_backed
observations,,binding,IC50,nM,interval,binding,experimental_summary,upper_censor_bound,6045,0.049000000000000002,1.3100000000000001,100,1000,5000,50000,100000,5133.7060347394545,11493.03206960414,4900,exact_linear_order_statistics_disk_backed
observations,,binding,Inhibition,%,<,binding,experimental_summary,upper_censor_bound,2,80,80,80,80,80,80,80,80,0,0,exact_linear_order_statistics_disk_backed
observations,,binding,Inhibition,%,=,binding,experimental_summary,exact_value,3,60,60,60,60,75,89.400000000000006,90,70,14.142135623730951,15,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,<,binding,experimental_summary,upper_censor_bound,5499,5.0000000000000002e-05,0.10000000000000001,0.20000000000000001,0.20000000000000001,30,100000,100000,1561.2002930987453,11931.257669477789,29.800000000000001,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,<,other_bioactivity,experimental_summary,upper_censor_bound,26,0.01,0.01,0.01,0.10000000000000001,1000,10000,10000,1882.9146776923078,3408.3324274562915,999.99000000000001,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,<=,binding,experimental_summary,upper_censor_bound,53,0.040000000000000001,2.6192000000000002,10,12,10000,539359.99999999977,582000,53052.812075471702,144350.54304332763,9990,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,=,binding,experimental_summary,exact_value,72622,1.0000000000000001e-05,0.053999999999999999,16,280.10000000000002,2606.25,1200000,40045074437996,555477790.05108011,148598367710.32419,2590.25,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,=,other_bioactivity,experimental_summary,exact_value,5793,0.001,0.050110399999999999,3.802,39.810000000000002,512.86000000000001,200000,1000000000,3153264.6967775836,55109190.341712669,509.05799999999999,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,=,pk_adme,experimental_summary,exact_value,2,9200,9308,11900,14600,17300,19892,20000,14600,5400,5400,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,>,binding,experimental_summary,lower_censor_bound,102386,0.00050000000000000001,1000,10000,30000,30000,51800,50000000,40043.507727072058,514892.7559098319,20000,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,>,other_bioactivity,experimental_summary,lower_censor_bound,354,31.620000000000001,80.762500000000003,3162.2800000000002,10000,28705.239999999998,1000000,1000000,52465.669802259887,170734.57720656064,25542.959999999999,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,>=,binding,experimental_summary,lower_censor_bound,326,5000,5000,5000,200000,200000,1000000,10000000,213374.23312883437,591207.92005422362,195000,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,>=,other_bioactivity,experimental_summary,lower_censor_bound,1,12882.5,12882.5,12882.5,12882.5,12882.5,12882.5,12882.5,12882.5,0,0,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,interval,binding,experimental_summary,lower_censor_bound,72,3.3000000000000003e-05,3.3000000000000003e-05,0.24249999999999999,1.95,20.25,556.26320000000908,1590.0799999999999,37.830882333333335,186.32405167150188,20.0075,exact_linear_order_statistics_disk_backed
observations,,binding,Kd,nM,interval,binding,experimental_summary,upper_censor_bound,72,0.23999999999999999,0.28259999999999996,2.8500000000000001,3.4500000000000002,37.150000000000006,1622.0643000000136,3186.6700000000001,80.709305555555545,386.95484403267403,34.300000000000004,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,<,binding,experimental_summary,upper_censor_bound,13824,0.001,0.01,1,50,100,100000,100000000000000,46296325483.828728,2089753481444.7998,99,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,<,other_bioactivity,experimental_summary,upper_censor_bound,241,0.001,0.1585,501.19,1584.8900000000001,2511.8899999999999,50000000,50000000,1664128.1157406638,8956523.7977584545,2010.6999999999998,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,<=,binding,experimental_summary,upper_censor_bound,236,0.0040000000000000001,0.01,12,1000,800000,316227766016837.94,316227766016837.94,75037097081357.031,134529727647553.94,799988,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,<=,other_bioactivity,experimental_summary,upper_censor_bound,2,100,1000000000099,25000000000075,50000000000050,75000000000025,99000000000001,100000000000000,50000000000050,49999999999950,49999999999950,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,=,binding,experimental_summary,exact_value,472541,6e-10,0.047,7.4000000000000004,70,780,794328.22999999998,9.9999999999999996e+27,2.5398883400396837e+22,1.4691958507606907e+25,772.60000000000002,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,=,other_bioactivity,experimental_summary,exact_value,51430,0.00029999999999999997,0.31619999999999998,63.100000000000001,501.19,2511.8899999999999,172709.99999999913,689604362163702.75,34166024250.084675,4032958541658.4595,2448.79,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,=,pk_adme,experimental_summary,exact_value,15,0.058999999999999997,0.064739999999999992,0.44,62,449.5,2858,2900,486.43126666666666,913.56195796880445,449.06,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,>,binding,experimental_summary,lower_censor_bound,52374,1.0000000000000001e-05,75,1700,10000,10000,2000000,4000000000,891315.19472864154,21956109.662667055,8300,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,>,other_bioactivity,experimental_summary,lower_censor_bound,74251,1,630.96000000000004,2511.8899999999999,5011.8699999999999,7943.2799999999997,79432.820000000007,200000000,21854.112717929722,1333442.4064353029,5431.3899999999994,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,>=,binding,experimental_summary,lower_censor_bound,479,9,99,1000,2000,22476.309999999998,500000,10000000,50369.805386221298,465705.12808935082,21476.309999999998,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,>=,other_bioactivity,experimental_summary,lower_censor_bound,7,500,659.73680000000002,6581.1399999999994,15100,67000,67000,67000,32823.182857142856,29913.51984037687,60418.860000000001,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,interval,binding,experimental_summary,lower_censor_bound,660,0.0014,0.0109,10,10,66.5,4910.9099999999953,17000,144.62098318181819,886.91775274499321,56.5,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,interval,binding,experimental_summary,upper_censor_bound,660,0.0015,0.0511,10.5,30,298.75,10000,17098,569.8261551515152,1795.5785059285076,288.25,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,interval,other_bioactivity,experimental_summary,lower_censor_bound,9,0.44,0.55600000000000005,4,15,34,972,1000,193.03666666666666,347.86274010815754,30,exact_linear_order_statistics_disk_backed
observations,,binding,Ki,nM,interval,other_bioactivity,experimental_summary,upper_censor_bound,9,4.4000000000000004,5.008,16,38,123,9255.1999999999989,10000,1216.8222222222221,3112.159583803782,107,exact_linear_order_statistics_disk_backed
observations,,binding,standard_binding_free_energy,kcal/mol,=,binding,derived,exact_value,62343,-45.397876034946158,-15.006717143376624,-10.59069593907221,-8.9836029407816635,-7.6943357360561793,-5.4569880521369534,-2.7284940260684767,-9.2398056255080938,2.1710796127187475,2.8963602030160311,exact_linear_order_statistics_disk_backed
observations,,binding,standard_binding_free_energy,kcal/mol,=,other_bioactivity,derived,exact_value,5458,-15.006717143376624,-14.051729142512757,-11.459685581195131,-10.109139122824569,-8.6175791377775042,-5.8676673245552493,-5.4569880521369534,-10.045995029903121,1.8992011763959511,2.8421064434176273,exact_linear_order_statistics_disk_backed
observations,,binding,standard_binding_free_energy,kcal/mol,=,pk_adme,derived,exact_value,2,-6.8706374135504991,-6.8660365973425233,-6.7556170083510985,-6.6405966031516979,-6.5255761979522964,-6.4151566089608716,-6.4105557927528958,-6.6405966031516979,0.23004081039879304,0.23004081039880209,exact_linear_order_statistics_disk_backed
observations,,herg,% Ctrl,%,=,herg_binding,experimental_summary,exact_value,29,63,64.400000000000006,81,95,105,121,121,93.896551724137936,14.974333967311015,24,exact_linear_order_statistics_disk_backed
observations,,herg,% of control,%,=,herg_binding,experimental_summary,exact_value,2,85,85.260000000000005,91.5,98,104.5,110.73999999999999,111,98,13,13,exact_linear_order_statistics_disk_backed
observations,,herg,% of inhibition,%,=,herg_binding,experimental_summary,exact_value,2,0,0.01,0.25,0.5,0.75,0.98999999999999999,1,0.5,0.5,0.5,exact_linear_order_statistics_disk_backed
observations,,herg,% of inhibition or stimulation,%,=,herg_binding,experimental_summary,exact_value,1,89,89,89,89,89,89,89,89,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,%max,%,=,herg_binding,experimental_summary,exact_value,2,14,14.16,18,22,26,29.84,30,22,8,8,exact_linear_order_statistics_disk_backed
observations,,herg,AC50,nM,=,herg_functional,experimental_summary,exact_value,497,10,39.600000000000001,1300,3900,10999.9,33197.460000000006,739997.09999999998,10412.907645875252,42436.737056553065,9699.8999999999996,exact_linear_order_statistics_disk_backed
observations,,herg,AC50,nM,=,herg_other,experimental_summary,exact_value,1,2800,2800,2800,2800,2800,2800,2800,2800,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,AC50,nM,>,herg_functional,experimental_summary,lower_censor_bound,1325,1000,30000,30000,30000,30000,30000,1000000,31239.245283018867,29599.17335976371,0,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,%,<,herg_binding,experimental_summary,upper_censor_bound,5,1,1.3599999999999999,10,50,50,50,50,32.200000000000003,21.985449733858072,40,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,%,<,herg_other,experimental_summary,upper_censor_bound,2,1,1.49,13.25,25.5,37.75,49.509999999999998,50,25.5,24.5,24.5,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,%,=,herg_binding,experimental_summary,exact_value,177,-2,0,7,36,75,111.12000000000012,124,41.94373446327684,36.471314765836162,68,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,%,=,herg_other,experimental_summary,exact_value,42,2,7.3300000000000001,64.282499999999999,76.789999999999992,84.275000000000006,96.017200000000003,96.049999999999997,69.667619047619041,21.37786080098531,19.992500000000007,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,%,>,herg_binding,experimental_summary,lower_censor_bound,3,50,50,50,50,74,97.039999999999992,98,66,22.627416997969522,24,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,ms,=,herg_binding,experimental_summary,exact_value,1,30,30,30,30,30,30,30,30,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,mv,<,herg_binding,experimental_summary,upper_censor_bound,2,10,10,10,10,10,10,10,10,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,mv,=,herg_binding,experimental_summary,exact_value,5,-16,-14.952,10.199999999999999,17.199999999999999,28,36.543999999999997,36.899999999999999,15.26,18.095037993881085,17.800000000000001,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,nM,=,herg_binding,experimental_summary,exact_value,28,110,183.71000000000001,1055.5,3591,5050,18287.000000000007,21500,4185.2857142857147,4137.0507339782771,3994.5,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,nM,=,herg_functional,experimental_summary,exact_value,2,270,270.30000000000001,277.5,285,292.5,299.69999999999999,300,285,15,15,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,nM,>,herg_binding,experimental_summary,lower_censor_bound,19,10000,10000,10000,10000,10000,10000,10000,10000,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,nM,>,herg_functional,experimental_summary,lower_censor_bound,26,1000,1000,1000,1000,1000,1000,1000,1000,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,uM,<=,herg_binding,experimental_summary,upper_censor_bound,16,6,6,6,6,6,6,6,6,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,uM,=,herg_binding,experimental_summary,exact_value,61,0.010999999999999999,0.017000000000000001,4.5999999999999996,7.5999999999999996,15.9,497.71999999999997,517.39999999999998,36.136754098360655,101.08115316696028,11.300000000000001,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,uM,>,herg_binding,experimental_summary,lower_censor_bound,18,10,10,30,30,50,100,100,40.277777777777779,25.086086350705681,20,exact_linear_order_statistics_disk_backed
observations,,herg,Activity,uM,>,herg_other,experimental_summary,lower_censor_bound,1,50,50,50,50,50,50,50,50,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,EC25,uM,=,herg_functional,experimental_summary,exact_value,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,EC50,nM,<,herg_other,experimental_summary,upper_censor_bound,6,30000,30000,30000,30000,30000,30000,30000,30000,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,EC50,nM,=,herg_binding,experimental_summary,exact_value,66,1.8999999999999999,5.8279499999999995,4600,9300,15000,188949.99999999808,408000,18387.103681818182,50092.370921066773,10400,exact_linear_order_statistics_disk_backed
observations,,herg,EC50,nM,=,herg_functional,experimental_summary,exact_value,2,5000,5040,6000,7000,8000,8960,9000,7000,2000,2000,exact_linear_order_statistics_disk_backed
observations,,herg,EC50,nM,=,herg_other,experimental_summary,exact_value,135,10,65.780000000000001,830,2740,7495,100331.99999999993,813800,12924.866666666667,70690.471726922391,6665,exact_linear_order_statistics_disk_backed
observations,,herg,EC50,nM,>,herg_binding,experimental_summary,lower_censor_bound,29,10000,10000,30000,30000,30000,100000,100000,35379.310344827587,21236.620604436797,0,exact_linear_order_statistics_disk_backed
observations,,herg,EC50,nM,>,herg_other,experimental_summary,lower_censor_bound,1,10000,10000,10000,10000,10000,10000,10000,10000,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,ED50,uM,=,herg_binding,experimental_summary,exact_value,1,3,3,3,3,3,3,3,3,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Emax,%,=,herg_binding,experimental_summary,exact_value,1,79,79,79,79,79,79,79,79,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,IC20,nM,<,herg_binding,experimental_summary,upper_censor_bound,8,300,349,1000,1000,1000,2859.9999999999995,3000,1162.5,731.33012381550373,0,exact_linear_order_statistics_disk_backed
observations,,herg,IC20,nM,=,herg_binding,experimental_summary,exact_value,68,100,102.68000000000001,725,2700,6100,36929.999999999964,51000,5350.2058823529414,8411.0114390720391,5375,exact_linear_order_statistics_disk_backed
observations,,herg,IC20,nM,=,herg_other,experimental_summary,exact_value,26,66,162,2475,5550,15250,77250,81000,14145.615384615385,20819.457112697623,12775,exact_linear_order_statistics_disk_backed
observations,,herg,IC20,nM,>,herg_binding,experimental_summary,lower_censor_bound,16,174,297.89999999999998,8750,10000,15000,46999.999999999993,50000,14198.375,13232.367120412546,6250,exact_linear_order_statistics_disk_backed
observations,,herg,IC20,nM,>,herg_other,experimental_summary,lower_censor_bound,19,10000,10000,10000,10000,10000,51000.000000000015,60000,12631.578947368422,11164.843913471801,0,exact_linear_order_statistics_disk_backed
observations,,herg,IC25,nM,=,herg_binding,experimental_summary,exact_value,8,2500,2857,12400,25000,193225,670993,671000,181250,282898.24142260058,180825,exact_linear_order_statistics_disk_backed
observations,,herg,IC25,nM,=,herg_other,experimental_summary,exact_value,14,2900,2926,6650,15050,29350,48463.999999999993,49400,19471.428571428572,14859.168817911168,22700,exact_linear_order_statistics_disk_backed
observations,,herg,IC25,nM,>,herg_other,experimental_summary,lower_censor_bound,10,2000,2000,3875,6200,10925,100000,100000,24440,37887.311860304893,7050,exact_linear_order_statistics_disk_backed
observations,,herg,IC5,uM,=,herg_other,experimental_summary,exact_value,1,55.299999999999997,55.299999999999997,55.299999999999997,55.299999999999997,55.299999999999997,55.299999999999997,55.299999999999997,55.299999999999997,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,<,herg_binding,experimental_summary,upper_censor_bound,270,3,10,1000,31622.779999999999,31622.779999999999,63095.730000000003,63095.730000000003,23549.972037037038,18020.803303793622,30622.779999999999,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,<,herg_other,experimental_summary,upper_censor_bound,17,100,132,500,1000,10000,22600,25000,4335.2941176470586,6476.9220337396273,9500,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,<=,herg_binding,experimental_summary,upper_censor_bound,4,1000,1060,2500,3000,3000,3000,3000,2500,866.02540378443859,500,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,=,herg_binding,experimental_summary,exact_value,10118,0.14000000000000001,2.2599999999999998,1258.9300000000001,5000,14000,245271.83869999993,954992586.01999998,513893.39173720102,16773835.25395098,12741.07,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,=,herg_functional,experimental_summary,exact_value,223,0.90000000000000002,4.532,227.595,5800,68547.865000000005,60240792.010200016,158489319.25,2185828.3305336321,13790215.953965442,68320.270000000004,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,=,herg_other,experimental_summary,exact_value,1573,0.021000000000000001,7.444,1700,6060,17700,341383.99999999598,22840000,92098.425883661781,1088984.5194389811,16000,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,>,herg_binding,experimental_summary,lower_censor_bound,3856,10,500,10000,30000,40000,300000,1000000000,840614.30018931546,27918074.30622042,30000,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,>,herg_functional,experimental_summary,lower_censor_bound,9,10000,11600,30000,30000,33000,278640,300000,58444.444444444445,85658.379769240069,3000,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,>,herg_other,experimental_summary,lower_censor_bound,892,1,60,25000,30000,40000,209000.00000000317,60000000,199648.61762331837,2581141.2993072779,15000,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,>=,herg_binding,experimental_summary,lower_censor_bound,11,10000,10000,10000,10000,20000,93000.000000000029,100000,21818.18181818182,25873.180855923103,10000,exact_linear_order_statistics_disk_backed
observations,,herg,IC50,nM,>=,herg_other,experimental_summary,lower_censor_bound,2,30000,30150,33750,37500,41250,44850,45000,37500,7500,7500,exact_linear_order_statistics_disk_backed
observations,,herg,IC60,uM,>,herg_binding,experimental_summary,lower_censor_bound,1,10,10,10,10,10,10,10,10,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,INH,nM,<,herg_binding,experimental_summary,upper_censor_bound,1,200,200,200,200,200,200,200,200,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,INH,nM,=,herg_binding,experimental_summary,exact_value,35,290,368.19999999999999,1741.5,4128,6975,37599.999999999964,41000,6782.3714285714286,8664.7076451734083,5233.5,exact_linear_order_statistics_disk_backed
observations,,herg,INH,nM,>,herg_binding,experimental_summary,lower_censor_bound,3,100,1098,25050,50000,50000,50000,50000,33366.666666666664,23523.085587472488,24950,exact_linear_order_statistics_disk_backed
observations,,herg,INH,pM,<,herg_binding,experimental_summary,upper_censor_bound,1,1,1,1,1,1,1,1,1,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,INH,uM,<,herg_other,experimental_summary,upper_censor_bound,2,10,10,10,10,10,10,10,10,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,INH,uM,=,herg_binding,experimental_summary,exact_value,82,0.01,0.015994000000000001,5,11.199999999999999,28,288.0299999999981,966,29.003873170731705,106.05848628105069,23,exact_linear_order_statistics_disk_backed
observations,,herg,INH,uM,=,herg_other,experimental_summary,exact_value,12,0.014999999999999999,0.11235000000000001,3.5499999999999998,10.949999999999999,14.350000000000001,70.470000000000013,73,16.842916666666667,21.123454821036944,10.800000000000001,exact_linear_order_statistics_disk_backed
observations,,herg,INH,uM,>,herg_binding,experimental_summary,lower_censor_bound,58,3,3,10,30,33,100,100,33.120689655172413,29.1772688957351,23,exact_linear_order_statistics_disk_backed
observations,,herg,INH,uM,>,herg_other,experimental_summary,lower_censor_bound,3,30,30,30,30,40,49.600000000000001,50,36.666666666666664,9.4280904158206358,10,exact_linear_order_statistics_disk_backed
observations,,herg,IP,nM,=,herg_binding,experimental_summary,exact_value,107,24,65.900000000000006,590,2600,5900,20939.999999999996,42000,4637.0467289719627,6242.2909950574458,5310,exact_linear_order_statistics_disk_backed
observations,,herg,IP,nM,>,herg_binding,experimental_summary,lower_censor_bound,5,10000,10000,10000,10000,50000,50000,50000,26000,19595.917942265423,40000,exact_linear_order_statistics_disk_backed
observations,,herg,Imax,%,=,herg_binding,experimental_summary,exact_value,6,51,52.25,77.5,87.599999999999994,97.100000000000009,99.920000000000002,100,83.433333333333337,16.847716627352078,19.600000000000009,exact_linear_order_statistics_disk_backed
observations,,herg,Imax,%,=,herg_other,experimental_summary,exact_value,10,16.699999999999999,17.995999999999999,34.550000000000004,58.600000000000001,67.150000000000006,80.624000000000009,81.200000000000003,52.679999999999993,20.162232019297878,32.600000000000001,exact_linear_order_statistics_disk_backed
observations,,herg,Inflection point,nM,=,herg_binding,experimental_summary,exact_value,12,3.8300000000000001,4.2887000000000004,18.967750000000002,955,5147.5,23166.80000000001,24720,4496.9750833333337,7049.1160279386031,5128.5322500000002,exact_linear_order_statistics_disk_backed
observations,,herg,Inflection point,nM,>,herg_binding,experimental_summary,lower_censor_bound,1,10000,10000,10000,10000,10000,10000,10000,10000,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,<,herg_binding,experimental_summary,upper_censor_bound,170,1,1,10,11,30,50,50,21.504235294117645,16.645941980411472,20,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,<,herg_other,experimental_summary,upper_censor_bound,56,1,1,1,25,50,50,50,24.75,22.277671396650568,49,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,<=,herg_binding,experimental_summary,upper_censor_bound,2,10,10.199999999999999,15,20,25,29.800000000000001,30,20,10,10,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,=,herg_binding,experimental_summary,exact_value,4199,-67,-14,11,28,56,100,120,35.362960228625866,29.819922347768589,45,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,=,herg_functional,experimental_summary,exact_value,810,-17,-12,3,13.5,40.75,108.90999999999997,116,26.03827160493827,31.917908081074327,37.75,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,=,herg_other,experimental_summary,exact_value,1207,-86,-13.94,11,30,59.849999999999994,100,7063,42.322949461474735,204.51568583491795,48.849999999999994,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,>,herg_binding,experimental_summary,lower_censor_bound,20,20,20,50,50,90,99.429999999999993,100,58.299999999999997,26.338375044789686,40,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,>,herg_functional,experimental_summary,lower_censor_bound,2,5,5.0700000000000003,6.75,8.5,10.25,11.93,12,8.5,3.5,3.5,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,>,herg_other,experimental_summary,lower_censor_bound,8,30,30,45,50,91,99.370000000000005,100,61.5,26.466960535732092,46,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,interval,herg_binding,experimental_summary,lower_censor_bound,6,41,41,41,45.5,76.25,97.064999999999998,97.700000000000003,59.283333333333331,23.188389096461382,35.25,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition,%,interval,herg_binding,experimental_summary,upper_censor_bound,6,50.200000000000003,50.640000000000001,59,59,84.5,99.650000000000006,100,70.033333333333331,19.07892962289959,25.5,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibition of control,%,>,herg_binding,experimental_summary,lower_censor_bound,1,50,50,50,50,50,50,50,50,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Inhibitory activity,%,=,herg_binding,experimental_summary,exact_value,5,0.20000000000000001,0.248,1.3999999999999999,6,32,85.951999999999998,88.200000000000003,25.559999999999999,33.390633417172552,30.600000000000001,exact_linear_order_statistics_disk_backed
observations,,herg,K,/min,=,herg_other,experimental_summary,exact_value,45,0.0094999999999999998,0.0097199999999999995,0.064000000000000001,0.14999999999999999,0.34999999999999998,2.4160000000000026,2.8999999999999999,0.30363333333333331,0.48964236835560798,0.28599999999999998,exact_linear_order_statistics_disk_backed
