dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
observations,,pk_adme,Drug metabolism,pmol/mg.hr,=,pk_adme,experimental_summary,exact_value,8,131,132.53999999999999,384.75,631.5,825,1124.25,1133,614.25,341.9151027667541,440.25,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/mg/hr,<,pk_adme,experimental_summary,upper_censor_bound,28,100,100,100,100,100,100,100,100,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/mg/hr,=,pk_adme,experimental_summary,exact_value,38,1,1.3700000000000001,135,236,513.75,1454.4400000000019,1709,363.07894736842104,338.3078154253007,378.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/mg/hr,>,pk_adme,experimental_summary,lower_censor_bound,2,500,515,875,1250,1625,1985,2000,1250,750,750,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/min,<,pk_adme,experimental_summary,upper_censor_bound,4,10,10,10,10,10,10,10,10,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/min,=,pk_adme,experimental_summary,exact_value,75,0,0,1.1000000000000001,14.699999999999999,34,245.30000000000183,508,30.011239999999997,63.198062359925778,32.899999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/min/mg,=,pk_adme,experimental_summary,exact_value,27,39,43.68,302,4200,7800,21109.999999999989,22800,5290.9259259259261,5548.7823617634103,7498,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/min/mg,interval,pk_adme,experimental_summary,lower_censor_bound,1,23.199999999999999,23.199999999999999,23.199999999999999,23.199999999999999,23.199999999999999,23.199999999999999,23.199999999999999,23.199999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/min/mg,interval,pk_adme,experimental_summary,upper_censor_bound,1,158.69999999999999,158.69999999999999,158.69999999999999,158.69999999999999,158.69999999999999,158.69999999999999,158.69999999999999,158.69999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,pmol/min/ug,=,pk_adme,experimental_summary,exact_value,18,0.29999999999999999,0.29999999999999999,0.32500000000000001,0.59999999999999998,0.97499999999999998,1.8319999999999992,1.8999999999999999,0.72777777777777775,0.45802177963202151,0.64999999999999991,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,uM,=,pk_adme,experimental_summary,exact_value,121,0,0,0.041000000000000002,0.91900000000000004,32,2729.7999999999988,3600,129.82738842975206,503.05904742050507,31.959,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,ug,=,pk_adme,experimental_summary,exact_value,7,272,285.56,518,911,1041.5,1221.54,1230,790.28571428571433,328.7094741064621,523.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,ugml-1,=,pk_adme,experimental_summary,exact_value,4,0.51000000000000001,0.51629999999999998,0.66749999999999998,5.5199999999999996,11.030000000000001,13.0748,13.16,6.1775000000000002,5.6528858780272575,10.362500000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,ul/min,<,pk_adme,experimental_summary,upper_censor_bound,2,1.8999999999999999,1.9159999999999999,2.2999999999999998,2.7000000000000002,3.1000000000000001,3.484,3.5,2.7000000000000002,0.79999999999999927,0.80000000000000027,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,ul/min,=,pk_adme,experimental_summary,exact_value,11,5.5,5.6799999999999997,12,17,41.5,121.00000000000003,129,31.618181818181821,34.045072215355347,29.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,ul/min,>,pk_adme,experimental_summary,lower_censor_bound,3,200,203.19999999999999,280,360,360,360,360,306.66666666666669,75.424723326564987,80,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,um/min.mg,=,pk_adme,experimental_summary,exact_value,18,0.047,0.05108,0.11650000000000001,0.188,0.26375000000000004,0.63529999999999998,0.63700000000000001,0.2343888888888889,0.17300389812207151,0.14725000000000005,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug metabolism,umol/ml,=,pk_adme,experimental_summary,exact_value,16,0,0,0,0.10100000000000001,0.33925,0.82454999999999989,0.85199999999999998,0.22368750000000001,0.27367035799251255,0.33925,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug recovery,%,<,pk_adme,experimental_summary,upper_censor_bound,63,1.1000000000000001,2.278,10,10,50,80,80,25.903174603174605,25.805025770211113,40,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug recovery,%,=,pk_adme,experimental_summary,exact_value,651,0,1.25,63,85,96.460000000000008,123,673,76.684669738863292,37.591352888499522,33.460000000000008,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug recovery,%,>,pk_adme,experimental_summary,lower_censor_bound,18,90,90,90,90,95,95,95,91.944444444444443,2.4374901076092224,5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug recovery,%,interval,pk_adme,experimental_summary,lower_censor_bound,4,0.69999999999999996,0.72699999999999998,1.375,2.2999999999999998,3,3,3,2.0750000000000002,0.97819987732569225,1.625,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug recovery,%,interval,pk_adme,experimental_summary,upper_censor_bound,4,3,3,3,3.1499999999999999,3.7249999999999996,4.9489999999999998,5,3.5750000000000002,0.83179023798070606,0.72499999999999964,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug transport,%,=,pk_adme,experimental_summary,exact_value,54,0,0,0.065000000000000002,2,6.5,32.628999999999998,33,5.3127777777777778,7.9841689232544253,6.4349999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug transport,ug/hr,=,pk_adme,experimental_summary,exact_value,2,4.5300000000000002,4.5307000000000004,4.5475000000000003,4.5649999999999995,4.5824999999999996,4.5992999999999995,4.5999999999999996,4.5649999999999995,0.035000000000022659,0.034999999999999254,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,%,<,pk_adme,experimental_summary,upper_censor_bound,31,0.20000000000000001,0.20000000000000001,0.20000000000000001,0.20000000000000001,0.20000000000000001,5,5,0.55483870967741933,1.1815350075158297,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,%,<=,pk_adme,experimental_summary,upper_censor_bound,13,25,25,25,25,25,25,25,25,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,%,=,pk_adme,experimental_summary,exact_value,104,0.20000000000000001,0.20300000000000001,1.675,12.5,78.299999999999997,156.85999999999996,163,38.730769230769234,43.264350835930003,76.625,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,%,>,pk_adme,experimental_summary,lower_censor_bound,5,75,75,75,75,75,75,75,75,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,%id/g,=,pk_adme,experimental_summary,exact_value,72,0.33000000000000002,0.57140000000000002,1.5125,2.7050000000000001,4.0075000000000003,19.201000000000043,24.100000000000001,4.2166666666666668,4.7439944491254762,2.4950000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,fmol/min,=,pk_adme,experimental_summary,exact_value,2,1.3300000000000001,1.8467000000000002,14.2475,27.164999999999999,40.082499999999996,52.4833,53,27.164999999999999,25.835000000000001,25.834999999999994,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,mM,=,pk_adme,experimental_summary,exact_value,3,0.12,0.12939999999999999,0.35499999999999998,0.58999999999999997,1.1549999999999998,1.6974,1.72,0.80999999999999994,0.67146605771748924,0.79999999999999982,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,microl/min/mg,=,pk_adme,experimental_summary,exact_value,6,5.7999999999999998,6.0599999999999996,11.25,17,25,151.40000000000003,158,39.133333333333333,53.594361229102788,13.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,micromol/min,=,pk_adme,experimental_summary,exact_value,9,38.380000000000003,39.027200000000001,50.729999999999997,75.829999999999998,269.49000000000001,436.16839999999996,447.00999999999999,166.52000000000001,139.63915727490067,218.76000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,ng,=,pk_adme,experimental_summary,exact_value,4,0.55000000000000004,0.56440000000000001,0.91000000000000003,2.0949999999999998,3.8825000000000003,5.9632999999999985,6.0499999999999998,2.6974999999999998,2.1705687618686493,2.9725000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,ng/mL,=,pk_adme,experimental_summary,exact_value,1,70,70,70,70,70,70,70,70,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,nmol,=,pk_adme,experimental_summary,exact_value,3,3.7999999999999998,3.8639999999999999,5.4000000000000004,7,41.299999999999997,74.227999999999994,75.599999999999994,28.799999999999997,33.118373551046652,35.899999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,nmol/g,=,pk_adme,experimental_summary,exact_value,3,55,58.979999999999997,154.5,254,1202.5,2113.0599999999999,2151,820,944.65902137579076,1048,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,nmol/g,>,pk_adme,experimental_summary,lower_censor_bound,1,180,180,180,180,180,180,180,180,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,pmol,=,pk_adme,experimental_summary,exact_value,68,0.29999999999999999,0.29999999999999999,5.3999999999999995,34.349999999999994,270.5,2210.1619999999966,3591.3000000000002,206.2294117647059,488.5731666137101,265.10000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,pmol/min,=,pk_adme,experimental_summary,exact_value,6,4.7000000000000002,5.2149999999999999,15.75,22,71.75,211.45000000000002,218,61.449999999999996,74.926046872899946,56,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,pmol/min/mg,=,pk_adme,experimental_summary,exact_value,6,1.5,1.8149999999999999,7.8499999999999996,11,16.25,23.650000000000002,24,12.049999999999999,7.2672209268743169,8.4000000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,uM,=,pk_adme,experimental_summary,exact_value,26,1,1.0249999999999999,2.0750000000000002,20.449999999999999,158.25,175.94999999999999,177.40000000000001,64.061538461538461,74.137481836232823,156.17500000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,ugml-1,=,pk_adme,experimental_summary,exact_value,7,0.070000000000000007,0.071199999999999999,0.30500000000000005,1.6399999999999999,5.6200000000000001,18.999999999999996,19.600000000000001,4.7371428571428575,6.8127919896234594,5.3150000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,ugml-1,>,pk_adme,experimental_summary,lower_censor_bound,2,13.119999999999999,13.119999999999999,13.119999999999999,13.119999999999999,13.119999999999999,13.119999999999999,13.119999999999999,13.119999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Drug uptake,umol,=,pk_adme,experimental_summary,exact_value,2,5.7999999999999998,5.9420000000000002,9.3499999999999996,12.899999999999999,16.449999999999999,19.858000000000001,20,12.9,7.0999999999999996,7.0999999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC50,nM,<,pk_adme,experimental_summary,upper_censor_bound,26,44,58,100,1000000,100000000,100000000,100000000,35865417.07692308,46763553.48799514,99999900,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC50,nM,=,pk_adme,experimental_summary,exact_value,1459,0.0077999999999999996,1.7363999999999999,60,301,4705,2095200.0000001136,800000000,1560116.5595207675,26234834.249614291,4645,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC50,nM,>,pk_adme,experimental_summary,lower_censor_bound,259,0.050000000000000003,622.00000000000011,12500,20000,40000,1000000000,1000000000,15474153.368378378,123306812.60686515,27500,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC50,nM,>=,pk_adme,experimental_summary,lower_censor_bound,1,50000,50000,50000,50000,50000,50000,50000,50000,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC90,nM,=,pk_adme,experimental_summary,exact_value,47,20,20,65,200,600,5000,5000,745.63829787234044,1359.319924228882,535,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC90,uM,=,pk_adme,experimental_summary,exact_value,33,0.33000000000000002,0.33639999999999998,0.69999999999999996,3.3580000000000001,9.2219999999999995,32.562399999999997,35.979999999999997,6.4836363636363643,7.9201085040707255,8.5220000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,EC90,uM,>,pk_adme,experimental_summary,lower_censor_bound,89,1,1,20,20,50,50,50,28.011235955056179,14.561372930410187,30,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED15,%,=,pk_adme,experimental_summary,exact_value,1,67,67,67,67,67,67,67,67,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED50,mg.kg-1,=,pk_adme,experimental_summary,exact_value,312,0,0.0030000000000000001,0.035749999999999997,0.17999999999999999,1,10.922999999999991,22.300000000000001,1.0820326923076924,2.4178234330526274,0.96425000000000005,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED50,mg.kg-1,>,pk_adme,experimental_summary,lower_censor_bound,27,0.5,0.63,1,1,1,3,3,1.3518518518518519,0.79132817108227771,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED50,ngml-1,=,pk_adme,experimental_summary,exact_value,24,2,2.23,30,30,125,3000,3000,450,977.48056246658939,95,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED50,ngml-1,>,pk_adme,experimental_summary,lower_censor_bound,3,10000,10000,10000,10000,10000,10000,10000,10000,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED50,uM,=,pk_adme,experimental_summary,exact_value,13,0.80000000000000004,0.94400000000000006,5,20,50,50,50,22.138461538461538,19.6276703606664,45,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED50,uM,>,pk_adme,experimental_summary,lower_censor_bound,2,100,100,100,100,100,100,100,100,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ED70,mgkg-1,=,pk_adme,experimental_summary,exact_value,4,0.067000000000000004,0.21018999999999999,3.6467499999999999,82.920000000000002,167.5,186.22,187,88.226749999999996,86.280925508987792,163.85325,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,%,<,pk_adme,experimental_summary,upper_censor_bound,73,0.63400000000000001,0.63400000000000001,23,23,23,55,55,21.069767123287672,11.079335306604786,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,%,=,pk_adme,experimental_summary,exact_value,455,0,0.34020000000000006,31,52,73.049999999999997,98.646000000000001,99.400000000000006,51.585120879120879,27.037276748895717,42.049999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,%,>,pk_adme,experimental_summary,lower_censor_bound,18,23,34.049999999999997,88,88,88.75,89,89,84.666666666666671,14.96291712497559,0.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,%,interval,pk_adme,experimental_summary,lower_censor_bound,1,71,71,71,71,71,71,71,71,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,%,interval,pk_adme,experimental_summary,upper_censor_bound,1,75,75,75,75,75,75,75,75,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,min,=,pk_adme,experimental_summary,exact_value,9,0.46000000000000002,0.48160000000000003,0.77000000000000002,0.81999999999999995,0.90000000000000002,0.96599999999999997,0.96999999999999997,0.80555555555555558,0.142603655174528,0.13,exact_linear_order_statistics_disk_backed
observations,,pk_adme,ERH,nM,=,pk_adme,experimental_summary,exact_value,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Efficacy,%,=,pk_adme,experimental_summary,exact_value,17,0.59999999999999998,1.2399999999999998,9.5,26,50.600000000000001,71.200000000000003,74,29.147058823529413,21.812492849068335,41.100000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Emax,%,<=,pk_adme,experimental_summary,upper_censor_bound,3,1,1,1,1,1,1,1,1,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Emax,%,=,pk_adme,experimental_summary,exact_value,52,-2.7000000000000002,-1.323,3.0750000000000002,16,50.25,205.61000000000018,251,42.3125,56.396709733370088,47.174999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Enantiomeric composition,%,=,pk_adme,experimental_summary,exact_value,8,14,14.210000000000001,17.75,50,82.25,85.789999999999992,86,50,29.466082196315138,64.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,<,pk_adme,experimental_summary,upper_censor_bound,627,-6,0.10000000000000001,1,3,6.5,40,100,6.6879106858054218,9.144686324815293,5.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,<=,pk_adme,experimental_summary,upper_censor_bound,36,0.29999999999999999,0.29999999999999999,4.25,20,20,100,100,20.805555555555557,22.697882236558794,15.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,=,other_bioactivity,experimental_summary,exact_value,127,0,0.57499999999999996,12,34.899999999999999,63.799999999999997,111.43599999999995,132,40.781338582677172,31.109643828772416,51.799999999999997,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,=,pk_adme,experimental_summary,exact_value,29928,-100,0,16,38.700000000000003,67,130.07299999999995,18421,44.792477900294038,112.17514792706969,51,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,>,pk_adme,experimental_summary,lower_censor_bound,453,0.65000000000000002,10,66,95,100,100,100,80.203642384105962,26.254203762633118,34,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,>=,pk_adme,experimental_summary,lower_censor_bound,75,30,30,80,80,80,100,100,81.501333333333335,11.474092479243048,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,interval,pk_adme,experimental_summary,lower_censor_bound,89,1,2.7599999999999998,18,34,66,109.16000000000008,125,40.61865168539326,28.93169962387049,48,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,%,interval,pk_adme,experimental_summary,upper_censor_bound,89,1.2,4.5439999999999996,27,50,100,125.36000000000013,150,61.194382022471913,38.485474742961621,73,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,ml/min.kg,=,pk_adme,experimental_summary,exact_value,1,100,100,100,100,100,100,100,100,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F,ng/mL,=,pk_adme,experimental_summary,exact_value,2,0.40000000000000002,0.40250000000000002,0.46250000000000002,0.52500000000000002,0.58750000000000002,0.64749999999999996,0.65000000000000002,0.52500000000000002,0.125,0.125,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F/dose,%,<,pk_adme,experimental_summary,upper_censor_bound,2,1,1,1,1,1,1,1,1,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,F/dose,%,=,pk_adme,experimental_summary,exact_value,7,5,6.3799999999999999,32,48,72.5,73.939999999999998,74,48,24.698178070456937,40.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fa,%,<,pk_adme,experimental_summary,upper_censor_bound,4,21,21.18,25.5,27,29,34.759999999999998,35,27.5,4.9749371855330997,3.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fa,%,=,pk_adme,experimental_summary,exact_value,18,24,24.510000000000002,35,43,69.349999999999994,96,96,52.711111111111109,23.312774011231816,34.349999999999994,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fabs,%,=,pk_adme,experimental_summary,exact_value,9,12,12.199999999999999,27,48.600000000000001,89,100,100,56.677777777777777,35.395975219343725,62,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fapp,%,=,pk_adme,experimental_summary,exact_value,19,1,1.1080000000000001,17.5,44,55,166.42000000000002,181,45.452631578947368,40.320862673794601,37.5,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fapp,%,>,pk_adme,experimental_summary,lower_censor_bound,3,100,100,100,100,100,100,100,100,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fez,%,=,pk_adme,experimental_summary,exact_value,1,13,13,13,13,13,13,13,13,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fg,%,=,pk_adme,experimental_summary,exact_value,8,0.40000000000000002,0.44900000000000001,1.55,3.1000000000000001,16.25,27.229999999999997,28,8.8000000000000007,9.5750979107265533,14.699999999999999,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fh,%,=,pk_adme,experimental_summary,exact_value,7,14,15.26,52,71,83,99.339999999999989,100,65,28.025498593755145,31,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Flu intensity,a.u.,=,pk_adme,experimental_summary,exact_value,2,19.699999999999999,19.794999999999998,22.074999999999999,24.449999999999999,26.824999999999999,29.104999999999997,29.199999999999999,24.449999999999999,4.75,4.75,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fluorescence,a.u,=,pk_adme,experimental_summary,exact_value,6,14,16.550000000000001,78,122,127,245.75000000000003,252,117,72.730094642222682,49,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fm,%,=,pk_adme,experimental_summary,exact_value,25,13,13.072000000000001,46,69,85,99,99,63.003999999999998,27.835135781957316,39,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fmax,%,=,pk_adme,experimental_summary,exact_value,185,3,3.8399999999999999,33,57,83,100,100,56.245405405405407,29.282631933344973,50,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fmean,%,=,pk_adme,experimental_summary,exact_value,1,70,70,70,70,70,70,70,70,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Formation,%,=,pk_adme,experimental_summary,exact_value,26,0.40000000000000002,0.42500000000000004,0.69999999999999996,20.449999999999999,48.974999999999994,93.150000000000006,93.200000000000003,29.25,31.066618864825113,48.274999999999991,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Formation of NO2-,nM,<,pk_adme,experimental_summary,upper_censor_bound,10,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Formation of NO2-,nM,=,pk_adme,experimental_summary,exact_value,26,0.10000000000000001,0.125,0.95000000000000007,3.1000000000000001,6.9500000000000002,74.75,79,11.965384615384616,20.798667529577877,6,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Formation of NO3-,nM,=,pk_adme,experimental_summary,exact_value,4,1.2,1.2089999999999999,1.425,2.9500000000000002,5.3250000000000002,7.988999999999999,8.0999999999999996,3.7999999999999998,2.7793884219374592,3.9000000000000004,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Formation of compound,nM,=,pk_adme,experimental_summary,exact_value,4,5.0999999999999996,5.1389999999999993,6.0750000000000002,9.4499999999999993,13.800000000000001,17.543999999999997,17.699999999999999,10.425000000000001,5.0444895678353801,7.7250000000000005,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fos,%,=,pk_adme,experimental_summary,exact_value,2,6.2999999999999998,7.2370000000000001,29.725000000000001,53.149999999999999,76.575000000000003,99.063000000000002,100,53.149999999999999,46.850000000000009,46.850000000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Free,%,=,pk_adme,experimental_summary,exact_value,100,0.50700000000000001,0.54066000000000003,5.6725000000000003,12.449999999999999,24.25,86.04000000000002,90,18.292190000000002,18.36815605100033,18.577500000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,<,other_bioactivity,experimental_summary,upper_censor_bound,339,1.9999999999999999e-06,4.3799999999999996e-06,0.001,0.0040000000000000001,0.01,0.02,0.050000000000000003,0.0057707758112094396,0.0058913249184603745,0.0090000000000000011,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,<,pk_adme,experimental_summary,upper_censor_bound,43,0.0001,0.0001,0.001,0.001,0.001,0.036879999999999941,0.051999999999999998,0.0024209302325581394,0.0079957127506233832,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,<=,other_bioactivity,experimental_summary,upper_censor_bound,5,0.001,0.0017600000000000001,0.02,0.02,0.02,0.048800000000000003,0.050000000000000003,0.022200000000000001,0.015727682601070003,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,=,binding,experimental_summary,exact_value,16,0.001,0.00115,0.07375000000000001,0.33000000000000002,0.44,0.48849999999999999,0.48999999999999999,0.27625,0.18307256075119505,0.36624999999999996,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,=,other_bioactivity,experimental_summary,exact_value,6545,0,3.8655999999999997e-05,0.01,0.043999999999999997,0.14000000000000001,0.92279999999999751,4.9100000000000001,0.12118103147746372,0.19479594316202115,0.13,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,=,pk_adme,experimental_summary,exact_value,1135,0,0.0001,0.016,0.083000000000000004,0.23300000000000001,0.9933200000000002,1,0.18308456387665198,0.24545781306756387,0.21700000000000003,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,>,other_bioactivity,experimental_summary,lower_censor_bound,64,0.10000000000000001,0.10000000000000001,0.40000000000000002,0.5,0.86250000000000004,0.999,0.999,0.59793750000000001,0.27121341199090798,0.46250000000000002,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,>,pk_adme,experimental_summary,lower_censor_bound,12,0.29999999999999999,0.29999999999999999,0.29999999999999999,0.93000000000000005,0.94725000000000004,0.999,0.999,0.73058333333333325,0.30701233914761322,0.6472500000000001,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,>=,other_bioactivity,experimental_summary,lower_censor_bound,2,0.98999999999999999,0.98999999999999999,0.98999999999999999,0.98999999999999999,0.98999999999999999,0.98999999999999999,0.98999999999999999,0.98999999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,interval,other_bioactivity,experimental_summary,lower_censor_bound,14,0.0016999999999999999,0.0019989999999999999,0.039,0.074500000000000011,0.10000000000000001,0.13827999999999996,0.14399999999999999,0.068192857142857138,0.042345660332312601,0.061000000000000006,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%,interval,other_bioactivity,experimental_summary,upper_censor_bound,14,0.20000000000000001,0.36899999999999999,7.8499999999999996,20,20,76.959999999999994,78,22.171428571428571,22.698251303677512,12.15,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,%id,=,other_bioactivity,experimental_summary,exact_value,1,4.4000000000000004,4.4000000000000004,4.4000000000000004,4.4000000000000004,4.4000000000000004,4.4000000000000004,4.4000000000000004,4.4000000000000004,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,10'-5no_unit,=,other_bioactivity,experimental_summary,exact_value,2,5.3600000000000003,5.3902000000000001,6.1150000000000002,6.870000000000001,7.6250000000000009,8.3498000000000001,8.3800000000000008,6.870000000000001,1.5099999999999991,1.5100000000000007,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,microg.hr/ml,=,other_bioactivity,experimental_summary,exact_value,1,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,0,0,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,nM,=,other_bioactivity,experimental_summary,exact_value,188,0.017999999999999999,0.030960000000000001,4.7300000000000004,31,126.875,2239.8199999999852,15418,248.70593617021277,1200.0488559100534,122.145,exact_linear_order_statistics_disk_backed
observations,,pk_adme,Fu,nM,>,other_bioactivity,experimental_summary,lower_censor_bound,2,0.089999999999999997,0.089999999999999997,0.089999999999999997,0.089999999999999997,0.089999999999999997,0.089999999999999997,0.089999999999999997,0.089999999999999997,0,0,exact_linear_order_statistics_disk_backed
