schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,n_events,n_non_events,estimability_status,prevalence,threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,negative_predictive_value,f1,matthews_correlation_coefficient,cohen_kappa,roc_auc,average_precision_pr_auc,brier_score,log_loss,ece_uniform,ece_quantile,maximum_calibration_error_uniform,sensitivity_at_specificity_0.90,achieved_specificity_for_0.90,threshold_at_specificity_0.90,specificity_at_sensitivity_0.90,achieved_sensitivity_for_0.90,threshold_at_sensitivity_0.90
1.0.0,TASK-9EF0A903755F8DBA39DDDDC2,classification,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_prior,20260804,"{""experimental_summary"": 93}","{""experimental_summary"": 14}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,14,11,3,estimable,0.7857142857142857,0.5,0.7857142857142857,0.5,0.7857142857142857,1.0,0.0,,0.88,0.0,0.0,0.5,0.7857142857142857,0.16879738367771657,0.5209220272541194,0.02073732718894017,0.02073732718894017,0.02073732718894017,0.0,1.0,inf,0.0,1.0,0.8064516129032258
1.0.0,TASK-9EF0A903755F8DBA39DDDDC2,classification,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,logistic_fixed,20260804,"{""experimental_summary"": 93}","{""experimental_summary"": 14}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,14,11,3,estimable,0.7857142857142857,0.5,0.8571428571428571,0.6666666666666666,0.8461538461538461,1.0,0.3333333333333333,1.0,0.9166666666666666,0.5310850045437943,0.43999999999999995,0.8787878787878788,0.9720279720279721,0.13710464995085062,0.5625655608702351,0.1285223925061534,0.15155649784592232,0.13818590788424412,0.8181818181818182,1.0,0.9796140785242767,0.33333333333333337,1.0,0.9745514681755921
