connectivity_key,connectivity_group_size,structure_id,standard_inchi_key,standardized_smiles,p_activity_median,series_id,sources,compound_ids
GORAKAHLMGAALX,4,STR-A81FD784C5400DE7DDA0,GORAKAHLMGAALX-LSYYVWMOSA-N,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@@H](C[C@H](C)CN(C)CCOC)C(C)C)C2)C(C)C,5.131355561605174,SER-F7B9115420359440,PubChem,168720907
GORAKAHLMGAALX,4,STR-DADA1B47F9BA05C17134,GORAKAHLMGAALX-LEAFIULHSA-N,CCN(C(=O)c1cc(F)ccc1Oc1nncnc1N1CCC2(C1)CN([C@H](C[C@@H](C)CN(C)CCOC)C(C)C)C2)C(C)C,4.909741947068683,SER-F7B9115420359440,PubChem,156531602
GTILRIPAVDNTIG,4,STR-4C43BCDB33EE423B9ECC,GTILRIPAVDNTIG-POZJPKTBSA-N,CO[C@@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,5.443697499232712,SER-317158EDAD8598EE,ChEMBL;PubChem,CHEMBL6063617
GTILRIPAVDNTIG,4,STR-8131638FF64AE92C8993,GTILRIPAVDNTIG-KSSJMHQNSA-N,CO[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,5.055517327849831,SER-317158EDAD8598EE,ChEMBL;PubChem,CHEMBL6057170
GTILRIPAVDNTIG,4,STR-40E0E7043CC563C31D2B,GTILRIPAVDNTIG-ASYYUYISSA-N,CO[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,4.609064892896621,SER-317158EDAD8598EE,ChEMBL;PubChem,CHEMBL6017029
GTILRIPAVDNTIG,4,STR-DE57A0D88EA762894E60,GTILRIPAVDNTIG-PEIRWHMSSA-N,CO[C@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,3.8535618647142256,SER-317158EDAD8598EE,PubChem,138618456
GWDOGFQBFWTQSO,4,STR-09E54D8A9B952AC86D2A,GWDOGFQBFWTQSO-HEVKVOQNSA-N,CNC(=O)O[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.221848749616356,SER-B92687DE56E5CCCB,ChEMBL;PubChem,CHEMBL5783513
GWDOGFQBFWTQSO,4,STR-377B42435916FCE77AA8,GWDOGFQBFWTQSO-RKAQNKOCSA-N,CNC(=O)O[C@H]1CCC[C@@H]1[C@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,8.221848749616356,SER-B92687DE56E5CCCB,ChEMBL;PubChem,CHEMBL5767175
GWDOGFQBFWTQSO,4,STR-913F46730FAF3C502A72,GWDOGFQBFWTQSO-POYCELQWSA-N,CNC(=O)O[C@@H]1CCC[C@H]1[C@@](C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,7.207608310501746,SER-B92687DE56E5CCCB,ChEMBL;PubChem,CHEMBL5861013
GWDOGFQBFWTQSO,4,STR-4342C90FE7E456F909D0,GWDOGFQBFWTQSO-ZJACYBTKSA-N,CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,6.402304814074488,SER-B92687DE56E5CCCB,ChEMBL;PubChem,CHEMBL5946599
HGNXEODCTLZEEQ,4,STR-34A22E8D07A7D066A07D,HGNXEODCTLZEEQ-AZGAKELHSA-N,CC(C)[C@@H](C[C@H](O)CN(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(C(C)C)C(C)C)C2)C1,7.055517327849831,SER-F7B9115420359440,PubChem,156531481
HGNXEODCTLZEEQ,4,STR-00EAB22F635715DE8799,HGNXEODCTLZEEQ-AOYPEHQESA-N,CC(C)[C@@H](C[C@@H](O)CN(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(C(C)C)C(C)C)C2)C1,7.013228265733755,SER-F7B9115420359440,PubChem,156531478
HGNXEODCTLZEEQ,4,STR-7B1655073C306BE222B5,HGNXEODCTLZEEQ-AHWVRZQESA-N,CC(C)[C@H](C[C@H](O)CN(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(C(C)C)C(C)C)C2)C1,5.739928612014925,SER-F7B9115420359440,PubChem,156531480
HGNXEODCTLZEEQ,4,STR-19696E299ED51B516AAC,HGNXEODCTLZEEQ-RSXGOPAZSA-N,CC(C)[C@H](C[C@@H](O)CN(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(C(C)C)C(C)C)C2)C1,5.266000713461613,SER-F7B9115420359440,PubChem,156531479
LBZIHFPAAWTXAW,4,STR-B3713976D3715B01F866,LBZIHFPAAWTXAW-AOYPEHQESA-N,CCN(C)C[C@H](O)C[C@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,7.236572006437063,SER-F7B9115420359440,PubChem,156531597
LBZIHFPAAWTXAW,4,STR-F2780D30E185047C1A28,LBZIHFPAAWTXAW-AZGAKELHSA-N,CCN(C)C[C@@H](O)C[C@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,6.769551078621726,SER-F7B9115420359440,PubChem,156531462
LBZIHFPAAWTXAW,4,STR-D1C0AC976A090EAA245E,LBZIHFPAAWTXAW-AHWVRZQESA-N,CCN(C)C[C@@H](O)C[C@@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,5.405607449624574,SER-F7B9115420359440,PubChem,156531562
LBZIHFPAAWTXAW,4,STR-CD94BD50EF1121AE4E8B,LBZIHFPAAWTXAW-RSXGOPAZSA-N,CCN(C)C[C@H](O)C[C@@H](C(C)C)N1CC2(CCN(c3ncnnc3Oc3ccc(F)cc3C(=O)N(CC)C(C)C)C2)C1,4.92009553233328,SER-F7B9115420359440,PubChem,156531794
