series_id,scaffold_key,scaffold_method,series_size,structure_id,standardized_smiles,p_activity_median,sources,compound_ids,qed,mol_wt,logp,tpsa
SER-4C4BF83C9D3649D4,O=S(=O)(c1ccncc1)c1ccc(N2CC(CN3CCC(C4(C5=CCCC5)CNCc5ccccc54)CC3)C2)cc1,bemis_murcko,1,STR-633580C0DD9263988A9F,Cc1cc(S(=O)(=O)c2ccc(N3CC(CN4CCC(C5(C6=CCCC6)CN(C)Cc6ccccc65)CC4)C3)cc2)ccn1,7.055517327849831,ChEMBL;PubChem,CHEMBL5937919,0.31849804191310116,596.8410000000002,5.864720000000007,56.75000000000001
SER-4D7333476A8F78FA,c1ccc(CC2(C3CCN(CCCOc4ccccc4)CC3)NCCc3ccccc32)cc1,bemis_murcko,1,STR-EE1ECC6B864815D20E60,N#Cc1ccc(OCCCN2CCC(C3(Cc4ccccc4)NCCc4ccccc43)CC2)cc1,5.376750709602099,ChEMBL;PubChem,CHEMBL5904127,0.4573975472438683,465.6410000000002,5.323080000000005,48.29
SER-4DF9148BF4C90075,c1ccc(OCCCN2CCC(C3(C4CCc5ccccc54)NCCc4ccccc43)CC2)cc1,bemis_murcko,1,STR-B4B9D6A6C03B5C8E19FC,N#Cc1ccc(OCCCN2CCC(C3(C4CCc5ccccc54)NCCc4ccccc43)CC2)cc1,5.638272163982407,ChEMBL;PubChem,CHEMBL5943730,0.4238606095424172,491.6790000000002,5.8103800000000065,48.29
SER-51AC2CBEEAEBFDD2,O=S(=O)(c1ccc(N2CC(CN3CCC(C(c4ccccc4)C4CCCC4)CC3)C2)cc1)C1CCCNC1,bemis_murcko,1,STR-D32C4FE03E32CED2B7FB,C=CC(=O)N1CCCC(S(=O)(=O)c2ccc(N3CC(CN4CCC([C@@](C#N)(c5cccc(F)c5)[C@H]5CCC[C@@H]5NC(=O)OC)CC4)C3)cc2)C1,8.0,ChEMBL;PubChem,CHEMBL6031385,0.34640774864833423,705.8969999999999,4.910880000000004,123.05
SER-54043CC4B0548697,c1ccc(OC2CC(N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,bemis_murcko,1,STR-0855D8D007FB84375292,N#Cc1ccc(OC2CC(N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,5.466650724788503,ChEMBL;PubChem,CHEMBL6041723,0.6547580770695428,455.64600000000024,5.411480000000005,48.29
SER-55AD440984EF2C0C,O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)CNCc5ccccc54)CC3)C2)cc1)c1ccnc2cnccc12,bemis_murcko,1,STR-7574D071910577A50816,CCN1Cc2ccccc2C(C2CCCC2)(C2CCN(CC3CN(c4ccc(S(=O)(=O)c5ccnc6cnccc56)cc4)C3)CC2)C1,8.096910013008056,ChEMBL;PubChem,CHEMBL5769865,0.21383397670043372,649.9049999999999,6.574500000000008,69.64
SER-566DEC554E1AE6C0,O=C1CCCC2=C1C(c1ccc3c(c1)OCO3)Nc1ccccc1N2,bemis_murcko,1,STR-FC23C7EE60D140564837,CC1(C)CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccc2c(c1)OCO2,4.920818753952375,ChEMBL;PubChem,CHEMBL3696197,0.7740352687318159,362.42900000000014,4.637200000000003,59.59
SER-57AD34D644CD4890,O=C(C=CCN1CCCCC1)N1CC(S(=O)(=O)c2ccc(N3CC(CN4CCC(C(Cn5ccnc5)(c5ccccc5)C5CCCC5)CC4)C3)cc2)C1,bemis_murcko,1,STR-1336D74CEEF07820B1AB,CCc1nccn1C[C@@](c1cccc(F)c1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCCC5)C4)cc3)C2)CC1)[C@H]1CCC[C@@H]1NC(=O)OC,8.698970004336019,ChEMBL;PubChem,CHEMBL5817522,0.18595523900430672,858.1379999999994,5.922300000000006,120.32000000000001
SER-5A86A4140A3CC68D,c1ccc(CN2CCC(Nc3ncnc4sc5c(c34)CCCC5)CC2)cc1,bemis_murcko,1,STR-F99BCE07672BA00ADF22,CC1CCc2c(sc3ncnc(NC4CCN(Cc5ccccc5)CC4)c23)C1,4.698970004336019,ChEMBL,CHEMBL3696190,0.686086045673847,392.57200000000023,4.892600000000004,41.050000000000004
SER-5E41D6E8FE36459C,c1ccc(CN2CCCN(c3ncnc4sccc34)CC2)cc1,bemis_murcko,1,STR-220071760E88DA3EF61F,COc1ccc(CN2CCCN(c3ncnc4sc(C)c(C)c34)CC2)cc1,4.698970004336019,ChEMBL,CHEMBL3696185,0.681428161716784,382.5330000000002,4.029040000000004,41.49
