schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,mae,median_absolute_error,mse,rmse,r2,pearson_r,spearman_r,concordance_correlation_coefficient,mean_signed_error_prediction_minus_observation,calibration_slope_observation_on_prediction,calibration_intercept_observation_on_prediction
1.0.0,TASK-4CF2E06E5EFAC79EBC548ADE,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_median,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,2952.865763332,491.98,109721520.24116538,10474.804066958264,-0.06482180391576464,,,0.0,-2584.4491806680003,,
1.0.0,TASK-4CF2E06E5EFAC79EBC548ADE,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,ridge_fixed,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,37076.8906424505,25104.243125,2737655126.656534,52322.60626781252,-25.568305507053644,0.0652036380773724,0.08115800116620432,0.024515041328231846,1474.4856427695,0.012734964624845439,3027.5661523566437
