schema_version,task_id,task_type,split_name,evaluation_partition,feature_set,model_name,seed,outcome_kind_counts_train,outcome_kind_counts_evaluation,prediction_origin,interpretation,suspicion_flags,metric_schema_version,n,mae,median_absolute_error,mse,rmse,r2,pearson_r,spearman_r,concordance_correlation_coefficient,mean_signed_error_prediction_minus_observation,calibration_slope_observation_on_prediction,calibration_intercept_observation_on_prediction
1.0.0,TASK-57C6160C66621BD45C149F77,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,dummy_median,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,2391.833963748,71.11,95807274.1774712,9788.119031635813,-0.06029220125745005,,,0.0,-2334.086940252,,
1.0.0,TASK-57C6160C66621BD45C149F77,regression,molecule_hash_stream_v1,validation,capped_rdkit_morgan_r2_2048,ridge_fixed,20260804,"{""experimental_summary"": 10000}","{""experimental_summary"": 2500}",computational_prediction,lightweight_diagnostic_not_scientific_or_prospective_evidence,,1.0.0,2500,5739.779314945499,3727.51333984375,107357691.44885345,10361.355676206345,-0.18811983709468527,0.16437906903513808,0.22110821569392988,0.1480002599360288,190.320203498,0.26184227504166474,1726.2377867980695
