structure_id,endpoint,assay_family,n_measurements,n_source_rows,n_cross_source_mirror_rows_collapsed,n_sources,n_exact_measurements,n_censored_measurements,n_approximate_measurements,p_activity_median,p_activity_best,p_activity_min,value_nm_median,value_nm_best,endpoints,n_endpoints,endpoint_families,n_endpoint_families,assay_families,n_assay_families,sources,compound_ids,target_names,document_years,relations,smiles,original_smiles,canonical_smiles,standardized_smiles,inchi_key,standard_inchi_key,structure_standardization_status,activity_range_log10,is_activity_heterogeneous,heterogeneity_log_spread_threshold,censoring_policy,aggregation_value_semantics,potency_class,active_100nM,active_1uM
STR-D517B4FC121862D9BE6F,IC50,biochemical_binding,1,2,1,2,1,0,0,8.522878745280337,8.522878745280337,8.522878745280337,3.0,3.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5931080,Menin,2021,=,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,DSOWOWNLUVRUIU-JTXQMZLCSA-N,DSOWOWNLUVRUIU-JTXQMZLCSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-D517B4FC121862D9BE6F,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.522878745280337,8.522878745280337,8.522878745280337,3.0,3.0,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,480343,Menin,,=,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,CCc1nccn1CC([C@H]1CCC[C@@H]1OC(=O)NC)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,CCc1nccn1CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(C#N)cc3)C2)CC1)[C@H]1CCC[C@@H]1OC(=O)NC,DSOWOWNLUVRUIU-JTXQMZLCSA-N,DSOWOWNLUVRUIU-JTXQMZLCSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-DA4F708C5ED8977F505E,IC50,cellular_functional,1,1,0,1,1,0,0,8.522878745280337,8.522878745280337,8.522878745280337,3.0,3.0,IC50,1,inhibitory_potency,1,cellular_functional,1,PubChem,134961227,,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,CN(C)C/C=C/C(=O)N1CC(C1)S(=O)(=O)C2=CC=C(C=C2)N3CC(C3)CN4CCC(CC4)[C@](C#N)([C@H]5CCC[C@@H]5NC(=O)OC)C6=CC(=CC=C6)F,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,PJMFCNODKBGQNV-HDDNKGPMSA-N,PJMFCNODKBGQNV-HDDNKGPMSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-FBAAC5A0D7488D667D40,IC50,biochemical_binding,1,2,1,2,1,0,0,8.522878745280337,8.522878745280337,8.522878745280337,3.0,3.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL5964939,Menin,2021,=,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,WJJHIHFEUAWTMY-MROBMTMESA-N,WJJHIHFEUAWTMY-MROBMTMESA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-FBAAC5A0D7488D667D40,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.522878745280337,8.522878745280337,8.522878745280337,3.0,3.0,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,480346,Menin,,=,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2cnn(C)c2)CC1)c1cccc(F)c1,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,CNC(=O)O[C@H]1CCC[C@@H]1C(Cn1ccnc1C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4cnn(C)c4)cc3)C2)CC1,WJJHIHFEUAWTMY-MROBMTMESA-N,WJJHIHFEUAWTMY-MROBMTMESA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-DA4F708C5ED8977F505E,IC50,biochemical_inhibition,4,6,2,2,4,0,0,8.502182402701225,8.522878745280337,8.481486060122112,3.15,3.0,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB;PubChem,50511906,Menin,,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CN(C2)C(=O)\C=C\CN(C)C)CC1)c1cccc(F)c1,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,PJMFCNODKBGQNV-HDDNKGPMSA-N,PJMFCNODKBGQNV-HDDNKGPMSA-N,standardized,0.04139268515822536,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-DA4F708C5ED8977F505E,IC50,biochemical_binding,2,3,1,2,2,0,0,8.502182402701225,8.522878745280337,8.481486060122112,3.15,3.0,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL;PubChem,CHEMBL4435830,Menin,2019;2020,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,PJMFCNODKBGQNV-HDDNKGPMSA-N,PJMFCNODKBGQNV-HDDNKGPMSA-N,standardized,0.04139268515822536,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-404CEFB796E101ECF803,IC50,in_vivo,4,4,0,1,4,0,0,8.5,8.958607314841775,6.154901959985743,3.5,1.1,IC50,1,inhibitory_potency,1,in_vivo,1,PubChem,155523910,,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN(C)C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,CN(C)C/C=C/C(=O)N1CC(C1)S(=O)(=O)C2=CC=C(C=C2)N3CC(C3)CN4CCC(CC4)[C@](CN(C)C)([C@H]5CCC[C@@H]5NC(=O)OC)C6=CC(=CC=C6)F,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN(C)C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN(C)C)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN(C)C)C4)cc3)C2)CC1,HYSJABPGNTVFHP-CEDHWSPUSA-N,HYSJABPGNTVFHP-CEDHWSPUSA-N,standardized,2.8037053548560316,True,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-6F92DD97001CC1334310,IC50,biochemical_binding,1,1,0,1,1,0,0,8.494850021680094,8.494850021680094,8.494850021680094,3.2,3.2,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5088651,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,ZACMOMXFCHIQQJ-UEMWQVMZSA-N,ZACMOMXFCHIQQJ-UEMWQVMZSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-6F92DD97001CC1334310,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.494850021680094,8.494850021680094,8.494850021680094,3.2,3.2,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,50582734,Menin,,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(F)CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(F)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,ZACMOMXFCHIQQJ-UEMWQVMZSA-N,ZACMOMXFCHIQQJ-UEMWQVMZSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-CC119FD289E2F37C242E,IC50,in_vivo,4,4,0,1,4,0,0,8.49148333035061,9.0,5.552841968657781,3.3,1.0,IC50,1,inhibitory_potency,1,in_vivo,1,PubChem,146673079,,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCCC5)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN2CCC2)(C3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)S(=O)(=O)C6CN(C6)C(=O)/C=C/CN7CCCCC7)C8=CC(=CC=C8)F,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCCC5)C4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)/C=C/CN5CCCCC5)C4)cc3)C2)CC1,BTSUNSRQYLVGIS-ADTYUTHVSA-N,BTSUNSRQYLVGIS-ADTYUTHVSA-N,standardized,3.4471580313422194,True,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-B5CAC4750A8CE18735B2,IC50,biochemical_binding,1,1,0,1,1,0,0,8.468521082957745,8.468521082957745,8.468521082957745,3.4,3.4,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5088354,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,RJIRZAWQTCVECM-IWQNTTPNSA-N,RJIRZAWQTCVECM-IWQNTTPNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-B5CAC4750A8CE18735B2,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.468521082957745,8.468521082957745,8.468521082957745,3.4,3.4,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,50582740,Menin,,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCOCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCOCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,RJIRZAWQTCVECM-IWQNTTPNSA-N,RJIRZAWQTCVECM-IWQNTTPNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-29F00BB941CE28B9FDF5,IC50,biochemical_binding,1,1,0,1,1,0,0,8.455931955649724,8.455931955649724,8.455931955649724,3.5,3.5,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5082413,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,BJSVHMWOSWSLPB-YFTHYISFSA-N,BJSVHMWOSWSLPB-YFTHYISFSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-29F00BB941CE28B9FDF5,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.455931955649724,8.455931955649724,8.455931955649724,3.5,3.5,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,50582739,Menin,,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC(C)(O)CC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC(C)(O)CC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,BJSVHMWOSWSLPB-YFTHYISFSA-N,BJSVHMWOSWSLPB-YFTHYISFSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-49EE11A98D32940D40F8,IC50,biochemical_binding,1,1,0,1,1,0,0,8.455931955649724,8.455931955649724,8.455931955649724,3.5,3.5,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5075855,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,XLEQKAXPJNXRIT-IUKTVIPNSA-N,XLEQKAXPJNXRIT-IUKTVIPNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-49EE11A98D32940D40F8,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.455931955649724,8.455931955649724,8.455931955649724,3.5,3.5,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,50582736,Menin,,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,XLEQKAXPJNXRIT-IUKTVIPNSA-N,XLEQKAXPJNXRIT-IUKTVIPNSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-3F32DD5F6BE1258722C6,IC50,biochemical_binding,1,1,0,1,1,0,0,8.443697499232712,8.443697499232712,8.443697499232712,3.6,3.6,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL5086858,Menin,2021,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,UPFLIQJKFWRSND-UEMWQVMZSA-N,UPFLIQJKFWRSND-UEMWQVMZSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-3F32DD5F6BE1258722C6,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.443697499232712,8.443697499232712,8.443697499232712,3.6,3.6,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,50582743,Menin,,=,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@@](CN1CCC1)(C1CCN(CC2(O)CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1cccc(F)c1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,COC(=O)N[C@H]1CCC[C@@H]1[C@](CN1CCC1)(c1cccc(F)c1)C1CCN(CC2(O)CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,UPFLIQJKFWRSND-UEMWQVMZSA-N,UPFLIQJKFWRSND-UEMWQVMZSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-BAFF2FF7D3D8F1D2F783,IC50,biochemical_binding,1,1,0,1,1,0,0,8.443697499232712,8.443697499232712,8.443697499232712,3.6,3.6,IC50,1,inhibitory_potency,1,biochemical_binding,1,ChEMBL,CHEMBL4216801,Menin,2018,=,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,JTUOGOXWKQAKOR-NRFANRHFSA-N,JTUOGOXWKQAKOR-NRFANRHFSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-BAFF2FF7D3D8F1D2F783,IC50,biochemical_inhibition,1,1,0,1,1,0,0,8.443697499232712,8.443697499232712,8.443697499232712,3.6,3.6,IC50,1,inhibitory_potency,1,biochemical_inhibition,1,BindingDB,50455873,Menin,,=,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,Cc1c(CN2CCC(CC2)Nc2ncnc3sc(CC(F)(F)F)cc23)ccc2n(C[C@@H]3CNC(=O)CO3)c(cc12)C#N,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,JTUOGOXWKQAKOR-NRFANRHFSA-N,JTUOGOXWKQAKOR-NRFANRHFSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
STR-BAFF2FF7D3D8F1D2F783,IC50,in_vivo,1,1,0,1,1,0,0,8.443697499232712,8.443697499232712,8.443697499232712,3.6,3.6,IC50,1,inhibitory_potency,1,in_vivo,1,PubChem,130376005,,2020,=,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,CC1=C(C=CC2=C1C=C(N2C[C@@H]3CNC(=O)CO3)C#N)CN4CCC(CC4)NC5=C6C=C(SC6=NC=N5)CC(F)(F)F,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2C[C@@H]1CNC(=O)CO1,JTUOGOXWKQAKOR-NRFANRHFSA-N,JTUOGOXWKQAKOR-NRFANRHFSA-N,standardized,0.0,False,2.0,strict_exact,exact_point_estimate,high_potency_<=100nM,True,True
