source,activity_id,molecule_chembl_id,structure_id,smiles,original_smiles,inchi_key,standard_type,standard_relation,standard_value,relation,value_raw,value_numeric,standard_units,admet_category,admet_endpoint,admet_directionality,admet_inclusion_rule,species,matrix,administration_route,experimental_context,assay_description,assay_type,target_chembl_id,target_pref_name,document_chembl_id,document_year,is_admet_analysis_ready,admet_quality_flags,structure_standardization_status
ChEMBL,13989220,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (chronic liver disease),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Chronic liver disease either proven histopathologically, or through a chonic elevation of serum amino-transferase activity after 6 months. Value is number of references indexed. [column 'CHRON' in source]",T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989221,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (cirrhosis),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Cirrhosis, proven histopathologically. Value is number of references indexed. [column 'CIRRH' in source]",T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989222,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (granulomatous hepatitis),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Granulomatous liver disease, proven histopathologically. Value is number of references indexed. [column 'GRAN' in source]",T,CHEMBL3879801,NON-PROTEIN TARGET,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989223,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (association with vascular disease),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Liver damage due to vascular disease: peliosis hepatitis, hepatic veno-occlusive disease, Budd-Chiari syndrome. Value is number of references indexed. [column 'VASC' in source]",T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989224,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (steatosis),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Steatosis, proven histopathologically. Value is number of references indexed. [column 'STEAT' in source]",T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989225,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (malignant tumour),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Malignant tumor, proven histopathologically. Value is number of references indexed. [column 'T.MAL' in source]",T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989226,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (benign tumour),=,0.0,=,0.0,0.0,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Benign tumor, proven histopathologically. Value is number of references indexed. [column 'T.BEN' in source]",T,CHEMBL3879801,NON-PROTEIN TARGET,CHEMBL3137667,2004.0,False,missing_unit,standardized
ChEMBL,13989227,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (animal toxicity known),=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,Animal toxicity known. [column 'TOXIC' in source],T,CHEMBL3879801,NON-PROTEIN TARGET,CHEMBL3137667,2004.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,13989228,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (successful reintroduction),=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,Presence of at least one case with successful reintroduction. [column 'REINT' in source],T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,13989229,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (comment),=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,Comments (NB not yet translated). [column 'COMMENTAIRES' in source],T,CHEMBL612545,Unchecked,CHEMBL3137667,2004.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,13989230,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (time to onset),=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,"Times to onset, minimal and maximal, observed in the indexed observations. [column 'DELAI' in source]",T,CHEMBL3879801,NON-PROTEIN TARGET,CHEMBL3137667,2004.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,13989231,CHEMBL1747,STR-CCECD648E5D9E73BF475,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,Hepatotoxicity (mechanism),=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,,,,unspecified,Proposed mechanism(s) of liver damage. [column 'MEC' in source],T,CHEMBL3879801,NON-PROTEIN TARGET,CHEMBL3137667,2004.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,15626032,CHEMBL3126185,STR-5292CC2045CB1C1E8EBD,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,QBITUTDDFZQXDO-UHFFFAOYSA-N,Fu,=,0.013,=,0.013,0.013,,distribution,fraction_unbound,higher_is_more_unbound,type+description:protein_binding,mouse,plasma,,in_vitro,Unbound fraction in mouse plasma,A,CHEMBL613589,Plasma,CHEMBL3585303,2015.0,False,missing_unit,standardized
ChEMBL,15626039,CHEMBL3126185,STR-5292CC2045CB1C1E8EBD,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCCC3)CC2)cc1,QBITUTDDFZQXDO-UHFFFAOYSA-N,Fu,=,0.004,=,0.004,0.004,,distribution,fraction_unbound,higher_is_more_unbound,type+description:protein_binding,human,plasma,,in_vitro,Unbound fraction in human plasma,A,CHEMBL613424,Plasma,CHEMBL3585303,2015.0,False,missing_unit,standardized
ChEMBL,23239004,CHEMBL184618,STR-F703967C3F177EFF8A8A,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,PGBHMTALBVVCIT-VCIWKGPPSA-N,solubility,=,,=,,,,physicochemical,solubility,higher_is_better,type+description:solubility,,,,unspecified,Aqueous solubility of the compound,P,CHEMBL2362975,No relevant target,CHEMBL4828701,2021.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,14769090,CHEMBL1519921,STR-FB00B532B01AA27CD41B,NC(=O)Cc1nc(-c2ccccc2)cs1,NC(=O)Cc1nc(-c2ccccc2)cs1,MITSOTISLAVGFW-UHFFFAOYSA-N,LogD7.4,=,1.3,=,1.3,1.3,,physicochemical,logd,context_dependent,type:LogD,,,,unspecified,"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5",P,CHEMBL2362975,No relevant target,CHEMBL3301361,,False,missing_unit,standardized
ChEMBL,641954,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Permeability,=,,=,,,,permeability,apparent_permeability,higher_is_more_permeable,type+description:permeability,rat,,,unspecified,BBB penetration classification,A,CHEMBL375,Mus musculus,CHEMBL1133022,2000.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,5317529,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Hepatotoxicity,=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,human,,,unspecified,"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in humans",A,CHEMBL1697861,Hepatotoxicity,CHEMBL1697731,2010.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,5318480,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Hepatotoxicity,=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,rat,,,unspecified,"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in rodents",A,CHEMBL1697861,Hepatotoxicity,CHEMBL1697731,2010.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,5319431,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Hepatotoxicity,=,,=,,,,toxicity,hepatotoxicity,lower_is_safer,type:hepatotoxicity,rat,,,unspecified,"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in non-rodents",A,CHEMBL1697861,Hepatotoxicity,CHEMBL1697731,2010.0,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,6262267,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Fu,=,0.06,=,0.06,0.06,,distribution,fraction_unbound,higher_is_more_unbound,type+description:protein_binding,rat,plasma,intravenous,in_vivo,Fraction unbound in Sprague-Dawley rat plasma administered in casettes of 2/3 drugs at 4 hr constant rate intravenous infusions using flow rate of 1 (ml/kg)/hr corresponding to dosage rate of 2 (umol/kg)/hr by LC-MS/MS method,A,CHEMBL613652,Plasma,CHEMBL1795238,2009.0,False,missing_unit,standardized
ChEMBL,6262310,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,BPR,=,0.15,=,0.15,0.15,,distribution,plasma_protein_binding,lower_is_more_unbound,type+description:protein_binding,rat,plasma,intravenous,in_vivo,Ratio of total drug level in brain to plasma in Sprague-Dawley rat administered in casettes of 2/3 drugs at 4 hr constant rate intravenous infusions using flow rate of 1 (ml/kg)/hr corresponding to dosage rate of 2 (umol/kg)/hr by LC-MS/MS method,A,CHEMBL612558,ADMET,CHEMBL1795238,2009.0,False,missing_unit,standardized
ChEMBL,6262395,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,"K(p,uu,CSF)",=,0.037,=,0.037,0.037,,distribution,tissue_partition,higher_is_more_partitioned,type+description:tissue_partition,rat,plasma,intravenous,in_vivo,Unbound CSF to plasma concentration ratio in Sprague-Dawley rat administered in casettes of 2/3 drugs at 4 hr constant rate intravenous infusions using flow rate of 1 (ml/kg)/hr corresponding to dosage rate of 2 (umol/kg)/hr by LC-MS/MS method,A,CHEMBL613652,Plasma,CHEMBL1795238,2009.0,False,missing_unit,standardized
ChEMBL,7566496,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ratio_Papp,=,7.77,=,7.77,7.77,,permeability,apparent_permeability,higher_is_more_permeable,type+description:permeability,rat,,,in_vitro,Ratio of apparent permeability from basolateral to apical side over apical to basolateral side determined in MDR1-MDCKII cells,A,CHEMBL4302,ATP-dependent translocase ABCB1,CHEMBL1908284,2001.0,False,missing_unit,standardized
ChEMBL,7772460,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,IC50,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 1A2 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL3356,Cytochrome P450 1A2,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772461,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ki,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 1A2 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL3356,Cytochrome P450 1A2,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772462,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,IC50,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2A6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL5282,Cytochrome P450 2A6,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772463,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ki,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2A6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL5282,Cytochrome P450 2A6,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772464,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,IC50,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL3622,Cytochrome P450 2C19,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772465,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ki,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL3622,Cytochrome P450 2C19,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772466,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,IC50,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL3397,Cytochrome P450 2C9,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772467,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ki,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL3397,Cytochrome P450 2C9,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772469,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ki,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2D6 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL289,Cytochrome P450 2D6,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772470,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,IC50,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2E1 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL5281,Cytochrome P450 2E1,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
ChEMBL,7772471,CHEMBL841,STR-E504CB05601073D27DA6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,Ki,=,,=,,,,drug_interaction,cyp_inhibition,higher_is_safer,endpoint+description:CYP,rat,,,unspecified,"DRUGMATRIX: CYP450, 2E1 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,CHEMBL5281,Cytochrome P450 2E1,CHEMBL1909046,,False,missing_or_non_numeric_value;missing_unit,standardized
